item_id,source_file,source_section_code,source_unit,source_question_no,source_page,engine_unit_name,engine_subunit_name,matched_problem_type_id,type_name,variant_id,difficulty,mapping_status,skill_tags,error_tags,review_note
idea_su1_ii_34_003,아이디어 수학1 삼각함수.pdf,II-(3)(4),삼각함수의 그래프와 방정식/부등식,003,7,삼각함수,삼각함수의 그래프와 방정식·부등식,ALG_TRIG_PT_GRAPH_TRANSFORM,삼각함수 그래프의 주기·진폭·평행이동,ALG_TRIG_PT_GRAPH_TRANSFORM_TRIG_GRAPH,core,matched,trig_graph|period_amplitude|phase_shift,주기 계산 오류|평행이동 방향 혼동,
idea_su1_ii_34_004,아이디어 수학1 삼각함수.pdf,II-(3)(4),삼각함수의 그래프와 방정식/부등식,004,7,삼각함수,삼각함수의 그래프와 방정식·부등식,ALG_TRIG_PT_GRAPH_TRANSFORM,삼각함수 그래프의 주기·진폭·평행이동,ALG_TRIG_PT_GRAPH_TRANSFORM_TRIG_GRAPH,core,matched,trig_graph|period_amplitude|phase_shift,주기 계산 오류|평행이동 방향 혼동,
idea_su1_ii_34_005,아이디어 수학1 삼각함수.pdf,II-(3)(4),삼각함수의 그래프와 방정식/부등식,005,8,삼각함수,삼각함수의 그래프와 방정식·부등식,ALG_TRIG_PT_EQUATION_SOLUTION,삼각방정식 풀이와 해의 범위,ALG_TRIG_PT_EQUATION_SOLUTION_TRIG_EQUATION,applied,matched,trig_equation|solution_interval|case_split,주기해 누락|범위 조건 검토 부족,
idea_su1_ii_34_006,아이디어 수학1 삼각함수.pdf,II-(3)(4),삼각함수의 그래프와 방정식/부등식,006,8,삼각함수,삼각함수의 그래프와 방정식·부등식,ALG_TRIG_PT_EQUATION_SOLUTION,삼각방정식 풀이와 해의 범위,ALG_TRIG_PT_EQUATION_SOLUTION_TRIG_EQUATION,applied,matched,trig_equation|solution_interval|case_split,주기해 누락|범위 조건 검토 부족,
idea_su1_ii_34_007,아이디어 수학1 삼각함수.pdf,II-(3)(4),삼각함수의 그래프와 방정식/부등식,007,9,삼각함수,삼각함수의 그래프와 방정식·부등식,ALG_TRIG_PT_EQUATION_SOLUTION,삼각방정식 풀이와 해의 범위,ALG_TRIG_PT_EQUATION_SOLUTION_TRIG_EQUATION,applied,matched,trig_equation|solution_interval|case_split,주기해 누락|범위 조건 검토 부족,
idea_su1_ii_34_008,아이디어 수학1 삼각함수.pdf,II-(3)(4),삼각함수의 그래프와 방정식/부등식,008,9,삼각함수,삼각함수의 그래프와 방정식·부등식,ALG_TRIG_PT_EQUATION_SOLUTION,삼각방정식 풀이와 해의 범위,ALG_TRIG_PT_EQUATION_SOLUTION_TRIG_EQUATION,applied,matched,trig_equation|solution_interval|case_split,주기해 누락|범위 조건 검토 부족,
idea_su1_ii_34_009,아이디어 수학1 삼각함수.pdf,II-(3)(4),삼각함수의 그래프와 방정식/부등식,009,10,삼각함수,삼각함수의 그래프와 방정식·부등식,ALG_TRIG_PT_EQUATION_SOLUTION,삼각방정식 풀이와 해의 범위,ALG_TRIG_PT_EQUATION_SOLUTION_TRIG_EQUATION,applied,matched,trig_equation|solution_interval|case_split,주기해 누락|범위 조건 검토 부족,
idea_su1_ii_34_010,아이디어 수학1 삼각함수.pdf,II-(3)(4),삼각함수의 그래프와 방정식/부등식,010,10,삼각함수,삼각함수의 그래프와 방정식·부등식,ALG_TRIG_PT_EQUATION_SOLUTION,삼각방정식 풀이와 해의 범위,ALG_TRIG_PT_EQUATION_SOLUTION_TRIG_EQUATION,applied,matched,trig_equation|solution_interval|case_split,주기해 누락|범위 조건 검토 부족,
idea_su1_ii_34_011,아이디어 수학1 삼각함수.pdf,II-(3)(4),삼각함수의 그래프와 방정식/부등식,011,11,삼각함수,삼각함수의 그래프와 방정식·부등식,ALG_TRIG_PT_INEQUALITY_COMPOSITE,삼각부등식과 그래프 복합,ALG_TRIG_PT_INEQUALITY_COMPOSITE_TRIG_INEQUALITY,advanced,review_required,trig_inequality|graph_sign|parameter_condition,부등식 해 구간 반대로 표시|그래프 부호 판정 오류,advanced/composite rows require teacher spot-check
idea_su1_ii_34_012,아이디어 수학1 삼각함수.pdf,II-(3)(4),삼각함수의 그래프와 방정식/부등식,012,11,삼각함수,삼각함수의 그래프와 방정식·부등식,ALG_TRIG_PT_INEQUALITY_COMPOSITE,삼각부등식과 그래프 복합,ALG_TRIG_PT_INEQUALITY_COMPOSITE_TRIG_INEQUALITY,advanced,review_required,trig_inequality|graph_sign|parameter_condition,부등식 해 구간 반대로 표시|그래프 부호 판정 오류,advanced/composite rows require teacher spot-check
idea_su1_ii_34_013,아이디어 수학1 삼각함수.pdf,II-(3)(4),삼각함수의 그래프와 방정식/부등식,013,12,삼각함수,삼각함수의 그래프와 방정식·부등식,ALG_TRIG_PT_INEQUALITY_COMPOSITE,삼각부등식과 그래프 복합,ALG_TRIG_PT_INEQUALITY_COMPOSITE_TRIG_INEQUALITY,advanced,review_required,trig_inequality|graph_sign|parameter_condition,부등식 해 구간 반대로 표시|그래프 부호 판정 오류,advanced/composite rows require teacher spot-check
idea_su1_ii_34_014,아이디어 수학1 삼각함수.pdf,II-(3)(4),삼각함수의 그래프와 방정식/부등식,014,12,삼각함수,삼각함수의 그래프와 방정식·부등식,ALG_TRIG_PT_INEQUALITY_COMPOSITE,삼각부등식과 그래프 복합,ALG_TRIG_PT_INEQUALITY_COMPOSITE_TRIG_INEQUALITY,advanced,review_required,trig_inequality|graph_sign|parameter_condition,부등식 해 구간 반대로 표시|그래프 부호 판정 오류,advanced/composite rows require teacher spot-check
idea_su1_ii_34_015,아이디어 수학1 삼각함수.pdf,II-(3)(4),삼각함수의 그래프와 방정식/부등식,015,13,삼각함수,삼각함수의 그래프와 방정식·부등식,ALG_TRIG_PT_INEQUALITY_COMPOSITE,삼각부등식과 그래프 복합,ALG_TRIG_PT_INEQUALITY_COMPOSITE_TRIG_INEQUALITY,advanced,review_required,trig_inequality|graph_sign|parameter_condition,부등식 해 구간 반대로 표시|그래프 부호 판정 오류,advanced/composite rows require teacher spot-check
idea_su1_ii_34_016,아이디어 수학1 삼각함수.pdf,II-(3)(4),삼각함수의 그래프와 방정식/부등식,016,13,삼각함수,삼각함수의 그래프와 방정식·부등식,ALG_TRIG_PT_INEQUALITY_COMPOSITE,삼각부등식과 그래프 복합,ALG_TRIG_PT_INEQUALITY_COMPOSITE_TRIG_INEQUALITY,advanced,review_required,trig_inequality|graph_sign|parameter_condition,부등식 해 구간 반대로 표시|그래프 부호 판정 오류,advanced/composite rows require teacher spot-check
idea_su1_ii_5_001,아이디어 수학1 삼각함수.pdf,II-(5),삼각함수의 활용,001,14,삼각함수,사인법칙·코사인법칙과 활용,ALG_TRIG_PT_SINE_COSINE_LAW,사인법칙·코사인법칙 적용,ALG_TRIG_PT_SINE_COSINE_LAW_SINE_LAW,core,matched,sine_law|cosine_law|triangle_condition,법칙 선택 오류|각/변 대응 오류,
idea_su1_ii_5_002,아이디어 수학1 삼각함수.pdf,II-(5),삼각함수의 활용,002,14,삼각함수,사인법칙·코사인법칙과 활용,ALG_TRIG_PT_SINE_COSINE_LAW,사인법칙·코사인법칙 적용,ALG_TRIG_PT_SINE_COSINE_LAW_SINE_LAW,core,matched,sine_law|cosine_law|triangle_condition,법칙 선택 오류|각/변 대응 오류,
idea_su1_ii_5_003,아이디어 수학1 삼각함수.pdf,II-(5),삼각함수의 활용,003,15,삼각함수,사인법칙·코사인법칙과 활용,ALG_TRIG_PT_SINE_COSINE_LAW,사인법칙·코사인법칙 적용,ALG_TRIG_PT_SINE_COSINE_LAW_SINE_LAW,core,matched,sine_law|cosine_law|triangle_condition,법칙 선택 오류|각/변 대응 오류,
idea_su1_ii_5_004,아이디어 수학1 삼각함수.pdf,II-(5),삼각함수의 활용,004,15,삼각함수,사인법칙·코사인법칙과 활용,ALG_TRIG_PT_SINE_COSINE_LAW,사인법칙·코사인법칙 적용,ALG_TRIG_PT_SINE_COSINE_LAW_SINE_LAW,core,matched,sine_law|cosine_law|triangle_condition,법칙 선택 오류|각/변 대응 오류,
idea_su1_ii_5_005,아이디어 수학1 삼각함수.pdf,II-(5),삼각함수의 활용,005,16,삼각함수,사인법칙·코사인법칙과 활용,ALG_TRIG_PT_CIRCUMCIRCLE_AREA,외접원·내접원·넓이 조건 활용,ALG_TRIG_PT_CIRCUMCIRCLE_AREA_CIRCUMCIRCLE,applied,matched,circumcircle|area_formula|trig_geometry,반지름과 변 길이 관계 혼동|넓이식 설정 오류,
idea_su1_ii_5_006,아이디어 수학1 삼각함수.pdf,II-(5),삼각함수의 활용,006,16,삼각함수,사인법칙·코사인법칙과 활용,ALG_TRIG_PT_CIRCUMCIRCLE_AREA,외접원·내접원·넓이 조건 활용,ALG_TRIG_PT_CIRCUMCIRCLE_AREA_CIRCUMCIRCLE,applied,matched,circumcircle|area_formula|trig_geometry,반지름과 변 길이 관계 혼동|넓이식 설정 오류,
idea_su1_ii_5_007,아이디어 수학1 삼각함수.pdf,II-(5),삼각함수의 활용,007,17,삼각함수,사인법칙·코사인법칙과 활용,ALG_TRIG_PT_CIRCUMCIRCLE_AREA,외접원·내접원·넓이 조건 활용,ALG_TRIG_PT_CIRCUMCIRCLE_AREA_CIRCUMCIRCLE,applied,matched,circumcircle|area_formula|trig_geometry,반지름과 변 길이 관계 혼동|넓이식 설정 오류,
idea_su1_ii_5_008,아이디어 수학1 삼각함수.pdf,II-(5),삼각함수의 활용,008,17,삼각함수,사인법칙·코사인법칙과 활용,ALG_TRIG_PT_GEOMETRY_COMPOSITE,삼각함수 활용 도형 복합,ALG_TRIG_PT_GEOMETRY_COMPOSITE_GEOMETRIC_CONDITION,advanced,review_required,geometric_condition|trig_relation|case_analysis,도형 조건을 삼각비로 변환 실패|보조선/좌표 설정 부족,advanced/composite rows require teacher spot-check
idea_su1_ii_5_009,아이디어 수학1 삼각함수.pdf,II-(5),삼각함수의 활용,009,18,삼각함수,사인법칙·코사인법칙과 활용,ALG_TRIG_PT_GEOMETRY_COMPOSITE,삼각함수 활용 도형 복합,ALG_TRIG_PT_GEOMETRY_COMPOSITE_GEOMETRIC_CONDITION,advanced,review_required,geometric_condition|trig_relation|case_analysis,도형 조건을 삼각비로 변환 실패|보조선/좌표 설정 부족,advanced/composite rows require teacher spot-check
idea_su1_ii_5_010,아이디어 수학1 삼각함수.pdf,II-(5),삼각함수의 활용,010,18,삼각함수,사인법칙·코사인법칙과 활용,ALG_TRIG_PT_GEOMETRY_COMPOSITE,삼각함수 활용 도형 복합,ALG_TRIG_PT_GEOMETRY_COMPOSITE_GEOMETRIC_CONDITION,advanced,review_required,geometric_condition|trig_relation|case_analysis,도형 조건을 삼각비로 변환 실패|보조선/좌표 설정 부족,advanced/composite rows require teacher spot-check
idea_su1_iii_2_001,아이디어 수학1 수열.pdf,III-(2),등차수열,001,2,수열,등차수열,ALG_SEQ_PT_ARITHMETIC_BASIC,등차수열의 일반항과 공차,ALG_SEQ_PT_ARITHMETIC_BASIC_ARITHMETIC_SEQUENCE,core,matched,arithmetic_sequence|common_difference|nth_term,공차 부호 오류|항 번호 해석 오류,
idea_su1_iii_2_002,아이디어 수학1 수열.pdf,III-(2),등차수열,002,2,수열,등차수열,ALG_SEQ_PT_ARITHMETIC_BASIC,등차수열의 일반항과 공차,ALG_SEQ_PT_ARITHMETIC_BASIC_ARITHMETIC_SEQUENCE,core,matched,arithmetic_sequence|common_difference|nth_term,공차 부호 오류|항 번호 해석 오류,
idea_su1_iii_2_003,아이디어 수학1 수열.pdf,III-(2),등차수열,003,3,수열,등차수열,ALG_SEQ_PT_ARITHMETIC_BASIC,등차수열의 일반항과 공차,ALG_SEQ_PT_ARITHMETIC_BASIC_ARITHMETIC_SEQUENCE,core,matched,arithmetic_sequence|common_difference|nth_term,공차 부호 오류|항 번호 해석 오류,
idea_su1_iii_2_004,아이디어 수학1 수열.pdf,III-(2),등차수열,004,3,수열,등차수열,ALG_SEQ_PT_ARITHMETIC_BASIC,등차수열의 일반항과 공차,ALG_SEQ_PT_ARITHMETIC_BASIC_ARITHMETIC_SEQUENCE,core,matched,arithmetic_sequence|common_difference|nth_term,공차 부호 오류|항 번호 해석 오류,
idea_su1_iii_2_005,아이디어 수학1 수열.pdf,III-(2),등차수열,005,4,수열,등차수열,ALG_SEQ_PT_ARITHMETIC_CONDITION,등차수열 조건식 해석,ALG_SEQ_PT_ARITHMETIC_CONDITION_ARITHMETIC_CONDITION,applied,matched,arithmetic_condition|term_relation|integer_condition,조건식에서 항 번호 혼동|절댓값 조건 분기 누락,
idea_su1_iii_2_006,아이디어 수학1 수열.pdf,III-(2),등차수열,006,4,수열,등차수열,ALG_SEQ_PT_ARITHMETIC_CONDITION,등차수열 조건식 해석,ALG_SEQ_PT_ARITHMETIC_CONDITION_ARITHMETIC_CONDITION,applied,matched,arithmetic_condition|term_relation|integer_condition,조건식에서 항 번호 혼동|절댓값 조건 분기 누락,
idea_su1_iii_2_007,아이디어 수학1 수열.pdf,III-(2),등차수열,007,5,수열,등차수열,ALG_SEQ_PT_ARITHMETIC_CONDITION,등차수열 조건식 해석,ALG_SEQ_PT_ARITHMETIC_CONDITION_ARITHMETIC_CONDITION,applied,matched,arithmetic_condition|term_relation|integer_condition,조건식에서 항 번호 혼동|절댓값 조건 분기 누락,
idea_su1_iii_2_008,아이디어 수학1 수열.pdf,III-(2),등차수열,008,5,수열,등차수열,ALG_SEQ_PT_ARITHMETIC_CONDITION,등차수열 조건식 해석,ALG_SEQ_PT_ARITHMETIC_CONDITION_ARITHMETIC_CONDITION,applied,matched,arithmetic_condition|term_relation|integer_condition,조건식에서 항 번호 혼동|절댓값 조건 분기 누락,
idea_su1_iii_2_009,아이디어 수학1 수열.pdf,III-(2),등차수열,009,6,수열,등차수열,ALG_SEQ_PT_ARITHMETIC_CONDITION,등차수열 조건식 해석,ALG_SEQ_PT_ARITHMETIC_CONDITION_ARITHMETIC_CONDITION,applied,matched,arithmetic_condition|term_relation|integer_condition,조건식에서 항 번호 혼동|절댓값 조건 분기 누락,
idea_su1_iii_2_010,아이디어 수학1 수열.pdf,III-(2),등차수열,010,6,수열,등차수열,ALG_SEQ_PT_ARITHMETIC_CONDITION,등차수열 조건식 해석,ALG_SEQ_PT_ARITHMETIC_CONDITION_ARITHMETIC_CONDITION,applied,matched,arithmetic_condition|term_relation|integer_condition,조건식에서 항 번호 혼동|절댓값 조건 분기 누락,
idea_su1_iii_2_011,아이디어 수학1 수열.pdf,III-(2),등차수열,011,7,수열,등차수열,ALG_SEQ_PT_ARITHMETIC_COMPOSITE_SUM,등차수열 복합 조건과 합,ALG_SEQ_PT_ARITHMETIC_COMPOSITE_SUM_ARITHMETIC_SUM,advanced,review_required,arithmetic_sum|composite_condition|case_split,합 공식 적용 범위 오류|조건 결합 순서 오류,advanced/composite rows require teacher spot-check
idea_su1_iii_2_012,아이디어 수학1 수열.pdf,III-(2),등차수열,012,7,수열,등차수열,ALG_SEQ_PT_ARITHMETIC_COMPOSITE_SUM,등차수열 복합 조건과 합,ALG_SEQ_PT_ARITHMETIC_COMPOSITE_SUM_ARITHMETIC_SUM,advanced,review_required,arithmetic_sum|composite_condition|case_split,합 공식 적용 범위 오류|조건 결합 순서 오류,advanced/composite rows require teacher spot-check
idea_su1_iii_2_013,아이디어 수학1 수열.pdf,III-(2),등차수열,013,8,수열,등차수열,ALG_SEQ_PT_ARITHMETIC_COMPOSITE_SUM,등차수열 복합 조건과 합,ALG_SEQ_PT_ARITHMETIC_COMPOSITE_SUM_ARITHMETIC_SUM,advanced,review_required,arithmetic_sum|composite_condition|case_split,합 공식 적용 범위 오류|조건 결합 순서 오류,advanced/composite rows require teacher spot-check
idea_su1_iii_2_014,아이디어 수학1 수열.pdf,III-(2),등차수열,014,8,수열,등차수열,ALG_SEQ_PT_ARITHMETIC_COMPOSITE_SUM,등차수열 복합 조건과 합,ALG_SEQ_PT_ARITHMETIC_COMPOSITE_SUM_ARITHMETIC_SUM,advanced,review_required,arithmetic_sum|composite_condition|case_split,합 공식 적용 범위 오류|조건 결합 순서 오류,advanced/composite rows require teacher spot-check
idea_su1_iii_2_015,아이디어 수학1 수열.pdf,III-(2),등차수열,015,9,수열,등차수열,ALG_SEQ_PT_ARITHMETIC_COMPOSITE_SUM,등차수열 복합 조건과 합,ALG_SEQ_PT_ARITHMETIC_COMPOSITE_SUM_ARITHMETIC_SUM,advanced,review_required,arithmetic_sum|composite_condition|case_split,합 공식 적용 범위 오류|조건 결합 순서 오류,advanced/composite rows require teacher spot-check
idea_su1_iii_2_016,아이디어 수학1 수열.pdf,III-(2),등차수열,016,9,수열,등차수열,ALG_SEQ_PT_ARITHMETIC_COMPOSITE_SUM,등차수열 복합 조건과 합,ALG_SEQ_PT_ARITHMETIC_COMPOSITE_SUM_ARITHMETIC_SUM,advanced,review_required,arithmetic_sum|composite_condition|case_split,합 공식 적용 범위 오류|조건 결합 순서 오류,advanced/composite rows require teacher spot-check
idea_su1_iii_3_001,아이디어 수학1 수열.pdf,III-(3),등비수열,001,10,수열,등비수열,ALG_SEQ_PT_GEOMETRIC_BASIC,등비수열의 일반항과 공비,ALG_SEQ_PT_GEOMETRIC_BASIC_GEOMETRIC_SEQUENCE,core,matched,geometric_sequence|common_ratio|nth_term,공비 부호/범위 오류|항 번호 계산 실수,
idea_su1_iii_3_002,아이디어 수학1 수열.pdf,III-(3),등비수열,002,10,수열,등비수열,ALG_SEQ_PT_GEOMETRIC_BASIC,등비수열의 일반항과 공비,ALG_SEQ_PT_GEOMETRIC_BASIC_GEOMETRIC_SEQUENCE,core,matched,geometric_sequence|common_ratio|nth_term,공비 부호/범위 오류|항 번호 계산 실수,
idea_su1_iii_3_003,아이디어 수학1 수열.pdf,III-(3),등비수열,003,11,수열,등비수열,ALG_SEQ_PT_GEOMETRIC_BASIC,등비수열의 일반항과 공비,ALG_SEQ_PT_GEOMETRIC_BASIC_GEOMETRIC_SEQUENCE,core,matched,geometric_sequence|common_ratio|nth_term,공비 부호/범위 오류|항 번호 계산 실수,
idea_su1_iii_3_004,아이디어 수학1 수열.pdf,III-(3),등비수열,004,11,수열,등비수열,ALG_SEQ_PT_GEOMETRIC_BASIC,등비수열의 일반항과 공비,ALG_SEQ_PT_GEOMETRIC_BASIC_GEOMETRIC_SEQUENCE,core,matched,geometric_sequence|common_ratio|nth_term,공비 부호/범위 오류|항 번호 계산 실수,
idea_su1_iii_3_005,아이디어 수학1 수열.pdf,III-(3),등비수열,005,12,수열,등비수열,ALG_SEQ_PT_GEOMETRIC_CONDITION,등비수열 조건식 해석,ALG_SEQ_PT_GEOMETRIC_CONDITION_GEOMETRIC_CONDITION,applied,matched,geometric_condition|log_relation|term_product,등비 조건을 로그 조건으로 연결 실패|공비 경우분류 누락,
idea_su1_iii_3_006,아이디어 수학1 수열.pdf,III-(3),등비수열,006,12,수열,등비수열,ALG_SEQ_PT_GEOMETRIC_CONDITION,등비수열 조건식 해석,ALG_SEQ_PT_GEOMETRIC_CONDITION_GEOMETRIC_CONDITION,applied,matched,geometric_condition|log_relation|term_product,등비 조건을 로그 조건으로 연결 실패|공비 경우분류 누락,
idea_su1_iii_3_007,아이디어 수학1 수열.pdf,III-(3),등비수열,007,13,수열,등비수열,ALG_SEQ_PT_GEOMETRIC_CONDITION,등비수열 조건식 해석,ALG_SEQ_PT_GEOMETRIC_CONDITION_GEOMETRIC_CONDITION,applied,matched,geometric_condition|log_relation|term_product,등비 조건을 로그 조건으로 연결 실패|공비 경우분류 누락,
idea_su1_iii_3_008,아이디어 수학1 수열.pdf,III-(3),등비수열,008,13,수열,등비수열,ALG_SEQ_PT_GEOMETRIC_CONDITION,등비수열 조건식 해석,ALG_SEQ_PT_GEOMETRIC_CONDITION_GEOMETRIC_CONDITION,applied,matched,geometric_condition|log_relation|term_product,등비 조건을 로그 조건으로 연결 실패|공비 경우분류 누락,
idea_su1_iii_3_009,아이디어 수학1 수열.pdf,III-(3),등비수열,009,14,수열,등비수열,ALG_SEQ_PT_GEOMETRIC_COMPOSITE,등비수열 복합 조건,ALG_SEQ_PT_GEOMETRIC_COMPOSITE_GEOMETRIC_SUM_PRODUCT,advanced,review_required,geometric_sum_product|composite_condition|parameter,합/곱 조건 구분 오류|공비 조건 검산 누락,advanced/composite rows require teacher spot-check
idea_su1_iii_3_010,아이디어 수학1 수열.pdf,III-(3),등비수열,010,14,수열,등비수열,ALG_SEQ_PT_GEOMETRIC_COMPOSITE,등비수열 복합 조건,ALG_SEQ_PT_GEOMETRIC_COMPOSITE_GEOMETRIC_SUM_PRODUCT,advanced,review_required,geometric_sum_product|composite_condition|parameter,합/곱 조건 구분 오류|공비 조건 검산 누락,advanced/composite rows require teacher spot-check
idea_su1_iii_3_011,아이디어 수학1 수열.pdf,III-(3),등비수열,011,15,수열,등비수열,ALG_SEQ_PT_GEOMETRIC_COMPOSITE,등비수열 복합 조건,ALG_SEQ_PT_GEOMETRIC_COMPOSITE_GEOMETRIC_SUM_PRODUCT,advanced,review_required,geometric_sum_product|composite_condition|parameter,합/곱 조건 구분 오류|공비 조건 검산 누락,advanced/composite rows require teacher spot-check
idea_su1_iii_3_012,아이디어 수학1 수열.pdf,III-(3),등비수열,012,15,수열,등비수열,ALG_SEQ_PT_GEOMETRIC_COMPOSITE,등비수열 복합 조건,ALG_SEQ_PT_GEOMETRIC_COMPOSITE_GEOMETRIC_SUM_PRODUCT,advanced,review_required,geometric_sum_product|composite_condition|parameter,합/곱 조건 구분 오류|공비 조건 검산 누락,advanced/composite rows require teacher spot-check
idea_su1_iii_4_001,아이디어 수학1 수열.pdf,III-(4),수열의 합,001,16,수열,수열의 합,ALG_SEQ_PT_SIGMA_BASIC,시그마와 수열의 합 계산,ALG_SEQ_PT_SIGMA_BASIC_SIGMA_NOTATION,core,matched,sigma_notation|sum_formula|partial_sum,시그마 범위 해석 오류|합 공식 선택 오류,
idea_su1_iii_4_002,아이디어 수학1 수열.pdf,III-(4),수열의 합,002,16,수열,수열의 합,ALG_SEQ_PT_SIGMA_BASIC,시그마와 수열의 합 계산,ALG_SEQ_PT_SIGMA_BASIC_SIGMA_NOTATION,core,matched,sigma_notation|sum_formula|partial_sum,시그마 범위 해석 오류|합 공식 선택 오류,
idea_su1_iii_4_003,아이디어 수학1 수열.pdf,III-(4),수열의 합,003,17,수열,수열의 합,ALG_SEQ_PT_SIGMA_BASIC,시그마와 수열의 합 계산,ALG_SEQ_PT_SIGMA_BASIC_SIGMA_NOTATION,core,matched,sigma_notation|sum_formula|partial_sum,시그마 범위 해석 오류|합 공식 선택 오류,
idea_su1_iii_4_004,아이디어 수학1 수열.pdf,III-(4),수열의 합,004,17,수열,수열의 합,ALG_SEQ_PT_SIGMA_BASIC,시그마와 수열의 합 계산,ALG_SEQ_PT_SIGMA_BASIC_SIGMA_NOTATION,core,matched,sigma_notation|sum_formula|partial_sum,시그마 범위 해석 오류|합 공식 선택 오류,
idea_su1_iii_4_005,아이디어 수학1 수열.pdf,III-(4),수열의 합,005,18,수열,수열의 합,ALG_SEQ_PT_PARTIAL_SUM_RELATION,부분합과 일반항의 관계,ALG_SEQ_PT_PARTIAL_SUM_RELATION_PARTIAL_SUM_RELATION,applied,matched,partial_sum_relation|an_from_sn|telescoping,S_n과 a_n 구분 부족|부분합 차분 과정 누락,
idea_su1_iii_4_006,아이디어 수학1 수열.pdf,III-(4),수열의 합,006,18,수열,수열의 합,ALG_SEQ_PT_PARTIAL_SUM_RELATION,부분합과 일반항의 관계,ALG_SEQ_PT_PARTIAL_SUM_RELATION_PARTIAL_SUM_RELATION,applied,matched,partial_sum_relation|an_from_sn|telescoping,S_n과 a_n 구분 부족|부분합 차분 과정 누락,
idea_su1_iii_4_007,아이디어 수학1 수열.pdf,III-(4),수열의 합,007,19,수열,수열의 합,ALG_SEQ_PT_PARTIAL_SUM_RELATION,부분합과 일반항의 관계,ALG_SEQ_PT_PARTIAL_SUM_RELATION_PARTIAL_SUM_RELATION,applied,matched,partial_sum_relation|an_from_sn|telescoping,S_n과 a_n 구분 부족|부분합 차분 과정 누락,
idea_su1_iii_4_008,아이디어 수학1 수열.pdf,III-(4),수열의 합,008,19,수열,수열의 합,ALG_SEQ_PT_PARTIAL_SUM_RELATION,부분합과 일반항의 관계,ALG_SEQ_PT_PARTIAL_SUM_RELATION_PARTIAL_SUM_RELATION,applied,matched,partial_sum_relation|an_from_sn|telescoping,S_n과 a_n 구분 부족|부분합 차분 과정 누락,
idea_su1_iii_4_009,아이디어 수학1 수열.pdf,III-(4),수열의 합,009,20,수열,수열의 합,ALG_SEQ_PT_SUM_COMPOSITE,수열의 합 복합 조건,ALG_SEQ_PT_SUM_COMPOSITE_SEQUENCE_SUM_COMPOSITE,advanced,review_required,sequence_sum_composite|case_split|modular_remainder,조건별 합 분리 실패|나머지/구간 조건 해석 오류,advanced/composite rows require teacher spot-check
idea_su1_iii_4_010,아이디어 수학1 수열.pdf,III-(4),수열의 합,010,20,수열,수열의 합,ALG_SEQ_PT_SUM_COMPOSITE,수열의 합 복합 조건,ALG_SEQ_PT_SUM_COMPOSITE_SEQUENCE_SUM_COMPOSITE,advanced,review_required,sequence_sum_composite|case_split|modular_remainder,조건별 합 분리 실패|나머지/구간 조건 해석 오류,advanced/composite rows require teacher spot-check
idea_su1_iii_4_011,아이디어 수학1 수열.pdf,III-(4),수열의 합,011,21,수열,수열의 합,ALG_SEQ_PT_SUM_COMPOSITE,수열의 합 복합 조건,ALG_SEQ_PT_SUM_COMPOSITE_SEQUENCE_SUM_COMPOSITE,advanced,review_required,sequence_sum_composite|case_split|modular_remainder,조건별 합 분리 실패|나머지/구간 조건 해석 오류,advanced/composite rows require teacher spot-check
idea_su1_iii_4_012,아이디어 수학1 수열.pdf,III-(4),수열의 합,012,21,수열,수열의 합,ALG_SEQ_PT_SUM_COMPOSITE,수열의 합 복합 조건,ALG_SEQ_PT_SUM_COMPOSITE_SEQUENCE_SUM_COMPOSITE,advanced,review_required,sequence_sum_composite|case_split|modular_remainder,조건별 합 분리 실패|나머지/구간 조건 해석 오류,advanced/composite rows require teacher spot-check
idea_su1_iii_5_001,아이디어 수학1 수열.pdf,III-(5),수학적 귀납법,001,22,수열,수학적 귀납법,ALG_SEQ_PT_RECURRENCE_BASIC,점화식과 귀납적 정의,ALG_SEQ_PT_RECURRENCE_BASIC_RECURRENCE_RELATION,core,matched,recurrence_relation|recursive_sequence|initial_condition,초항 대입 오류|점화식 반복 적용 오류,
idea_su1_iii_5_002,아이디어 수학1 수열.pdf,III-(5),수학적 귀납법,002,22,수열,수학적 귀납법,ALG_SEQ_PT_RECURRENCE_BASIC,점화식과 귀납적 정의,ALG_SEQ_PT_RECURRENCE_BASIC_RECURRENCE_RELATION,core,matched,recurrence_relation|recursive_sequence|initial_condition,초항 대입 오류|점화식 반복 적용 오류,
idea_su1_iii_5_003,아이디어 수학1 수열.pdf,III-(5),수학적 귀납법,003,23,수열,수학적 귀납법,ALG_SEQ_PT_RECURRENCE_BASIC,점화식과 귀납적 정의,ALG_SEQ_PT_RECURRENCE_BASIC_RECURRENCE_RELATION,core,matched,recurrence_relation|recursive_sequence|initial_condition,초항 대입 오류|점화식 반복 적용 오류,
idea_su1_iii_5_004,아이디어 수학1 수열.pdf,III-(5),수학적 귀납법,004,23,수열,수학적 귀납법,ALG_SEQ_PT_RECURRENCE_BASIC,점화식과 귀납적 정의,ALG_SEQ_PT_RECURRENCE_BASIC_RECURRENCE_RELATION,core,matched,recurrence_relation|recursive_sequence|initial_condition,초항 대입 오류|점화식 반복 적용 오류,
