item_id,subject,engine_unit_id,problem_type_id,concept_ids,variant_id,variant_tags,near_duplicate_group,duplicate_of,mapping_status,mapping_confidence,review_status,diagnosis_weight,source_role,source_id,source_title,source_question_no,source_page,answer_key,difficulty,review_required,student_visible_source
SIDAE_SU1_MORE_ALG_Q592,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___BASIC_CONCEPT_FORM,sequence;basic_concept_form,H2_ALG_SEQ_PT001_08_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,592,,,,False,False
SIDAE_SU1_MORE_ALG_Q593,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___BASIC_CONCEPT_FORM,sequence;basic_concept_form,H2_ALG_SEQ_PT001_08_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,593,,,,False,False
SIDAE_SU1_MORE_ALG_Q594,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___CONDITION_APPLICATION_FORM,sequence;condition_application_form,H2_ALG_SEQ_PT001_08_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,594,,,,False,False
SIDAE_SU1_MORE_ALG_Q595,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___CONDITION_APPLICATION_FORM,sequence;condition_application_form,H2_ALG_SEQ_PT001_08_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,595,,,,False,False
SIDAE_SU1_MORE_ALG_Q596,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___CONDITION_APPLICATION_FORM,sequence;condition_application_form,H2_ALG_SEQ_PT001_08_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,596,,,,False,False
SIDAE_SU1_MORE_ALG_Q597,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___MIXED_REVIEW_FORM,sequence;mixed_review_form,H2_ALG_SEQ_PT001_08_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,597,,,,False,False
SIDAE_SU1_MORE_ALG_Q598,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___MIXED_REVIEW_FORM,sequence;mixed_review_form,H2_ALG_SEQ_PT001_08_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,598,,,,False,False
SIDAE_SU1_MORE_ALG_Q599,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___MIXED_REVIEW_FORM,sequence;mixed_review_form,H2_ALG_SEQ_PT001_08_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,599,,,,False,False
SIDAE_SU1_MORE_ALG_Q600,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT886,"[""H2_ALG_SEQ_C296""]",H2_ALG_SEQ_PT886___BASIC_CONCEPT_FORM,sequence;induction;basic_concept_form,H2_ALG_SEQ_PT886_01_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,600,,,,False,False
SIDAE_SU1_MORE_ALG_Q601,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT886,"[""H2_ALG_SEQ_C296""]",H2_ALG_SEQ_PT886___BASIC_CONCEPT_FORM,sequence;induction;basic_concept_form,H2_ALG_SEQ_PT886_01_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,601,,,,False,False
SIDAE_SU1_MORE_ALG_Q602,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT887,"[""H2_ALG_SEQ_C296""]",H2_ALG_SEQ_PT887___CONDITION_APPLICATION_FORM,sequence;induction;condition_application_form,H2_ALG_SEQ_PT887_01_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,602,,,,False,False
SIDAE_SU1_MORE_ALG_Q603,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT887,"[""H2_ALG_SEQ_C296""]",H2_ALG_SEQ_PT887___CONDITION_APPLICATION_FORM,sequence;induction;condition_application_form,H2_ALG_SEQ_PT887_01_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,603,,,,False,False
SIDAE_SU1_MORE_ALG_Q604,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT888,"[""H2_ALG_SEQ_C296""]",H2_ALG_SEQ_PT888___MIXED_REVIEW_FORM,sequence;induction;mixed_review_form,H2_ALG_SEQ_PT888_01_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,604,,,,False,False
SIDAE_SU1_MORE_ALG_Q605,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT888,"[""H2_ALG_SEQ_C296""]",H2_ALG_SEQ_PT888___MIXED_REVIEW_FORM,sequence;induction;mixed_review_form,H2_ALG_SEQ_PT888_01_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,605,,,,False,False
SIDAE_SU1_MORE_ALG_Q606,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT886,"[""H2_ALG_SEQ_C296""]",H2_ALG_SEQ_PT886___BASIC_CONCEPT_FORM,arithmetic_sequence;geometric_sequence;sequence;induction;basic_concept_form,H2_ALG_SEQ_PT886_02_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,606,,,,False,False
SIDAE_SU1_MORE_ALG_Q607,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT886,"[""H2_ALG_SEQ_C296""]",H2_ALG_SEQ_PT886___BASIC_CONCEPT_FORM,arithmetic_sequence;geometric_sequence;sequence;induction;basic_concept_form,H2_ALG_SEQ_PT886_02_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,607,,,,False,False
SIDAE_SU1_MORE_ALG_Q608,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT887,"[""H2_ALG_SEQ_C296""]",H2_ALG_SEQ_PT887___CONDITION_APPLICATION_FORM,arithmetic_sequence;geometric_sequence;sequence;induction;condition_application_form,H2_ALG_SEQ_PT887_02_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,608,,,,False,False
SIDAE_SU1_MORE_ALG_Q609,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT887,"[""H2_ALG_SEQ_C296""]",H2_ALG_SEQ_PT887___CONDITION_APPLICATION_FORM,arithmetic_sequence;geometric_sequence;sequence;induction;condition_application_form,H2_ALG_SEQ_PT887_02_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,609,,,,False,False
SIDAE_SU1_MORE_ALG_Q610,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT888,"[""H2_ALG_SEQ_C296""]",H2_ALG_SEQ_PT888___MIXED_REVIEW_FORM,arithmetic_sequence;geometric_sequence;sequence;induction;mixed_review_form,H2_ALG_SEQ_PT888_02_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,610,,,,False,False
SIDAE_SU1_MORE_ALG_Q611,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT888,"[""H2_ALG_SEQ_C296""]",H2_ALG_SEQ_PT888___MIXED_REVIEW_FORM,arithmetic_sequence;geometric_sequence;sequence;induction;mixed_review_form,H2_ALG_SEQ_PT888_02_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,611,,,,False,False
SIDAE_SU1_MORE_ALG_Q612,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT886,"[""H2_ALG_SEQ_C296""]",H2_ALG_SEQ_PT886___BASIC_CONCEPT_FORM,sequence;induction;basic_concept_form,H2_ALG_SEQ_PT886_03_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,612,,,,False,False
SIDAE_SU1_MORE_ALG_Q613,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT886,"[""H2_ALG_SEQ_C296""]",H2_ALG_SEQ_PT886___BASIC_CONCEPT_FORM,sequence;induction;basic_concept_form,H2_ALG_SEQ_PT886_03_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,613,,,,False,False
SIDAE_SU1_MORE_ALG_Q614,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT887,"[""H2_ALG_SEQ_C296""]",H2_ALG_SEQ_PT887___CONDITION_APPLICATION_FORM,sequence;induction;condition_application_form,H2_ALG_SEQ_PT887_03_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,614,,,,False,False
SIDAE_SU1_MORE_ALG_Q615,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT887,"[""H2_ALG_SEQ_C296""]",H2_ALG_SEQ_PT887___CONDITION_APPLICATION_FORM,sequence;induction;condition_application_form,H2_ALG_SEQ_PT887_03_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,615,,,,False,False
SIDAE_SU1_MORE_ALG_Q616,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT888,"[""H2_ALG_SEQ_C296""]",H2_ALG_SEQ_PT888___MIXED_REVIEW_FORM,sequence;induction;mixed_review_form,H2_ALG_SEQ_PT888_03_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,616,,,,False,False
SIDAE_SU1_MORE_ALG_Q617,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT888,"[""H2_ALG_SEQ_C296""]",H2_ALG_SEQ_PT888___MIXED_REVIEW_FORM,sequence;induction;mixed_review_form,H2_ALG_SEQ_PT888_03_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,617,,,,False,False
SIDAE_SU1_MORE_ALG_Q618,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT913,"[""H2_ALG_SEQ_C305""]",H2_ALG_SEQ_PT913__AN_1__BASIC_CONCEPT_FORM,sequence;induction;basic_concept_form,H2_ALG_SEQ_PT913_04_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,618,,,,False,False
SIDAE_SU1_MORE_ALG_Q619,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT913,"[""H2_ALG_SEQ_C305""]",H2_ALG_SEQ_PT913__AN_1__BASIC_CONCEPT_FORM,sequence;induction;basic_concept_form,H2_ALG_SEQ_PT913_04_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,619,,,,False,False
SIDAE_SU1_MORE_ALG_Q620,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT914,"[""H2_ALG_SEQ_C305""]",H2_ALG_SEQ_PT914__AN_1__CONDITION_APPLICATION_FORM,sequence;induction;condition_application_form,H2_ALG_SEQ_PT914_04_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,620,,,,False,False
SIDAE_SU1_MORE_ALG_Q621,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT914,"[""H2_ALG_SEQ_C305""]",H2_ALG_SEQ_PT914__AN_1__CONDITION_APPLICATION_FORM,sequence;induction;condition_application_form,H2_ALG_SEQ_PT914_04_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,621,,,,False,False
SIDAE_SU1_MORE_ALG_Q622,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT915,"[""H2_ALG_SEQ_C305""]",H2_ALG_SEQ_PT915__AN_1__MIXED_REVIEW_FORM,sequence;induction;mixed_review_form,H2_ALG_SEQ_PT915_04_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,622,,,,False,False
SIDAE_SU1_MORE_ALG_Q623,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT915,"[""H2_ALG_SEQ_C305""]",H2_ALG_SEQ_PT915__AN_1__MIXED_REVIEW_FORM,sequence;induction;mixed_review_form,H2_ALG_SEQ_PT915_04_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,623,,,,False,False
SIDAE_SU1_MORE_ALG_Q624,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT946,"[""H2_ALG_SEQ_C316""]",H2_ALG_SEQ_PT946__AN_BN_BASIC_CONCEPT_FORM,sequence;induction;basic_concept_form,H2_ALG_SEQ_PT946_05_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,624,,,,False,False
SIDAE_SU1_MORE_ALG_Q625,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT946,"[""H2_ALG_SEQ_C316""]",H2_ALG_SEQ_PT946__AN_BN_BASIC_CONCEPT_FORM,sequence;induction;basic_concept_form,H2_ALG_SEQ_PT946_05_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,625,,,,False,False
SIDAE_SU1_MORE_ALG_Q626,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT947,"[""H2_ALG_SEQ_C316""]",H2_ALG_SEQ_PT947__AN_BN_CONDITION_APPLICATION_FORM,sequence;induction;condition_application_form,H2_ALG_SEQ_PT947_05_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,626,,,,False,False
SIDAE_SU1_MORE_ALG_Q627,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT947,"[""H2_ALG_SEQ_C316""]",H2_ALG_SEQ_PT947__AN_BN_CONDITION_APPLICATION_FORM,sequence;induction;condition_application_form,H2_ALG_SEQ_PT947_05_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,627,,,,False,False
SIDAE_SU1_MORE_ALG_Q628,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT948,"[""H2_ALG_SEQ_C316""]",H2_ALG_SEQ_PT948__AN_BN_MIXED_REVIEW_FORM,sequence;induction;mixed_review_form,H2_ALG_SEQ_PT948_05_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,628,,,,False,False
SIDAE_SU1_MORE_ALG_Q629,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT948,"[""H2_ALG_SEQ_C316""]",H2_ALG_SEQ_PT948__AN_BN_MIXED_REVIEW_FORM,sequence;induction;mixed_review_form,H2_ALG_SEQ_PT948_05_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,629,,,,False,False
SIDAE_SU1_MORE_ALG_Q630,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___BASIC_CONCEPT_FORM,algebra_item;basic_concept_form,H2_ALG_SEQ_PT001_06_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,630,,,,False,False
SIDAE_SU1_MORE_ALG_Q631,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___BASIC_CONCEPT_FORM,algebra_item;basic_concept_form,H2_ALG_SEQ_PT001_06_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,631,,,,False,False
SIDAE_SU1_MORE_ALG_Q632,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___CONDITION_APPLICATION_FORM,algebra_item;condition_application_form,H2_ALG_SEQ_PT001_06_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,632,,,,False,False
SIDAE_SU1_MORE_ALG_Q633,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___CONDITION_APPLICATION_FORM,algebra_item;condition_application_form,H2_ALG_SEQ_PT001_06_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,633,,,,False,False
SIDAE_SU1_MORE_ALG_Q634,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___MIXED_REVIEW_FORM,algebra_item;mixed_review_form,H2_ALG_SEQ_PT001_06_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,634,,,,False,False
SIDAE_SU1_MORE_ALG_Q635,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___MIXED_REVIEW_FORM,algebra_item;mixed_review_form,H2_ALG_SEQ_PT001_06_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,635,,,,False,False
SIDAE_SU1_MORE_ALG_Q636,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___BASIC_CONCEPT_FORM,algebra_item;basic_concept_form,H2_ALG_SEQ_PT001_07_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,636,,,,False,False
SIDAE_SU1_MORE_ALG_Q637,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___BASIC_CONCEPT_FORM,algebra_item;basic_concept_form,H2_ALG_SEQ_PT001_07_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,637,,,,False,False
SIDAE_SU1_MORE_ALG_Q638,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___CONDITION_APPLICATION_FORM,algebra_item;condition_application_form,H2_ALG_SEQ_PT001_07_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,638,,,,False,False
SIDAE_SU1_MORE_ALG_Q639,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___CONDITION_APPLICATION_FORM,algebra_item;condition_application_form,H2_ALG_SEQ_PT001_07_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,639,,,,False,False
SIDAE_SU1_MORE_ALG_Q640,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___MIXED_REVIEW_FORM,algebra_item;mixed_review_form,H2_ALG_SEQ_PT001_07_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,640,,,,False,False
SIDAE_SU1_MORE_ALG_Q641,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___MIXED_REVIEW_FORM,algebra_item;mixed_review_form,H2_ALG_SEQ_PT001_07_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,641,,,,False,False
SIDAE_SU1_MORE_ALG_Q642,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT1114,"[""H2_ALG_SEQ_C372""]",H2_ALG_SEQ_PT1114___BASIC_CONCEPT_FORM,algebra_item;basic_concept_form,H2_ALG_SEQ_PT1114_08_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,642,,,,False,False
SIDAE_SU1_MORE_ALG_Q643,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT1115,"[""H2_ALG_SEQ_C372""]",H2_ALG_SEQ_PT1115___CONDITION_APPLICATION_FORM,algebra_item;condition_application_form,H2_ALG_SEQ_PT1115_08_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,643,,,,False,False
SIDAE_SU1_MORE_ALG_Q644,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT1115,"[""H2_ALG_SEQ_C372""]",H2_ALG_SEQ_PT1115___CONDITION_APPLICATION_FORM,algebra_item;condition_application_form,H2_ALG_SEQ_PT1115_08_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,644,,,,False,False
SIDAE_SU1_MORE_ALG_Q645,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT1116,"[""H2_ALG_SEQ_C372""]",H2_ALG_SEQ_PT1116___MIXED_REVIEW_FORM,algebra_item;mixed_review_form,H2_ALG_SEQ_PT1116_08_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,645,,,,False,False
SIDAE_SU1_MORE_ALG_Q646,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT1116,"[""H2_ALG_SEQ_C372""]",H2_ALG_SEQ_PT1116___MIXED_REVIEW_FORM,algebra_item;mixed_review_form,H2_ALG_SEQ_PT1116_08_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,646,,,,False,False
SIDAE_SU1_MORE_ALG_Q647,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT682,"[""H2_ALG_SEQ_C228""]",H2_ALG_SEQ_PT682___BASIC_CONCEPT_FORM,graph;basic_concept_form,H2_ALG_SEQ_PT682_09_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,647,,,,False,False
SIDAE_SU1_MORE_ALG_Q648,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT683,"[""H2_ALG_SEQ_C228""]",H2_ALG_SEQ_PT683___CONDITION_APPLICATION_FORM,graph;condition_application_form,H2_ALG_SEQ_PT683_09_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,648,,,,False,False
SIDAE_SU1_MORE_ALG_Q649,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT683,"[""H2_ALG_SEQ_C228""]",H2_ALG_SEQ_PT683___CONDITION_APPLICATION_FORM,graph;condition_application_form,H2_ALG_SEQ_PT683_09_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,649,,,,False,False
SIDAE_SU1_MORE_ALG_Q650,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT684,"[""H2_ALG_SEQ_C228""]",H2_ALG_SEQ_PT684___MIXED_REVIEW_FORM,graph;mixed_review_form,H2_ALG_SEQ_PT684_09_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,650,,,,False,False
SIDAE_SU1_MORE_ALG_Q651,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT684,"[""H2_ALG_SEQ_C228""]",H2_ALG_SEQ_PT684___MIXED_REVIEW_FORM,graph;mixed_review_form,H2_ALG_SEQ_PT684_09_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,651,,,,False,False
SIDAE_SU1_MORE_ALG_Q652,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT886,"[""H2_ALG_SEQ_C296""]",H2_ALG_SEQ_PT886___BASIC_CONCEPT_FORM,sequence;induction;basic_concept_form,H2_ALG_SEQ_PT886_10_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,652,,,,False,False
