task_id,subject,subject_raw,seed_id,rule_id,connection_score,candidate_count,candidate_mode,decision_stage,tied_with_top_count,top_score,second_score,score_gap,signed_score_gap,subject_score_constant,method_score_constant,content_cap_hit_count,content_truncation_count,method_score_reason,major_fallback_active,top_seed_id,top_label,top_core_score,top_subject_score,top_content_score,top_content_raw,top_content_capped,keyword_score,axis_score,concept_score,task_score,direct_bonus,exact_bonus,guide_vocabulary_bonus,top_method_score,top_major_rank,diagnostics_bytes,output_bytes_without_diagnostics
assessment_task_110906c194,화학,화학 Ⅲ,ENG-076,science_concept_presentation_001,90,188,bestForSubjects-literal-exact,coreScore,1,83,82,1,1,True,True,0,0,no_task_match,False,ENG-076,데이터센터 UPS용 리튬이온 배터리의 열폭주를 Arrhenius 반응속도·열전달식·BMS 모니터링·냉각/화재억제 시스템으로 분석하는 배터리 안전공학 탐구,83,45,38,38,False,22,0,0,4,0,8,4,0,0,7223,20905
assessment_task_a530bba39d,물리,물리Ⅲ,ENG-079,reading_criticism_001,86,102,bestForSubjects-literal-exact,coreScore,1,84,82,2,2,True,True,0,0,no_task_match,False,ENG-079,"AI로 군중 밀집과 이동 경로를 실시간 예측해 압사 사고 위험을 사전에 감지하고, 스마트시티·공공안전·교통관제 대책으로 연결하는 인공지능·교통공학 탐구",84,45,39,39,False,22,0,0,5,0,8,4,0,0,8160,19709
assessment_task_df1d979265,물리,물리Ⅲ,ENG-092,data_analysis_001,66,102,bestForSubjects-literal-exact,coreScore,1,49,48,1,1,True,True,0,0,no_task_match,False,ENG-092,"폭염이 생태계·농업·수자원·도시 열섬·대기질·산불·에너지 소비에 미치는 영향을 열역학, 냉각 COP, RO 담수화, TiO2 광촉매, 열 반사 코팅 관점에서 분석하는 화학공학·환경공학 탐구",49,45,4,4,False,0,0,0,4,0,0,0,0,0,7291,20484
assessment_task_3ca08334e4,확률과 통계,확률과 통계,ENG-065,math_problem_001,70,162,bestForSubjects-literal-exact,seedId_alphabetical,3,52,52,0,0,True,True,0,0,no_task_match,False,ENG-065,"AI 활용의 편향·환각·개인정보 유출·딥페이크·추천 중독·보안 공격·탄소발자국을 정밀도/재현율, TPR/FPR Gap, 차등프라이버시, RAG, 워터마크, 추천 다양성, 저탄소 추론 스케줄러로 식별·측정·완화하는 안전한 AI 설계 탐구",52,45,7,7,False,0,0,0,7,0,0,0,0,0,7324,18824
assessment_task_66aa4753b4,확률과 통계,확률과 통계,NAT-029,data_analysis_001,100,162,bestForSubjects-literal-exact,coreScore,1,92,90,2,2,True,True,0,0,matched,False,NAT-029,"마르코프 체인을 단순한 확률 개념 소개가 아니라 상태 공간, 전이 확률 행렬, 초기 상태 분포와 반복 행렬 곱셈, 정상 분포 π=πP, 랜덤 워크와 몬테 카를로 시뮬레이션, 기상 예측·페이지랭크·큐잉 이론·네트워크 분석까지 연결하는 확률과 통계·데이터 과학 융합 탐구",92,45,42,42,False,22,0,0,4,4,8,4,5,0,7460,26781
assessment_task_455e3e3b8f,생명과학,생명과학Ⅲ,BIO-032,science_concept_presentation_001,80,180,bestForSubjects-literal-exact,coreScore,1,83,69,14,14,True,True,0,0,matched,False,BIO-032,"문학·과학·논픽션 등 책의 종류에 따라 달라지는 뇌 활성 반응을 뇌가소성, 해마, 전전두엽, 편도체, 도파민 보상 회로, 공감 신경망과 연결해 분석하는 뇌과학·생명과학 융합 탐구",83,45,33,33,False,22,0,0,3,4,0,4,5,0,7924,21282
assessment_task_bd769958a5,생명과학,생명과학Ⅲ,BIO-069,math_problem_001,70,180,bestForSubjects-literal-exact,seedId_alphabetical,2,51,51,0,0,True,True,0,0,no_task_match,False,BIO-069,"MRI 조영제를 가돌리늄-DOTA 킬레이트 안정도, T1·T2 완화, Larmor 주파수, relaxivity, 자유 Gd3+ 농도와 GFR 안전성으로 분석해 영상 대비와 독성 저감 원리를 설명하는 의료영상·화학·생명과학 융합 탐구",51,45,6,6,False,0,0,0,6,0,0,0,0,0,7630,18511
assessment_task_876b5a44f5,생명과학,생명과학Ⅲ,BIO-032,reading_criticism_001,80,180,bestForSubjects-literal-exact,coreScore,1,86,52,34,34,True,True,0,0,matched,False,BIO-032,"문학·과학·논픽션 등 책의 종류에 따라 달라지는 뇌 활성 반응을 뇌가소성, 해마, 전전두엽, 편도체, 도파민 보상 회로, 공감 신경망과 연결해 분석하는 뇌과학·생명과학 융합 탐구",86,45,36,36,False,22,0,0,2,0,8,4,5,0,7492,21067
assessment_task_4d4b7431c6,생명과학,생명과학 최신 연구 동향,ENG-140,science_concept_presentation_001,82,180,bestForSubjects-literal-exact,seedId_alphabetical,2,82,82,0,0,True,True,0,0,no_task_match,False,ENG-140,"표면 플라스몬 공명(SPR) 바이오센서 원리를 이용해 곡물·견과류 속 마이코톡신 오염을 실시간·정량적으로 검출하고, 식품 안전 관리 체계로 확장하는 식품공학·생명과학·분석화학 융합 탐구",82,45,37,37,False,22,0,0,3,0,8,4,0,0,8193,18867
assessment_task_e718ec93d1,생명과학,생명과학 최신 연구 동향,NAT-030,science_concept_presentation_001,82,180,bestForSubjects-literal-exact,seedId_alphabetical,2,82,82,0,0,True,True,0,0,no_task_match,False,NAT-030,"효소를 단순한 생명과학 개념 소개가 아니라 활성 부위와 기질 특이성, 활성화 에너지 감소, 효소 동역학과 Michaelis-Menten 방정식, 락타아제·유당불내증 사례, 효소 억제제·치환 요법·산업용 효소까지 연결하는 생명과학·화학·의학 융합 탐구",82,45,37,37,False,22,0,0,3,0,8,4,0,0,8245,24996
assessment_task_2d116f5fff,생명과학,생명과학 최신 연구 동향,BIO-012,reading_criticism_001,70,180,bestForSubjects-literal-exact,seedId_alphabetical,5,48,48,0,0,True,True,0,0,no_task_match,False,BIO-012,"원전 인근 암 사망률 논쟁을 출발점으로 전리·비전리 방사선, SAR, DNA 손상, 역학 연구의 인과성 판단, LNT 모델, ALARA 선량 최적화를 연결해 방사선의 건강 영향과 의공학적 안전 설계를 분석하는 의과학·의공학 융합 탐구",48,45,3,3,False,0,0,0,3,0,0,0,0,0,7533,19576
assessment_task_5829767669,화학,일반화학Ⅱ,BIO-087,concept_inquiry_002,90,188,bestForSubjects-literal-exact,seedId_alphabetical,2,87,87,0,0,True,True,0,0,no_task_match,False,BIO-087,피부 표면 레이저 토닝에서 빔 펄스·조사 시간·파장·열전달·광학적 흡수 계수를 분석해 멜라닌 색소의 선택적 파괴와 화상 위험 최소화를 연결하는 의학·피부과·물리학 융합 탐구,87,45,42,42,False,22,0,0,8,0,8,4,0,0,7583,20818
assessment_task_764f14fe55,화학,일반화학Ⅱ,NAT-022,concept_inquiry_002,82,188,bestForSubjects-literal-exact,coreScore,1,87,84,3,3,True,True,0,0,no_task_match,False,NAT-022,"유기농 병충해 방지를 단순한 천연 농약 소개로 보지 않고, Bt·Bacillus subtilis·NPV 같은 미생물제, 님 오일의 아자디락틴, 컴패니언 플랜팅의 알렐로파시, 토양 pH·유기물·근권 미생물 관리, 로지스틱 성장식과 미카엘리스-멘텐식까지 연결해 병해충 밀도와 방제 효과를 계산·검증하는 농업생명·생명과학·화학 융합 탐구",87,45,42,42,False,22,0,0,4,8,0,8,0,0,8007,24403
assessment_task_bc565293e5,화학,일반화학Ⅱ,BIO-006,,65,188,bestForSubjects-literal-exact,seedId_alphabetical,12,50,50,0,0,True,True,0,0,no_task_match,False,BIO-006,"HPV E6·E7 종양단백질이 p53과 pRb 종양 억제 단백질을 무력화해 세포 주기 체크포인트를 붕괴시키는 과정을 분석하고, L1 단백질 기반 VLP 백신의 이황화 결합·자기 조립·중화항체 형성 원리까지 연결하는 의학·약학·생명과학·화학 융합 탐구",50,45,5,5,False,0,0,0,5,0,0,0,0,0,7900,18583
assessment_task_2f0a95eeba,화학,일반화학Ⅱ,ENG-129,portfolio_002,70,188,bestForSubjects-literal-exact,coreScore,1,90,86,4,4,True,True,1,0,no_task_match,False,ENG-129,"산화·환원, 전위차, 전극, 전해질, 이온전도도, 네른스트 방정식, 리튬이온 전지, 전고체 전지, 세포 호흡의 전자전달계, ATP 생성 과정을 연결해 생명 현상과 전기화학·배터리 공학을 융합적으로 해석하는 탐구",90,45,45,45,False,22,0,0,3,4,8,8,0,0,8073,23055
assessment_task_7929e39851,물리,일반물리학Ⅱ,BIO-065,math_problem_001,66,102,bestForSubjects-literal-exact,seedId_alphabetical,6,50,50,0,0,True,True,0,0,no_task_match,False,BIO-065,"망막 변성으로 인한 시력 손실을 광수용체 손상, 호르몬·염증 경로, OCT 안구 영상, 광역학 레이저 치료(PDT), RPE65·VEGF 기반 유전자 치료, ERG 기능 평가로 연결해 분석하는 의학·생명과학·물리학 융합 탐구",50,45,5,5,False,0,0,0,5,0,0,0,0,0,7361,20454
assessment_task_f93959786c,물리,일반물리학Ⅱ,ENG-101,concept_inquiry_002,78,102,bestForSubjects-literal-exact,seedId_alphabetical,2,81,81,0,0,True,True,0,0,no_task_match,False,ENG-101,"3×3 선형 방정식 시스템을 행렬로 표현하고 사루스 법칙·크래머 법칙으로 전기 회로 전류를 계산한 뒤, 컴퓨터 그래픽스 변환과 네트워크 분석으로 확장하는 수학·정보·공학 융합 탐구",81,45,36,36,False,22,0,0,2,0,8,4,0,0,7351,20436
assessment_task_52d5247c01,화학,일반화학실험Ⅱ,BIO-005,experiment_science_001,70,188,bestForSubjects-literal-exact,seedId_alphabetical,12,51,51,0,0,True,True,0,0,no_task_match,False,BIO-005,"MDGA1 미스센스 돌연변이가 뉴롤리진-뉴렉신 시냅스 접착과 시냅신Ⅱ 인산화를 흔들어 흥분-억제(E/I) 균형 붕괴와 자폐 유사 행동으로 이어지는 과정을 분석하고, 에스트로겐 신경보호 기전과 바제독시펜 약물 재목적화 가능성까지 연결하는 생명과학·의학·약학 융합 탐구",51,45,6,6,False,0,0,0,6,0,0,0,0,0,7653,21400
assessment_task_d45be9fae5,화학,일반화학실험Ⅱ,BIO-014,experiment_science_001,70,188,bestForSubjects-literal-exact,coreScore,1,51,50,1,1,True,True,0,0,no_task_match,False,BIO-014,"소세포폐암 치료제 후보 네수파립의 FDA 희귀의약품 지정 사례를 출발점으로 PARP·탄키라제 이중표적, 합성치사, DNA 손상 복구, Wnt 신호 억제, 항암제 내성 극복을 연결하는 약학·의생명과학 융합 탐구",51,45,6,6,False,0,0,0,6,0,0,0,0,0,7606,20431
assessment_task_dd28c9dcb6,생명과학,일반생명과학Ⅱ,BIO-008,math_problem_001,70,180,bestForSubjects-literal-exact,seedId_alphabetical,3,51,51,0,0,True,True,0,0,no_task_match,False,BIO-008,"유연 압전 센서가 혈관 벽의 미세한 팽창과 수축을 전압 신호로 바꾸는 원리를 분석하고, 하겐-푸아죄유 법칙과 맥파 전달 속도(PWV)를 활용해 심혈관 질환의 전조를 실시간으로 포착하는 의공학·물리학·생명과학 융합 탐구",51,45,6,6,False,0,0,0,6,0,0,0,0,0,7421,18402
assessment_task_e9afc94cf7,생명과학,일반생명과학Ⅱ,ENG-134,math_problem_001,70,180,bestForSubjects-literal-exact,coreScore,1,52,51,1,1,True,True,0,0,no_task_match,False,ENG-134,"유전자 변이와 뉴런 역치가 음악 감상 반응, 도파민 분비, 뇌파 변화, 정서 조절, 학습 효율에 어떤 차이를 만들 수 있는지 EEG·fMRI·신경가소성·개인 맞춤형 학습 설계로 연결하는 생명과학·예술·인지신경과학 융합 탐구",52,45,7,7,False,0,0,0,7,0,0,0,0,0,7342,18888
assessment_task_77b12817c5,생명과학,일반생명과학Ⅱ,NAT-003,science_concept_presentation_001,82,180,bestForSubjects-literal-exact,seedId_alphabetical,3,82,82,0,0,True,True,0,0,no_task_match,False,NAT-003,"식물이 상처나 해충 공격을 받을 때 방출하는 VOCs를 사례로, 자스몬산의 에스터화 반응, 분자 간 상호작용 변화, 클라우지우스-클라페이론 방정식, 화학생태학을 연결해 친환경 농업 방제 기술을 설명하는 화학·생명과학·농업화학 융합 탐구",82,45,37,37,False,22,0,0,3,0,8,4,0,0,8330,17563
assessment_task_eeecfde6e4,정보,정보과학 프로젝트,NAT-046,data_analysis_001,82,144,bestForSubjects-literal-exact,coreScore,1,61,57,4,4,True,True,0,0,no_task_match,False,NAT-046,"학교 단체급식을 사례로 단체급식의 대량조리·영양 설계·식품위생 관리 구조를 정리하고, 영양사 직무, 학교급식법·단체급식 위생 기준, 식수 예측 실패와 음식물 폐기 문제, 푸드뱅크 연계 가능성을 연결해 고등학생의 실생활에서 발견되는 급식 잔반·초과 조리 문제를 보완하는 정책 제안을 설계하는 식품영양학·공중보건·환경정책 융합 탐구. 단체급식이 개인 식사가 아니라 다수에게 균형 잡힌 식사를 안정적으로 공급하는 시스템이라는 점을 바탕으로, 식품 안전성과 복지 전달 가능성을 함께 검토함.",61,45,16,16,False,0,0,0,4,0,8,4,0,0,7969,23479
assessment_task_8b5363aed8,정보,정보과학 프로젝트,ENG-042,math_problem_001,70,144,bestForSubjects-literal-exact,seedId_alphabetical,7,51,51,0,0,True,True,0,0,no_task_match,False,ENG-042,"AI 데이터센터 전력 수요, 소형모듈원자로(SMR), 핵분열, 중성자경제, 열출력과 전기출력, 랭킨사이클, 피동안전계통, 냉각재, 부하추종, 마이크로그리드, 전력구매계약(PPA), 인허가·부지 수용성을 연결해 안정 전력과 탄소중립 전원의 현실 조건을 분석하는 물리·화학·에너지정책 융합 탐구",51,45,6,6,False,0,0,0,6,0,0,0,0,0,7733,22082
assessment_task_284476a26b,정보,정보과학 프로젝트,NAT-045,math_problem_001,82,144,bestForSubjects-literal-exact,coreScore,1,86,78,8,8,True,True,0,0,no_task_match,False,NAT-045,"푸드테크가 외식 산업과 식생활을 바꾸는 원리를 로봇 조리, 대체 단백질, 스마트 농업, 단체 급식 자동화 사례로 분석하고, 튀김 조리 로봇의 열효율 η=Q유용/Q입력×100, 조리 전후 영양소 보존율, 로봇팔의 관절·링크·말단 작동기 구조를 연결하는 식품공학·영양학·로봇공학 융합 탐구. 자동화 조리가 품질 균일화, 인력 부족 완화, 영양소 보존, 식품 안전성, 지속 가능한 식품 공급망에 미치는 영향을 정량적으로 해석함.",86,45,41,41,False,22,0,0,7,8,0,4,0,0,8228,23565
assessment_task_9622acaecf,물리,일반물리학실험Ⅱ,NAT-040,data_analysis_001,86,102,bestForSubjects-literal-exact,coreScore,1,82,81,1,1,True,True,0,0,no_task_match,False,NAT-040,"초고압 처리(HPP)를 단순한 식품 살균 기술 소개가 아니라, 열을 사용하지 않는 비열처리 공정, 수백 MPa 압력에 따른 미생물 세포막 투과성 변화와 단백질 3차 구조 변성, 르샤틀리에 원리, 비타민·항산화물질 보존, 1차 반응식 기반 미생물 사멸 속도, 과일 주스·유제품·육가공품·해산물 품질 지표를 함께 비교해 식품 안전성과 영양 보존 조건을 설계하는 식품영양·식품공학·생명과학·물리·화학 융합 탐구",82,45,37,37,False,22,0,0,3,0,8,4,0,0,7697,27502
assessment_task_e44a63761b,물리,공학물리 프로젝트,ENG-095,data_analysis_001,78,102,bestForSubjects-literal-exact,coreScore,1,86,76,10,10,True,True,0,0,no_task_match,False,ENG-095,"로켓 추진 원리를 뉴턴의 제3법칙, 운동량 보존, 추력, 연료·산화제 연소, 로켓 방정식, 특정 충격량과 재사용 로켓 관점에서 분석하는 항공우주·기계공학 탐구",86,45,41,41,False,22,0,0,3,8,0,8,0,0,7257,21372
assessment_task_57b08e2373,물리,공학물리 프로젝트,BIO-003,creative_concept_001,66,102,bestForSubjects-literal-exact,seedId_alphabetical,2,50,50,0,0,True,True,0,0,no_task_match,False,BIO-003,"뇌전증을 세포막 전위·이온 채널·뇌파 주파수 분석·신경조절술 원리로 해석하고, 정밀 의료와 신경외과적 치료 방향까지 연결하는 생명과학·의학·의공학 융합 탐구",50,45,5,5,False,0,0,0,5,0,0,0,0,0,7154,23509
assessment_task_47f4a3d072,생명과학,일반생명과학실험Ⅱ,BIO-014,experiment_science_001,80,180,bestForSubjects-literal-exact,seedId_alphabetical,9,60,60,0,0,True,True,0,0,matched,False,BIO-014,"소세포폐암 치료제 후보 네수파립의 FDA 희귀의약품 지정 사례를 출발점으로 PARP·탄키라제 이중표적, 합성치사, DNA 손상 복구, Wnt 신호 억제, 항암제 내성 극복을 연결하는 약학·의생명과학 융합 탐구",60,45,10,10,False,0,0,0,10,0,0,0,5,0,7306,24297
assessment_task_62cef7679c,생명과학,일반생명과학실험Ⅱ,BIO-005,experiment_science_001,70,180,bestForSubjects-literal-exact,seedId_alphabetical,29,51,51,0,0,True,True,0,0,no_task_match,False,BIO-005,"MDGA1 미스센스 돌연변이가 뉴롤리진-뉴렉신 시냅스 접착과 시냅신Ⅱ 인산화를 흔들어 흥분-억제(E/I) 균형 붕괴와 자폐 유사 행동으로 이어지는 과정을 분석하고, 에스트로겐 신경보호 기전과 바제독시펜 약물 재목적화 가능성까지 연결하는 생명과학·의학·약학 융합 탐구",51,45,6,6,False,0,0,0,6,0,0,0,0,0,7546,21401
assessment_task_afdad48554,생명과학,일반생명과학실험Ⅱ,BIO-007,experiment_science_001,70,180,bestForSubjects-literal-exact,seedId_alphabetical,5,53,53,0,0,True,True,0,0,no_task_match,False,BIO-007,"미세먼지가 피부 장벽을 손상시키는 산화 스트레스 기전을 분석하고, 계면활성제의 미셀 구조·HLB 지수·pH·경피수분손실량(TEWL)을 활용해 피부 자극을 줄이는 이중 세안 원리를 도출하는 피부과학·화학·예방의학 융합 탐구",53,45,8,8,False,0,0,0,8,0,0,0,0,0,7657,18326
assessment_task_065dc4c0bc,미적분1,미적분학Ⅱ,ENG-009,math_problem_001,66,169,bestForSubjects-literal-exact,seedId_alphabetical,5,51,51,0,0,True,True,0,0,no_task_match,False,ENG-009,근전도(EMG) 센서로 목·턱 근육의 미세 전위를 수집하고 FFT·DTW·딥러닝·보코더를 연결해 발성 없이 의도를 텍스트와 음성으로 복원하는 웨어러블 AI 인터페이스 탐구,51,45,6,6,False,0,0,0,6,0,0,0,0,0,7372,18752
assessment_task_325569beba,미적분1,미적분학Ⅱ,BIO-051,math_problem_001,66,169,bestForSubjects-literal-exact,coreScore,1,51,49,2,2,True,True,0,0,no_task_match,False,BIO-051,"안구 레이저 수술을 자극 방출, 광열 효과, 광분해, 플루언스, 펄스 지속 시간, Nd:YAG·펨토세컨드 레이저로 분석하는 의학·물리·수학 융합 탐구",51,45,6,6,False,0,0,0,6,0,0,0,0,0,7366,18588
assessment_task_37ad7327e9,지구과학,지구과학Ⅲ,NAT-034,experiment_science_001,70,14,bestForSubjects-literal-exact,seedId_alphabetical,2,50,50,0,0,True,True,0,0,no_task_match,False,NAT-034,"옥상 텃밭이나 도시 재배 토양의 중금속 오염을 단순한 환경 문제로 보지 않고, 납·카드뮴·비소 같은 금속 이온의 토양 내 이동성, pH·유기물·킬레이트가 흡수율에 미치는 영향, 식물 뿌리·줄기·잎의 흡수와 축적, 생물농축계수(BCF) 계산, 먹이사슬을 통한 생물 농축, 식물추출·식물정화 기반 오염 토양 복원, 수질·토양 모니터링과 식품 안전·공중보건 위해성 평가까지 연결하는 화학·생명과학·환경공학·보건 융합 탐구",50,45,5,5,False,0,0,0,5,0,0,0,0,0,8371,25369
assessment_task_659ca58b8f,지구과학,지구과학Ⅲ,ENG-026,reading_criticism_001,92,14,bestForSubjects-literal-exact,coreScore,1,64,52,12,12,True,True,0,0,matched,False,ENG-026,"적색초거성 WOH G64의 밝기·색 변화 사례를 바탕으로 H-R도, 흑체 복사, 슈테판-볼츠만 법칙, 분광 분석, 쌍성 상호작용과 공통외피 진화를 연결해 별의 진화 단계가 단일 별 모델만으로 설명되지 않는 이유를 탐구하는 지구과학·물리학·천체물리 융합 탐구",64,45,14,14,False,11,0,0,3,0,0,0,5,0,7837,24434
assessment_task_33c94c47f0,지구과학,지구과학Ⅲ,ENG-088,data_analysis_001,90,14,bestForSubjects-literal-exact,seedId_alphabetical,2,59,59,0,0,True,True,0,0,no_task_match,False,ENG-088,기후변화로 인한 해수 온도 상승이 원전 냉각수·설계해수온도·열교환기 성능·수명연장 판단에 미치는 영향을 열역학과 지구과학 데이터로 분석하는 원자력·에너지·환경 융합 탐구,59,45,14,14,False,0,0,0,6,0,8,0,0,0,8138,19997
assessment_task_2420b70e97,공통수학1,공통수학1,ENG-101,concept_inquiry_002,70,1,bestForSubjects-literal-exact,single_candidate,1,48,,,,True,True,0,0,no_task_match,False,ENG-101,"3×3 선형 방정식 시스템을 행렬로 표현하고 사루스 법칙·크래머 법칙으로 전기 회로 전류를 계산한 뒤, 컴퓨터 그래픽스 변환과 네트워크 분석으로 확장하는 수학·정보·공학 융합 탐구",48,45,3,3,False,0,0,0,3,0,0,0,0,0,1193,20423
assessment_task_4e5b126a2f,공통수학1,공통수학1,ENG-101,data_analysis_001,90,1,bestForSubjects-literal-exact,single_candidate,1,84,,,,True,True,0,0,no_task_match,False,ENG-101,"3×3 선형 방정식 시스템을 행렬로 표현하고 사루스 법칙·크래머 법칙으로 전기 회로 전류를 계산한 뒤, 컴퓨터 그래픽스 변환과 네트워크 분석으로 확장하는 수학·정보·공학 융합 탐구",84,45,39,39,False,22,0,0,5,0,8,4,0,0,1196,20616
assessment_task_383a9b27de,공통수학1,공통수학1,ENG-101,math_problem_001,70,1,bestForSubjects-literal-exact,single_candidate,1,46,,,,True,True,0,0,no_task_match,False,ENG-101,"3×3 선형 방정식 시스템을 행렬로 표현하고 사루스 법칙·크래머 법칙으로 전기 회로 전류를 계산한 뒤, 컴퓨터 그래픽스 변환과 네트워크 분석으로 확장하는 수학·정보·공학 융합 탐구",46,45,1,1,False,0,0,0,1,0,0,0,0,0,1193,19916
assessment_task_cad1990014,공통수학2,공통수학2,ENG-101,concept_inquiry_002,70,1,bestForSubjects-literal-exact,single_candidate,1,49,,,,True,True,0,0,no_task_match,False,ENG-101,"3×3 선형 방정식 시스템을 행렬로 표현하고 사루스 법칙·크래머 법칙으로 전기 회로 전류를 계산한 뒤, 컴퓨터 그래픽스 변환과 네트워크 분석으로 확장하는 수학·정보·공학 융합 탐구",49,45,4,4,False,0,0,0,4,0,0,0,0,0,1193,20099
assessment_task_6502c65cb2,공통수학2,공통수학2,ENG-101,data_analysis_001,70,1,bestForSubjects-literal-exact,single_candidate,1,50,,,,True,True,0,0,no_task_match,False,ENG-101,"3×3 선형 방정식 시스템을 행렬로 표현하고 사루스 법칙·크래머 법칙으로 전기 회로 전류를 계산한 뒤, 컴퓨터 그래픽스 변환과 네트워크 분석으로 확장하는 수학·정보·공학 융합 탐구",50,45,5,5,False,0,0,0,5,0,0,0,0,0,1193,20414
assessment_task_fce0c835fe,공통수학2,공통수학2,ENG-101,math_problem_001,70,1,bestForSubjects-literal-exact,single_candidate,1,47,,,,True,True,0,0,no_task_match,False,ENG-101,"3×3 선형 방정식 시스템을 행렬로 표현하고 사루스 법칙·크래머 법칙으로 전기 회로 전류를 계산한 뒤, 컴퓨터 그래픽스 변환과 네트워크 분석으로 확장하는 수학·정보·공학 융합 탐구",47,45,2,2,False,0,0,0,2,0,0,0,0,0,1193,20047
assessment_task_71d633ca4c,통합과학1,통합과학1,ENG-086,data_analysis_001,70,176,bestForSubjects-literal-exact,seedId_alphabetical,2,73,73,0,0,True,True,0,0,no_task_match,False,ENG-086,"생리대 쇼티지를 초흡수성 폴리머(SAP), 자유 라디칼 중합, 폴리에틸렌·폴리프로필렌 필름, 바이오 기반 대체재, 공정 자동화와 비용 절감으로 분석하는 화학공학·고분자재료 융합 탐구",73,45,28,28,False,15,0,0,5,4,0,4,0,0,8330,21889
assessment_task_aa43ae7fe3,통합과학1,통합과학1,NAT-025,data_analysis_001,90,176,bestForSubjects-literal-exact,coreScore,1,85,83,2,2,True,True,0,0,no_task_match,False,NAT-025,"토양을 단순한 흙이 아니라 항생제 오염, 선택 압력, 돌연변이, 플라스미드 기반 수평 유전자 전달, 슈퍼박테리아와 다제 내성, 토양 미생물 군집 변화가 결합되는 생태계로 보고, 폐수 처리·활성 슬러지·나노여과·바이오리미디에이션을 통해 항생제 내성균 확산을 억제하는 환경공학·생명과학 융합 탐구",85,45,40,40,False,22,0,0,6,0,8,4,0,0,9612,23229
assessment_task_d1fc072f70,통합과학2,통합과학2,BIO-039,,65,176,bestForSubjects-literal-exact,seedId_alphabetical,5,51,51,0,0,True,True,0,0,no_task_match,False,BIO-039,"말초 면역관용을 조절T세포(Treg), FOXP3, CTLA-4/PD-1, 저용량 IL-2, 톨러제닉 수지상세포, 라파마이신 나노입자 관용백신으로 연결하는 생명과학·메디컬·면역치료 융합 탐구",51,45,6,6,False,0,0,0,6,0,0,0,0,0,7347,17987
assessment_task_e0f6680cb8,통합사회1,통합사회1,BIO-076,writing_002,70,21,bestForSubjects-literal-exact,coreScore,1,48,47,1,1,True,True,0,0,no_task_match,False,BIO-076,"티로시네이스 경로 억제와 피코세컨드 레이저·엑소좀·마이크로니들 RF를 연결해 멜라닌 생합성 차단, 색소 저감, 콜라겐 재형성, 피부 재생 촉진의 상관성을 분석하는 의생명·피부의학 융합 탐구",48,45,3,3,False,0,0,0,3,0,0,0,0,0,7267,20162
assessment_task_c3731ad5ff,통합사회1,통합사회1,BIO-053,data_analysis_001,70,21,bestForSubjects-literal-exact,seedId_alphabetical,3,48,48,0,0,True,True,0,0,no_task_match,False,BIO-053,"세계 의료 체계를 국민건강보험, 보편적 의료, 단일·다중 지불, 민간 보험, 공공 여론, 사회적 공정성 관점에서 비교하는 사회문화·경제·보건 융합 탐구",48,45,3,3,False,0,0,0,3,0,0,0,0,0,7211,21039
assessment_task_3655661bcd,기하,기하,BIO-072,math_problem_001,80,34,bestForSubjects-literal-exact,seedId_alphabetical,5,77,77,0,0,True,True,0,0,matched,False,BIO-072,"코사인법칙과 벡터 내적으로 CT 슬라이스 경사각을 보정하고, DICOM 픽셀 거리·ROI 직경·방사선 선량 지표를 함께 검증해 의료영상의 진단 정확도와 환자 안전을 높이는 수학·의공학 융합 탐구",77,45,27,27,False,22,0,0,5,0,0,0,5,0,7325,21534
assessment_task_47c024dcc2,기하,기하,ENG-034,concept_inquiry_002,70,34,bestForSubjects-literal-exact,coreScore,1,51,50,1,1,True,True,0,0,no_task_match,False,ENG-034,"블레이자의 전파 밝기 변화, 초장기선 전파간섭계(VLBI), 표준촛불·표준척도, 도플러 효과와 인과율을 연결해 수십억 광년 우주 거리를 정밀 추정하는 천체물리·전파공학 융합 탐구",51,45,6,6,False,0,0,0,6,0,0,0,0,0,7259,22740
assessment_task_dce7fe86d9,물리,물리학,NAT-001,data_analysis_001,76,102,bestForSubjects-literal-exact,coreScore,1,86,85,1,1,True,True,0,0,matched,False,NAT-001,"즉석조리식품의 다층 레토르트 포장재를 사례로, 고분자 재료의 층상 구조·기체 투과도·열전달·멸균값(F₀)을 연결해 식품 안전성과 품질 보존을 설명하는 화학·물리·식품과학 융합 탐구",86,45,36,36,False,22,0,0,6,4,0,4,5,0,7966,20999
assessment_task_c803919271,미적분1,미적분1,BIO-101,math_problem_001,66,169,bestForSubjects-literal-exact,coreScore,1,88,77,11,11,True,True,0,0,no_task_match,False,BIO-101,"심전도(EKG) 그래프를 미분·적분으로 해석하여 심방세동과 심실세동 같은 부정맥의 변화율, 에너지, 주기성, 평균값을 정량적으로 분석하는 간호·의공학·의약생명 융합 탐구",88,45,43,43,False,22,0,0,1,4,8,8,0,0,7744,20773
assessment_task_6fb10436bd,미적분1,미적분1,BIO-101,creative_concept_001,76,169,bestForSubjects-literal-exact,coreScore,1,95,84,11,11,True,True,1,1,matched,False,BIO-101,"심전도(EKG) 그래프를 미분·적분으로 해석하여 심방세동과 심실세동 같은 부정맥의 변화율, 에너지, 주기성, 평균값을 정량적으로 분석하는 간호·의공학·의약생명 융합 탐구",95,45,45,46,True,22,0,0,4,4,8,8,5,0,7200,22787
