task_id,subject,subject_raw,level,source,evidence_class,evidence_scope,fallback_derived,fallback_sources,guide,matched_terms,subject_concepts,concept_name,concept_display_name,correct,reviewer_note
assessment_task_75dd3e6480,물리,물리학,I_or_other,textbook_plus_legacy,clean,both,False,,운동량 보존 법칙 탐구 실험 단원: 힘과 운동 / 평가요소: • 운동량 보존 법칙의 개념 이해 • 실험 데이터 수집 및 기록 • 데이터 분석 및 운동량 계산 • 결과 해석 및 과학적 설명 / 평가 시기: 4월 2주,운동량 보존 | 힘과 운동 | 운동량,운동량 보존 | 힘과 운동,힘과 운동,힘과 운동,,
assessment_task_8f54a63d58,물리,물리학,I_or_other,textbook_concept_dictionary,clean,both,False,,전류와 자기장의 관계 실험 • 전류에 의해 발생하는 자기장을 이용하여 자기력 확인하기 • 전자기력을 이용해 스피커를 제작하여 변인을 조작해 소리 크기 측정하기 • 실험과제를 바탕으로 실험보고서 작성,자기장 | 전류,자기장 | 전류 | 물질의 자기적 특성,물질의 자기적 특성,물질의 자기적 특성,,
assessment_task_1fd21c2d86,미적분1,AP 미적분학Ⅰ,I_or_other,textbook_plus_legacy,clean,both,False,,미분방정식을 이용한 수학적 모델링 제작 미분방정식의 개념을 충분히 이해하고 개념을 현실 문제에 적용하기 / 실생활 속에서 수학적 모델링 주제 선정 / 모델링 탐구하기 / 모델링 과정 및 결과 적용을 서술하기,모델링 | 미분,모델링 | 미분,,모델링,,
assessment_task_2a445c0d5d,미적분1,미적분,I_or_other,textbook_plus_legacy,clean,both,False,,"미적분 포트폴리오 수열의 수렴, 발산 판별하기; 수열의 극한값 구하기; 등비수열의 극한값 구하기; 급수의 수렴, 발산 판별하기; 등비급수의 합 구하기; 등비급수를 활용하여 여러 가지 문제 해결하기; 지수함수와 로그함수의 극한 구하기; 지수함수와 로그함수 미분하기",로그함수 미분 | 수열의 극한 | 등비급수 | 등비수열 | 로그함수 | 지수함수 | 극한 | 급수,등비수열 | 발산 | 함수 | 수열의 극한,수열의 극한,수열의 극한,,
assessment_task_65f9406eb0,미적분1,미적분,I_or_other,textbook_plus_legacy,clean,both,False,,"문제 해결 과정 평가 미적분 수행평가 과제: 문제 해결 과정 평가. 평가내용: 수열의 극한, 미분법, 적분법의 개념을 활용하여 문제 해결 과정을 서술하고 풀이의 논리성을 평가한다.",수열의 극한 | 극한 | 수열 | 적분 | 미분,수열 | 미분 | 적분,수열의 극한,수열의 극한,,
assessment_task_6c8d25e862,미적분1,미적분Ⅰ,I_or_other,textbook_plus_legacy,clean,both,False,,"함수의 극한과 연속 미분 개념 및 성질 증명하기 함수의 극한과 연속, 미분 단원에서 학습한 개념 및 성질 증명 과정 작성하기",극한 | 함수 | 미분,함수 | 미분 | 극한,수열의 극한,수열의 극한,,
assessment_task_a4926032a9,미적분1,미적분,I_or_other,textbook_plus_legacy,clean,both,False,,자기주도 문제탐구활동 미적분 수행평가 과제: 자기주도 문제탐구활동. 평가내용: 극한의 개념을 이해하고 그 값을 구하기 다양한 함수의 미분을 하고 다양한 문제에 적용하기 다양한 함수의 적분을 하고 다양한 문제에 적용하기,극한 | 적분 | 함수 | 미분,함수 | 미분 | 적분 | 수열의 극한,수열의 극한,수열의 극한,,
assessment_task_c803919271,미적분1,미적분1,I_or_other,textbook_plus_legacy,clean,both,False,,미분과 적분의 관계 탐구 및 자기주도적 피드백 포트폴리오 주어진 수행 과제를 올바른 풀이를 사용하여 해결하고 피드백을 반영하여 자신의 풀이를 반성 하여 올바르게 다시 풀이함,적분 | 미분,적분 | 미분,,적분,,
assessment_task_1324038e53,생명과학,생명과학,I_or_other,textbook_plus_legacy,clean,both,False,,"신경계와 항상성 생명과학 수행평가 과제: 신경계와 항상성. 평가내용: 생명과학 (해당 단원: Ⅱ-1, Ⅱ-2단원) 포트폴리오 서 · 논술형 기타: 채점 기준(수행 특성) 배점 (배점) 신경자극과 신경계에 대한 자료를 모두 정확히 분석한 경우 5 신경계 신경자극과 신경계에 대한 자료를 분석하였으나 1개 항목에서 틀린 내용이 있는 경우 4 자료 분석 신경자극과 신경계에 대한 자료를 분석하였으나 2개 항목에서 틀린 내용이 있는 경우 3 (5점) 신경자극과 신경계에 대한 자료를 분석하였으나 3개 항목에서 틀린 내용이 있는 경우 2 신경자극과 신경계에 대한 자료를 분석하지 못한 경우 1 항상성 유지에 대한 자료를 모두 정확히 분석한 경우 5 항상성 항상성 유지에 대한 자료를 분석하였으나 1개 항목에서 틀린 내용이 있는 경우 4 자료 분석 항상성 유지에 대한 자료를 분석하였으나 2개 항목에서 틀린 내용이 있는 경우 3 (5점) 항상성 유지에 대한 자료를 분석하였으나 3개 항목에서 틀린 내용이 있는 경우 2 항상성 유지에 대한 자료를 분석하지 못한 경우 1",신경계와 항상성 | 항상성 유지 | 신경 자극 | 신경계 | 항상성,항상성,신경계와 항상성,신경계와 항상성,,
assessment_task_146fe06d76,생명과학,생명과학Ⅱ,II,legacy_dictionary,clean,both,False,,"실험 평가 생명과학 II 수행평가 과제: 실험 평가. 평가내용: 영역시기비 율 성취기준 성취수준 배점 평가관점 평가기준 실험 평가 중 간 30 [12생과Ⅱ02-06] 효소의 작용을 활성화 에너지와 기질의 특이성을 중심으로 이해하고, 온도와 pH가 효소 작용에 영향을 미칠 수 있음을 실험을 통해 설명할 수 있다. 효소의 작용을 활성화 에너지와 기질의 특이성을 중심으로 이해하고, 온도와 pH가 효소 작용에 영향을 미칠 수 있음을 실험을 통해 설명할 수 있다. 효소의 작용을 활성화 에너지와 기질의 특이성을 중심으로 설명하고, 온도와 pH가 효소 작용에 미치는 영향을 실험을 통해 설명할 수 있다. 30~ 28.1 효소의 작용을 활성화 에너지를 중심으로 설명하고, 실험을 통해 효소의 작용이 온도와 pH에 따라 달라짐을 설명할 수 있다. 28~ 26.1 실험을 통해 효소의 작용이 온도와 pH에 따라 달라짐을 말할 수 있다. 26~ 20 영역시기비 율 성취기준 성취수준 배점 평가관점 평가기준 서술 형평 가 기 말 30 [12생과Ⅱ01-02]생명 과학 발달에 기여한 주요 발견들에 사용된 연구 방법들을 조사하여 발표할 수 있다. 생명과학 발달에 기여한 주요 발견들에 사용된 연구 방법들을 조사하여 발표할 수 있다. 생명과학의 주요 발견들에 사용된 연구 방법들을 조사하여 발표할 수 있다. 30~ 28.1 제시된 생명과학의 주요 발견들을 보고 사용된 연구 방법들을 말할 수 있다. 28~ 26.1 제시된 생명과학의 주요 발견들을 보고 사용된 도구와 기기를 말할 수 있다. 26~ 20 ※",효소,효소,,,,
assessment_task_15a77bcd77,생명과학,생명과학Ⅱ,II,textbook_concept_dictionary,clean,both,False,,"일어나는 특성 결과 작성 실시 대상 실시시기 영역 평가내용 평가유형 만점 단원 비율 ㈎ 보고서 평가 기준 양파 양파세포에서 일어나는 1) 목적을 명료, 적절하게 파악하고 있는가? 세포에서 Ⅱ. 세포의 과정 분석 및 3월 삼투현상을 현미경을 2) 생명 과학 용어를 적절하게 사용하는가? 일어나는 특성 결과 작성 3학년 삼투 관찰 이용하여 관찰 [ 12 생과Ⅱ 3) 생명 과학 원리를 적용하는가? 1학 생명",세포,세포 | 생명과학의 이해,생명과학의 이해,생명과학의 이해,,
assessment_task_20d3346d0a,생명과학,생명과학,I_or_other,textbook_concept_dictionary,clean,both,False,,생명과학 사고 확장 프로젝트 수정 - 5단계 최종본 완성 및 발표,수정,수정 | 생식과 생명의 연속성,생식과 생명의 연속성,생식과 생명의 연속성,,
assessment_task_399e79a7f3,생명과학,생명과학Ⅱ,II,textbook_plus_legacy,clean,both,False,,"학습배움노트 • 원핵세포와 진핵 세포의 유전체 구성 과 유전자 구조를 이해하고 차이를 비 교하기 • 반보존적 DNA 복 제 과정을 이해하 고, DNA 복제 과정 을 글과 그림으로",DNA | 유전자 | 복제 | 세포 | 유전,DNA | 복제 | 유전,유전자와 염색체,유전자와 염색체,,
assessment_task_519fb08403,생명과학,생명과학Ⅱ,II,textbook_concept_dictionary,clean,both,False,,"동물 세포에서 일어나는 삼투 실험  세포막을 통한 물질 이동삼투압등장액고장액저장액의 영향을 정확히 설명하였는가 , , · · ? 실  험 결과를 체계적으로 정리하고수치나 그래프를 통해 분석하였는가 , ?  실험 결과를 삼투 현상의 이론적 원리와 연결하여 논리적으로 해석하였는가?  실험 과정결과를 논리적으로 구성하여 글을 작성하였는가 , ?",세포,세포 | 생명과학의 이해,생명과학의 이해,생명과학의 이해,,
assessment_task_5c19d6ac47,생명과학,기초생명과학및실험Ⅲ,I_or_other,textbook_concept_dictionary,clean,both,False,,"자극과 반응 분석하기 평가 자극과 반응 분석하기 평가는 동물의 호르몬 및 신경 조절 과정에 대해 개념 없이 올바르게 이해하고, 이 해한 바를 바탕으로 개념간의 관계와 위계가 드러나도록 체계적인 개념을 형성하고 문제 상황에 적용하여 문제를 해결할 수 있는지를 실험 평가한다.",자극과 반응 | 호르몬,자극과 반응 | 생명과학의 이해,생명과학의 이해,생명과학의 이해,,
assessment_task_5d1fb97a4c,생명과학,고급 생명과학,I_or_other,textbook_plus_legacy,clean,both,False,,유전형질의 발현 유전자와 단백질 합성과정 사이의 생물학적 의의를 설명하기 (논술형),유전자 | 형질 | 유전,유전,유전자와 염색체,유전자와 염색체,,
assessment_task_701183228a,생명과학,생명과학Ⅱ,II,textbook_plus_legacy,clean,both,False,,"진로 탐색 프로젝트 생명과학 Ⅱ에서 학습한 개념과 연결지어 자신의 진로를 탐색하여 보고서 작성 [12생과Ⅱ01-01]생명과학의 역사와 발달 과정을 알고, 주요 발견을 시기에 따라 나열하고 설명할 수 있다. [12생과Ⅱ01-02]생명과학 발달에 기여한 주요 발견들에 사용된 연구 방법들을 조사하여 발표할 수 있다. [12생과Ⅱ02-01]동물과 식물의 유기적 구성을 비교할 수 있다. [12생과Ⅱ02-02]탄수화물, 지질, 단백질, 핵산의 기본 구조와 기능을 설명할 수 있다. [12생과Ⅱ02-03]원핵세포와 진핵세포의 차이점을 비교할 수 있다. [12생과Ⅱ02-04]세포 소기관들이 기능적으로 유기적인 관계를 이루고 있음을 이해하고, 이들 간의 관계성을 설명할 수 있다. [12생과Ⅱ02-05]세포막을 통한 물질 출입 현상을 이해하고, 확산, 삼투, 능동 수송을 실험이나 모 형을 통해 설명할 수 있다. [12생과Ⅱ02-06]효소의 작용을 활성화 에너지와 기질의 특이성을 중심으로 이해하고, 온도와 pH가 효소 작용에 영향을 미칠 수 있음을 실험을 통해 설명할 수 있다. [12생과Ⅱ03-01]미토콘드리아와 엽록체의 구조와 기능을 이해하고, 두 세포 소기관을 비교하여 공 통점과 차이점을 설명할 수 있다. [12생과Ⅱ03-02]세포 호흡 과정과 광합성의 탄소 고정 반응을 단계별로 구분하여 이해하고, 산화 적 인산화 과정을 화학 삼투로 설명할 수 있다. [12생과Ⅱ03-0",세포 호흡 | 광합성 | 세포 | 전달 | 효소,세포 호흡 | 광합성 | 효소 | 물질대사와 에너지,물질대사와 에너지,물질대사와 에너지,,
assessment_task_7ba3ee3993,생명과학,고급생명과학,I_or_other,textbook_concept_dictionary,clean,both,False,,"Visual Thinking 고급 생명과학 수행평가 영역: Visual Thinking. 5. 수행평가 과제별 세부 계획 가. Visual Thinking 성취 기준 [12고생02-03] 중추 신경계에서 이루어지는 자극 전달을 조절하는 약물 및 학습과 기억의 원리를 설명 할 수 있다. 평가 시기 4월 1주 반영비율 30% 영역만점 100점 평가 방법 ☑ 서술･논술 □ 구술･발표 □ 토의･토론 □ 프로젝트 □ 실험･실습 ☑ 포트폴리오 □ 기타 평가 요소 및 채점 기준 1. 방식 1) 약물이 신경계에 미치는 영향을 주제로 관심있는 약물을 선정한다. 2) 교과서, 수업 자료, 신뢰 가능한 참고 자료를 활용하여 핵심 개념을 조",중추 신경계 | 자극 전달 | 신경계 | 전달,자극 전달 | 신경 자극 전도와 전달,신경 자극 전도와 전달,신경 자극 전도와 전달,,
assessment_task_88d3e8a2d3,생명과학,생명과학Ⅱ,II,textbook_concept_dictionary,clean,both,False,,광합성 색소 분리 생명과학 II 수행평가 과제: 광합성 색소 분리. 평가내용: 생물의 구조와 에너지 (해당 단원: 3단원) 포트폴리오 서 · 논술형 기타: 채점 기준(수행 특성) 배점 (배점) 정해진 절차에 따라 실험을 수행하여 시금치의 광합성 색소 4가지를 종이 크로마 6 실험 수행 토그래피로 모두 분리한 경우 (6점) 광합성 색소 4가지 중 일부만 종이 크로마토그래피로 분리한 경우 4 실험을 제대로 수행하지 못해 광합성 색소를 모두 분리하지 못한 경우 2 보고서 보고서를 충실하게 작성한 경우 6 작성 보고서를 제대로 작성하지 않아 빈 칸이나 틀린 내용이 많은 경우 3 (6점) 실험은 수행했으나 보고서를 제출하지 않거나 전혀 작성하지 않은 경우 0 활동 실험에 적극적으로 참여한 경우 3 참여도 (3점) 실험에 참여도가 낮은 경우 1,광합성,광합성,,광합성,,
assessment_task_89fb1ba583,생명과학,생명과학Ⅰ,I_or_other,textbook_concept_dictionary,clean,both,False,,약물의 영향 조사 및 인포그래픽 제작 발표 단원(내용): 신경자극전도와 시냅스전달 / 평가 유형: 서·논술형 평가 개별 평가 / 평가 시기: 4월,신경 자극 전도 | 시냅스 전달 | 신경 자극 | 시냅스 | 전달,시냅스 전달 | 신경 자극 전도와 전달,신경 자극 전도와 전달,신경 자극 전도와 전달,,
assessment_task_99fe28a135,생명과학,생명과학Ⅱ,II,textbook_plus_legacy,clean,both,False,,"생명공학 기술에 대한 윤리적 지침 및 정책 제안서 작성 DNA 재조합 기술의 원리를 이해하고, 활용 사례를 조사하여 발표할 수 있다. 핵치환, 조직 배양, 세포 융합의 원리를 이해하고, 활용 사례를 조사하여 발표할 수 있다. 단일클론항체, 유전자 치료, 줄기세포를 난치병 치료에 적용한 사례를 이해하고, 이러한 치료 법의 전망에 대해 토의할 수 있다. LMO가 인간의 생활과 생태계에 미치는 긍정적인 영향과 부정적인 영향을 조사하고 토론할 수 있다. 생명공학의 발달 과정에서 나타나는 생태학적, 윤리적, 법적, 사회적 문제점을 이해하고, 미래 사회에 미칠 영향을 예측하여 발표할 수 있다. 1 관심 기술 선정 및 생명공학적 원리와 사회적 쟁점 분석하기 2 국내외 가이드라인 분석 및 정책적 한계점 도출하기 3 창의적 가이드라인 제안 및...",DNA | 생태계 | 유전자 | 세포 | 항체 | 유전,DNA | 유전,유전자와 염색체,유전자와 염색체,,
assessment_task_a6f332a7e1,생명과학,생명과학Ⅱ,II,textbook_concept_dictionary,clean,both,False,,세포호흡과 광합성의 비교 생명과학 II 수행평가 과제: 세포호흡과 광합성의 비교. 평가내용: 서술하는 것을 평가함. (2) 세포 호흡과 광합성 과정을 비교하여 두 과정의 공통점과 차이점을 서술하는 것을 평가함. 서술·논술 구술·발표 토의·토론 조사·관찰보고서 실험·실습,세포 호흡 | 광합성 | 세포,세포 호흡 | 광합성 | 물질대사와 에너지,물질대사와 에너지,물질대사와 에너지,,
assessment_task_bb0e29da8d,생명과학,생명과학Ⅱ,II,textbook_plus_legacy,clean,both,False,,"생명과학 포트폴리오 단원: I. 세포의 특성 ~ III. 유전자의 발현과 조절 / 평가요소: 평가 기준 및 배점 배점 바이오-인사이트 생명과학II의 핵심 용어를 맥락에 맞게 3개 이상 사용하여 전문적으로 서술함. 도서 속 현상의 원인과 결과를 '분자적 기작' 또는 '에너지 대사 관점'에서 쪼개어 분석하고, 논리적 비약 없이 인과관계를 명확히 기술함. 단순 지식 나열을 넘어, 교과 개념을 바탕으로 본인만의 창의적 가설이나 비판적 견해를 설득력 있게 제시함. 교과 교사에게 1회 이상 피드백을 받아 본인의 사고를 성찰한 과정을 논리적으로 기술함. 20 교과 지식을 활용하여 논술하였으나, 사용된 용어가 일반 생물학 수준에 머무르거나 서술의 구체성이 다소 부족함. 현상에 대한 원인과 결과의 인과관계는 성립하나, 중간 단계의 생물학적 메커니즘에 대한 설명이 일부 생략됨. 도서 내용과 과학 개념을 연결하여 본인의 생각을 서술하였으나, 분석보다는 현상에 대한 단순 적용에 치중함. 교과 교사에게 1회 이상 피드백을 받았으나 지도 내용이 충분하게 반영되지 못함. 10 과학적 전문 용어의 사용 빈도가 낮으며, 일상적인 언어나 비유 위주로 서술함.인과관계가 불분명하거나, 과학적 근거보다는 도서의 줄거리를 요약하고 개인적인 감상을 기술하는 비중이 높음. 생명과학II 교과 개념에 대한 오개념이 포함되어 있어 논리적 타당성이 떨어짐. 지도 교사에게 피드백을 받지 않음. 5 단원 I. 세포의 특성 ~ III. 유전자의 발현과 조절 교육과정 성취 기준 [12생과Ⅱ02-03]원핵세포와 진핵세포의 차이점을 비교할 수 있다. [12생과Ⅱ03-01]미토콘드리아와 엽록체의 구조와 기능을 이해하고, 두 세포 소기관을 비교하여 공통점과 차이점을 설명할 수 있다. [12생과Ⅱ04-01]원핵세포와 진핵세포의 유전체 구성과 유전자 구조를 이해하고 차이를 비교할 수 있다. [12생과Ⅱ04-02]반보존적 DNA 복제 과정을 이 / 평가 시기: 6 월",DNA | 유전자 | 복제 | 세포 | 유전,DNA | 복제 | 유전,유전자와 염색체,유전자와 염색체,,
assessment_task_bd769958a5,생명과학,생명과학Ⅲ,I_or_other,textbook_concept_dictionary,clean,both,False,,세포호흡 기반 환경문제 해결 방안 탐구 세포호흡을 활용하여 환경문제 해결 방안을 탐구하고 보고서를 작성한다,세포 호흡 | 세포,세포 호흡 | 물질대사와 에너지,물질대사와 에너지,물질대사와 에너지,,
assessment_task_f73b674010,생명과학,기초생명과학및실험Ⅰ,I_or_other,textbook_concept_dictionary,clean,both,False,,"세포 구조 관찰 평가 ‘세포 구조 관찰 평가’는 세포의 구조와 기능에 대해서 학습하고 세포를 분석하는 실험으로 구성되어 있으 며, 생명현상과 관련 있는 탐구 주제에 대하여 학생 중심의 탐구 활동을 하고, 탐구 수행 태도, 실험 수행 및 자료수집, 결과 해석 및 추론 능력에 대하여 평가한다.",세포,세포 | 생명과학의 이해,생명과학의 이해,생명과학의 이해,,
assessment_task_29baa1f458,융합과학 탐구,융합과학 탐구,I_or_other,textbook_concept_dictionary,clean,both,True,통합과학2,연구 윤리와 공동 연구 중요성 토론하기 연구 윤리의 구체적 사례와 공동 연구의 가치에 대한 교육을 진행한 후 연구 윤리의 중요성과 공동 연구의 필요성에 대한 토의 및 토론을 진행하고 실천적인 방안을 마련하도록 한다. 전체적인 탐구 과정 중에는 연구 윤리 규칙을 자발적으로 준수하는지 확인하고 역할 분담을 기준으로 각 팀원의 기여도와 협력적 태도를 종합적으로 평가에 반영한다.,필요성 | 윤리,필요성 | 윤리,,필요성,,
assessment_task_2cbad0ddb4,융합과학 탐구,융합과학 탐구,I_or_other,textbook_concept_dictionary,clean,both,True,통합과학2 | 통합과학1,"융합적 탐구 결론 도출하기 평가 시작 전, 실험 자료의 객관적 해석을 위해 독립 변인과 종속 변인의 상관관계를 분석하는 방법과 과학적 원리를 적용하는 가이드를 충분히 안내한다. 학생들이 수집한 측정값을 체계적으로 정리할 수 있도록 표의 규격과 그래프의 종류 선택 기준을 사전에 교육하고, 특히 축 제목, 단위, 범례 등 필수 요소를 빠짐없이 기입하도록 지도한다. 도출된 결론이 실험 데이터와 일치하는지 논리적 타당성을 검토하는 결과 보고서를 수업 시간에 작성 하게 한다. 이 과정에서 학생들이 융합적 관점을 발휘하여 과학적 개념으로 현상을 설명할 수 있도록 개별 피드백을 제공하여 완성도를 높이도록 돕는다.",데이터 | 단위 | 시간,데이터 | 단위,,데이터,,
assessment_task_452eaefa9a,융합과학 탐구,융합과학 탐구,I_or_other,textbook_concept_dictionary,clean,both,True,통합과학2 | 통합과학1,빅데이터 수집 및 분석 융합과학탐구 수행평가 영역: 빅데이터 수집 및 분석. 기상데이터를 수집하여 가공하고 분석한다.,문제 해결 | 빅데이터 | 데이터 | 디지털,과학 기술 사회에서 빅데이터 활용,과학 기술 사회에서 빅데이터 활용,과학 기술 사회에서 빅데이터 활용,,
assessment_task_6b5c95ef33,융합과학 탐구,융합과학 탐구,I_or_other,textbook_concept_dictionary,clean,both,True,통합과학2 | 통합과학1,"선행 연구 탐색 및 융합적 탐구 설계하기 평가 전, 실생활이나 자연 현상 속에서 과학적 호기심을 유발하는 사례로 학생들이 해결 가능한 문제 를 포착하고, 이를 검증 가능한 가설 형태로 구체화할 수 있도록 지도한다. 타 분야를 유기적으로 연결 하여 탐구의 융합적 가치를 발견하는 시간을 충분히 부여한다. 탐구의 타당성을 높이기 위해 학술 데이터베이스나 전문가 의견 등 신뢰성 있는 출처를 활용한 선행 연구 조사를 독려하며, 이를 통해 탐구의 이론적 배경을 탄탄히 다지도록 돕는다. 실험 설계 단계에서는 독립·종속·통제 변인을 정확히 구분하여 설정했는지 면밀히 점검하고, 실험 목표에 부합하는 체계적 인 수행 절차를 수립하게 한다. 최종적으로는 논리적 흐름을 갖춘 탐구 계획서를 작성하게 한다.",데이터 | 신뢰성 | 생활 | 시간,데이터 | 신뢰성,,데이터,,
assessment_task_78ca92f0e8,융합과학 탐구,융합과학 탐구,I_or_other,textbook_concept_dictionary,clean,both,True,통합과학2 | 생명과학 | 통합과학1,"연구 노트 작성하기 평가 시작 전, 연구 노트를 사전에 배부하고 작성법을 안내한다. 학생들이 실험의 중간 결과뿐만 아니 라 예상치 못한 변수나 수행 과정의 세세한 변화를 실시간으로 기록하여 데이터의 연속성을 확보하도 록 한다. 실험 자료 정리 단계에서는 획득한 원천 데이터를 구체적이고 상세하게 기록하게 함으로써 연구의 재현성을 높이도록 돕는다. 매 회차 탐구 종료 시 자신이 느낀 점과 실현 가능한 개선 방안을 포함한 깊이 있는 성찰 일지를 작성하게 한다. 교사는 학생들이 작성한 노트를 상시 점검하며, 다음 차시에 진행될 연구의 목적과 방법, 준비물 등이 구체적으로 계획되었는지 확인하고 피드백을 제공한다.",데이터 | 연속성 | 시간,데이터 | 연속성,,데이터,,
assessment_task_7cb3a148b7,융합과학 탐구,융합과학 탐구,I_or_other,textbook_concept_dictionary,clean,both,True,통합과학1 | 통합과학2,융합과학기술 활용 사회적 난제 해결 융합과학탐구 수행평가 영역: 융합과학기술 활용 사회적 난제 해결. 융합과학기술을 활용하여 사회적 난제의 해결방안을 제안할 수 있다.,정확성 | 사회,정확성 | 사회,,정확성,,
assessment_task_7f82e97a99,융합과학 탐구,융합과학 탐구,I_or_other,textbook_concept_dictionary,clean,both,True,통합과학2 | 통합과학1 | 생명과학,"융합적 탐구 결과 발표하기 평가 시작 전, 표준화된 발표 기획 양식을 사전에 안내하고, 팀원 간의 전문성을 살린 체계적인 역할 분담이 이루어지도록 지도한다. 학생들이 복잡한 탐구 데이터를 직관적인 그래프나 도식으로 변환할 수 있도록 시각화 도구 활용법을 교육하며, 서론-본론-결론의 논리적 연결성을 확보하여 가독성 높은 발표 자료를 제작하도록 한다. 발표 단계에서는 학생들이 대본에 의존하지 않고 청중과 눈을 맞추며 전문 용어를 자연스럽게 구사할 수 있도록 사전 연습 시간과 피드백을 제공한다. 구술 발표가 진행되는 동안 모든 학생이 경청하는 분위기를 조성하고, 타 모둠의 핵심 원리와 시사점을 기록하는 동료 발표 감상문을 작성하게 한다. 교사는 발표의 전달력뿐만 아니라 질의응답 과정에서 나타나는 탐구 내용의 숙지도를 종합적으로 관찰 하여 기록에 반영한다. - 165 -",데이터 | 시간 | 전달 | 표준,데이터 | 시간,,데이터,,
assessment_task_eae02323c1,융합과학 탐구,융합과학 탐구,I_or_other,textbook_concept_dictionary,clean,both,True,통합과학2,탐구 주제 선정  관심과 흥미가 있는 제재를 확장하여 융합적 접근성이 높은 탐구 주제 선정하기 주제 선정 이유와 연구의 필요성 제시 ,필요성,필요성,,필요성,,
assessment_task_eb132e0108,융합과학 탐구,융합과학 탐구,I_or_other,textbook_concept_dictionary,clean,both,True,통합과학2,보고서 작성 유의 사항을 적용하여 탐구 수행 과정 및 결과를 보고서로 작성하기  탐구 결과에 맞는 적절한 방법으로 데이터 정리 및 변환하기 ,데이터,데이터,,데이터,,
assessment_task_03925c5bf9,인공지능 기초,인공지능 기초,I_or_other,textbook_concept_dictionary,clean,both,True,정보,"인공지능의 원리와 활용 인공지능 기초 수행평가 영역: 인공지능의 원리와 활용. 평가요소: 학습태도, 완성도, 발표력",인공지능,인공지능,,인공지능,,
assessment_task_054e4fc31d,인공지능 기초,인공지능 기초,I_or_other,textbook_concept_dictionary,clean,both,True,정보,"인공지능 사례분석 인공지능 사례를 선정하여 지능 에이전트의 형태로 분석하고, 해당 인공지능 기술로 인한 사회 변화에 대한 보고서를 받아 서술형으로 평가한다.",사회 변화 | 인공지능,사회 변화 | 인공지능 | 정보 사회,정보 사회,정보 사회,,
assessment_task_065c0932ee,인공지능 기초,인공지능 기초,I_or_other,textbook_concept_dictionary,clean,both,True,정보,인공지능 활용 사회 문제 해결 방안 설계 및 윤리 분석하기 사회문제 탐색 - 인공지능으로 해결 가능한 사회 문제 탐색 /,문제 해결 | 인공지능 | 시각화 | 모델 | 탐색,문제 해결 | 시각화 | 자료와 정보의 분석,자료와 정보의 분석,자료와 정보의 분석,,
assessment_task_0eaaa40a10,인공지능 기초,인공지능 기초,I_or_other,textbook_concept_dictionary,clean,both,True,정보,인공지능 모델 탐구 활동 보고서 인공지능 기초 수행평가 영역: 인공지능 모델 탐구 활동 보고서. 단계 단계별 평가 활동 단계별 평가 방법 1단계 주제 선정 및 문제 정의: 탐구할 모델과 해결하고자 하는 문제 선정 주제 적절성 및 목적의 명확성 평가 2단계 모델 원리 분석: 교과 지식을 활용한 모델의 논리적 구조 분석 개념 이해도 및 도식화 능력 평가 3단계 사회적 영향력 및 한계 탐구: 모델의 윤리적 쟁점(편향성 등) 분석 비판적 사고력 및 분석의 깊이 평가 4단계 최종 보고서 작성 및 발표: 논리적 구성 및 결론 도출 보고서의 완성도 및 참고 문헌의 적절성 및 발표 관찰 ▶유의사항:보고서에…,인공지능 | 모델,인공지능 | 모델,,인공지능,,
assessment_task_0f3cd662d5,인공지능 기초,인공지능기초,I_or_other,textbook_concept_dictionary,clean,both,True,정보,"분류 인공지능 모델 구현 인공지능기초 수행평가 과제: 분류 인공지능 모델 구현. 평가내용: 기계학습 중 분류 모델을 활용하여 해결할 수 있는 실생활의 문제를 탐색하고, 데이터를 수집하며, 핵심속성을 추출한 후 학습을 시킨 후 성능 평가를 수행함.",인공지능 | 시각화 | 모델 | 탐색,시각화 | 탐색 | 자료와 정보의 분석,자료와 정보의 분석,자료와 정보의 분석,,
assessment_task_265348db7d,인공지능 기초,인공지능 기초,I_or_other,textbook_concept_dictionary,clean,both,True,정보,인공지능에 의해 변화하는 인간의 삶과 직업의 양상 탐구 Ÿ 포스터 만들기 Ÿ 인공지능으로 변 화하는 사회와 나 의 진로 탐구하기,인공지능,인공지능,,인공지능,,
assessment_task_2a16d3c2b1,인공지능 기초,인공지능 기초,I_or_other,textbook_concept_dictionary,clean,both,True,정보,"인공지능 프로젝트 구현 인공지능 기초 수행평가 영역: 인공지능 프로젝트 구현. 단계 단계별 평가 활동 단계별 평가 방법 1단계 문제 정의: 탐구할 문제와 해결하고자 하는 문제 선정 활동 관찰 및 평가 2단계 데이터 수집: 데이터 입력과 관리 활동 관찰 및 평가 3단계 모델 구현: 훈련/테스트 분리, 기본 모델 구현, 유형별 추천 설계 결과물 평가 4단계 발표 준비: 최종 보고서 작성 및 발표 보고서의 완성도 및 참고 문헌의 적절성 및 발표 관찰",인공지능 | 모델,인공지능 | 모델,,인공지능,,
