subject,task_title,matched_terms,concept_name,generated_title,correct
대수,학습과정 평가,수학적 귀납법 | 로그의 성질 | 로그함수 | 수열의 합 | 지수함수 | 로그 | 수열 | 증명,수학적 귀납법,학습과정 평가의 조건별 변화를 증명·함수·수열로 해석하고 결과의 신뢰도와 한계를 분석,
대수,지수함수와 로그함수 개념 논술,로그의 성질 | 지수의 확장 | 거듭제곱 | 로그함수 | 지수함수 | 로그 | 지수 | 함수,로그의 뜻과 성질,지수함수와 로그함수 개념 논술을 로그의 성질·함수·로그의 뜻과 성질로 설명하고 적용 조건과 개선 방향을 분석,
대수,함수수열 문제해결과정 작성 활동 ·,수열 | 함수,등차수열과 등비수열,함수수열 문제해결과정 작성 활동 ·을 함수·수열·등차수열과 등비수열로 설명하고 적용 조건과 개선 방향을 분석,
대수,개념 이해 및 문제해결과정 서논술형 평가,로그함수 | 지수함수 | 로그 | 수열 | 지수 | 함수,로그함수의 뜻과 그래프,개념 이해 및 문제해결과정 서논술형 평가을 함수·수열·로그함수의 뜻과 그래프로 설명하고 적용 조건과 개선 방향을 분석,
대수,선형대수를 활용한 프로그램 포트폴리오,로그,로그의 뜻과 성질,선형대수를 활용한 프로그램 포트폴리오을 로그의 뜻과 성질로 설명하고 적용 조건과 개선 방향을 분석,
대수,탐구&융합 활동,등차수열과 등비수열 | 수학적 귀납법 | 등비수열 | 등차수열 | 로그함수 | 수열의 합 | 지수함수 | 로그,등차수열과 등비수열,탐구&융합 활동을 함수·수열·등차수열과 등비수열로 설명하고 적용 조건과 개선 방향을 분석,
대수,"생활 속 지수ㆍ로그ㆍ삼각함수, 수열 탐구하기",로그 | 수열 | 지수 | 함수,등차수열과 등비수열,"생활 속 지수ㆍ로그ㆍ삼각함수, 수열 탐구하기의 자료·조건 변화를 함수·수열·등차수열과 등비수열로 해석하고 판단 기준을 분석",
대수,팀별 발표(프로젝트),로그함수 | 로그 | 수열 | 지수 | 함수,로그함수의 뜻과 그래프,팀별 발표(프로젝트)의 조건 재구성과 풀이 비교: 함수·수열·로그함수의 뜻과 그래프을 중심으로,
대수,수학탐구기록1,지수,,수학탐구기록1의 자료·조건 변화를 지수로 해석하고 판단 기준을 분석,
대수,수열의 논리적 사고 과정 포트폴리오 기록하기,수열,등차수열과 등비수열,수열의 논리적 사고 과정 포트폴리오 기록하기의 조건 재구성과 풀이 비교: 수열·등차수열과 등비수열을 중심으로,
대수,수학 독서 활동: 대수적 사고의 확장,로그함수 | 지수함수 | 로그 | 수열 | 지수 | 함수,로그함수의 뜻과 그래프,수학 독서 활동: 대수적 사고의 확장의 조건 재구성과 풀이 비교: 함수·수열·로그함수의 뜻과 그래프을 중심으로,
데이터 과학,데이터 수집 및 전처리 과정 설계하기,데이터,,데이터 수집 및 전처리 과정 설계하기의 자료·조건 변화를 데이터로 해석하고 판단 기준을 분석,
데이터 과학,수업산출물,자료 분석,자료와 정보의 분석,수업산출물의 자료·조건 변화를 자료 분석·자료와 정보의 분석으로 해석하고 판단 기준을 분석,
데이터 과학,데이터 분석 및 모델 구현하기,문제 해결 | 알고리즘 | 데이터 | 모델,알고리즘 설계와 분석,데이터 분석 및 모델 구현하기의 조건 재구성과 풀이 비교: 알고리즘·알고리즘 설계와 분석을 중심으로,
데이터 과학,데이터 분석 및 모델링 보고서,문제 해결 | 사회 변화 | 데이터 | 모델링 | 시각화 | 모델 | 탐색 | 판단,자료와 정보의 분석,데이터 분석 및 모델링 보고서의 조건별 변화를 문제 해결·시각화·모델링으로 해석하고 결과의 신뢰도와 한계를 분석,
데이터 과학,수집한 데이터의 속성을 파악하고 데이터를 전처리하고 문제 해결에 적합한 방법으로 시각화하여 결과를 해석한다.,문제 해결 | 데이터 | 시각화,자료와 정보의 분석,수집한 데이터의 속성을 파악하고 데이터를 전처리하고 문제 해결에 적합한 방법으로 시각화하여 결과를 해석한다.의 자료·조건 변화를 문제 해결·시각화·자료와 정보의 분석으로 해석하고 판단 기준을 분석,
데이터 과학,공공데이터 분석 프로젝트,데이터 | 시각화 | 변수 | 탐색 | 함수,자료와 정보의 분석,공공데이터 분석 프로젝트의 자료·조건 변화를 시각화·탐색·함수로 해석하고 판단 기준을 분석,
데이터 과학,데이터 분석을 통한 실생활 문제 해결하기,문제 해결 | 알고리즘 | 데이터 | 시각화 | AI | 모델 | 변수 | 분포,자료와 정보의 분석,데이터 분석을 통한 실생활 문제 해결하기의 조건 재구성과 풀이 비교: 문제 해결·시각화·알고리즘을 중심으로,
데이터 과학,데이터 분석 과정 탐구하기,분석 과정 | 데이터 | 정보 | 탐색 | 데이터 처리,자료와 정보의 분석,데이터 분석 과정 탐구하기의 자료·조건 변화를 분석 과정·탐색·데이터 처리로 해석하고 판단 기준을 분석,
데이터 과학,탐구 설계,문제 해결 | 데이터 | AI,자료와 정보의 분석,탐구 설계의 조건 재구성과 풀이 비교: 문제 해결·자료와 정보의 분석을 중심으로,
데이터 과학,데이터 과학 프로젝트,데이터 | 시각화 | 판단,,데이터 과학 프로젝트의 조건별 변화를 데이터·시각화로 해석하고 결과의 신뢰도와 한계를 분석,
데이터 과학,탐구 수행 및 결과,문제 해결 | 데이터 | 시각화 | AI | 편향 | 데이터 처리,자료와 정보의 분석,탐구 수행 및 결과의 조건 재구성과 풀이 비교: 문제 해결·시각화·데이터 처리을 중심으로,
데이터 과학,데이터 분석 결과 발표,분석 과정 | 데이터 | 시각화,자료와 정보의 분석,데이터 분석 결과 발표의 자료·조건 변화를 분석 과정·시각화·자료와 정보의 분석으로 해석하고 판단 기준을 분석,
데이터 과학,AI 윤리 및 진로 기반 신기술 탐구하기,인공지능 | 데이터 | AI | 탐색,정보 사회,AI 윤리 및 진로 기반 신기술 탐구하기의 자료·조건 변화를 인공지능·AI·정보 사회로 해석하고 판단 기준을 분석,
데이터 과학,데이터분석 프로젝트 결과물,데이터 | 시각화,,데이터분석 프로젝트 결과물의 자료·조건 변화를 데이터·시각화로 해석하고 판단 기준을 분석,
데이터 과학,데이터 과학 프로젝트,알고리즘 | 의사소통 | 자료 분석 | 데이터 | 모델 | 소통,컴퓨팅 시스템과 네트워크,데이터 과학 프로젝트의 자료·조건 변화를 의사소통·알고리즘·컴퓨팅 시스템과 네트워크로 해석하고 판단 기준을 분석,
데이터 과학,데이터 과학 프로젝트 포스터 제작,데이터 | 모델링 | 공유 | 모델 | 탐색,추상화와 문제 분해,데이터 과학 프로젝트 포스터 제작의 자료·조건 변화를 모델링·추상화와 문제 분해로 해석하고 판단 기준을 분석,
데이터 과학,데이터 시각화 프로그래밍하기,데이터 | 시각화,,데이터 시각화 프로그래밍하기의 자료·조건 변화를 데이터·시각화로 해석하고 판단 기준을 분석,
데이터 과학,데이터분석 프로젝트 발표,데이터,,데이터분석 프로젝트 발표의 자료·조건 변화를 데이터로 해석하고 판단 기준을 분석,
데이터 과학,데이터 설계 및 분석,자료 분석 | 데이터 | 디지털 | 시각화,자료와 정보의 분석,데이터 설계 및 분석의 자료·조건 변화를 자료 분석·시각화·자료와 정보의 분석으로 해석하고 판단 기준을 분석,
데이터 과학,데이터 기반 실생활 문제 분석 및 모델링하기,데이터 | 모델링 | 모델,추상화와 문제 분해,데이터 기반 실생활 문제 분석 및 모델링하기의 조건 재구성과 풀이 비교: 모델링·추상화와 문제 분해을 중심으로,
물리,역학적 상호 작용 분석,뉴턴 운동 법칙 | 등가속도 운동 | 등속 원운동 | 가속도 | 알짜힘 | 속도 | 벡터,힘과 운동,역학적 상호 작용 분석의 조건별 변화를 뉴턴 운동 법칙·등가속도 운동·벡터로 해석하고 결과의 신뢰도와 한계를 분석,
물리,일차원 충돌 상황에서 운동량 보존 확인하기,운동량 보존 | 운동량 | 충돌,힘과 운동,일차원 충돌 상황에서 운동량 보존 확인하기의 조건별 변화를 운동량 보존·충돌·힘과 운동으로 해석하고 결과의 신뢰도와 한계를 분석,
물리,역학적 에너지 보존 분석,역학적 에너지 보존 | 뉴턴 운동 법칙 | 등가속도 운동 | 역학적 에너지 | 운동 에너지 | 운동량 보존 | 가속도 | 알짜힘,힘과 운동,역학적 에너지 보존 분석의 조건별 변화를 뉴턴 운동 법칙·등가속도 운동·운동량으로 해석하고 결과의 신뢰도와 한계를 분석,
물리,Physics Review Letters(물리학 리뷰 휘보),뉴턴 운동 법칙 | 등가속도 운동 | 등속 원운동 | 가속도 | 알짜힘 | 속도 | 벡터,힘과 운동,Physics Review Letters(물리학 리뷰 휘보)의 자료·조건 변화를 뉴턴 운동 법칙·등가속도 운동·벡터로 해석하고 판단 기준을 분석,
물리,역학 수레의 등가속도 운동 분석,뉴턴 운동 법칙 | 등가속도 운동 | 운동량 보존 | 가속도 | 운동량 | 속도,힘과 운동,역학 수레의 등가속도 운동 분석의 조건별 변화를 뉴턴 운동 법칙·등가속도 운동·운동량으로 해석하고 결과의 신뢰도와 한계를 분석,
물리,충돌 상황에서 운동량 보존 확인하기,운동량 보존 | 운동량 | 충돌,힘과 운동,충돌 상황에서 운동량 보존 확인하기의 조건 재구성과 풀이 비교: 운동량 보존·충돌·힘과 운동을 중심으로,
물리,탐구하기,관성,힘과 운동,탐구하기의 조건별 변화를 관성·힘과 운동으로 해석하고 결과의 신뢰도와 한계를 분석,
물리,관련 글쓰기 수 보존력과 비보존력의 개념을 이해하고 역학적 에너지가 보존되는 원리를 분석하는,역학적 에너지,,관련 글쓰기 수 보존력과 비보존력의 개념을 이해하고 역학적 에너지가 보존되는 원리를 분석하는의 자료·조건 변화를 역학적 에너지로 해석하고 판단 기준을 분석,
물리,운동량 보존 실험,운동량 보존 | 운동량 | 속도,힘과 운동,운동량 보존 실험의 조건별 변화를 운동량 보존·속도·힘과 운동으로 해석하고 결과의 신뢰도와 한계를 분석,
물리,고급물리 탐구활동 발표,용수철 진자 | 운동량 보존 | 운동량,힘과 운동,고급물리 탐구활동 발표의 조건별 변화를 운동량 보존·힘과 운동으로 해석하고 결과의 신뢰도와 한계를 분석,
물리,독서연계 탐구,간섭 | 파장,파동의 성질과 활용,독서연계 탐구을 간섭·파장·파동의 성질과 활용으로 설명하고 적용 조건과 개선 방향을 분석,
물리,실생활 사례 분석,퍼텐셜 에너지 | 내부 에너지 | 운동 에너지 | 전류,에너지와 열,실생활 사례 분석을 퍼텐셜 에너지·내부 에너지·에너지와 열로 설명하고 적용 조건과 개선 방향을 분석,
물리,실험 및 보고서,관성,힘과 운동,실험 및 보고서의 조건별 변화를 관성·힘과 운동으로 해석하고 결과의 신뢰도와 한계를 분석,
물리,파동 탐구 보고서,파동,파동의 성질과 활용,파동 탐구 보고서을 파동·파동의 성질과 활용으로 설명하고 적용 조건과 개선 방향을 분석,
물리,전자기 유도 기반 무선 전력 전송 시스템의 구현 및 메커니즘 분석,운동량 보존 | 전자기 유도 | 운동량 | 전하 | 충돌,힘과 운동,전자기 유도 기반 무선 전력 전송 시스템의 구현 및 메커니즘 분석의 조건 재구성과 풀이 비교: 운동량 보존·충돌·전자기 유도을 중심으로,
물리,학습과정 평가,운동 에너지 | 힘과 운동,에너지와 열,학습과정 평가의 조건별 변화를 운동 에너지·에너지와 열로 해석하고 결과의 신뢰도와 한계를 분석,
물리,과학 글쓰기,관성,힘과 운동,과학 글쓰기의 조건 재구성과 풀이 비교: 관성·힘과 운동을 중심으로,
물리,포트폴리오,자기장,물질의 자기적 특성,포트폴리오의 조건 재구성과 풀이 비교: 자기장·물질의 자기적 특성을 중심으로,
물리,운동량 보존 법칙 실험,운동량 보존 | 작용 반작용 | 힘과 운동 | 운동량 | 전하,힘과 운동,운동량 보존 법칙 실험의 조건별 변화를 운동량 보존·작용 반작용·힘과 운동으로 해석하고 결과의 신뢰도와 한계를 분석,
물리,역학적 에너지 보존,역학적 에너지 보존 | 역학적 에너지 | 에너지 보존,에너지와 열,역학적 에너지 보존의 조건별 변화를 역학적 에너지 보존·에너지와 열로 해석하고 결과의 신뢰도와 한계를 분석,
미적분1,문제 해결 과정 평가,수열의 극한 | 극한 | 수열 | 적분 | 미분,수열의 극한,문제 해결 과정 평가을 수열·미분·적분으로 설명하고 적용 조건과 개선 방향을 분석,
미적분1,함수의 극한과 연속 미분 학습 성찰 및 심층 탐구 글쓰기,극한 | 함수 | 미분,수열의 극한,함수의 극한과 연속 미분 학습 성찰 및 심층 탐구 글쓰기의 자료·조건 변화를 함수·미분·극한으로 해석하고 판단 기준을 분석,
미적분1,실생활 문제의 미적분 기반 모델링하기,모델링 | 적분,,실생활 문제의 미적분 기반 모델링하기의 조건 재구성과 풀이 비교: 모델링·적분을 중심으로,
미적분1,지 함수의 적분 계산하기,곡선의 길이 | 도형의 넓이 | 로그함수 | 매개변수 | 부정적분 | 삼각 적분 | 삼각함수 | 적분 계산,여러 가지 적분법,지 함수의 적분 계산하기의 자료·조건 변화를 부정적분·삼각 적분·함수로 해석하고 판단 기준을 분석,
미적분1,극한변화율 문제해결과정 작성 활동 ·,변화율 | 극한,수열의 극한,극한변화율 문제해결과정 작성 활동 ·을 극한·수열의 극한으로 설명하고 적용 조건과 개선 방향을 분석,
미적분1,개념확장을 위한 토의토론 참여하기,적분,,개념확장을 위한 토의토론 참여하기의 조건 재구성과 풀이 비교: 적분을 중심으로,
미적분1,미분과 적분 개념의 시각적 설명 및 발표 영상 제작,적분 | 미분,,미분과 적분 개념의 시각적 설명 및 발표 영상 제작의 자료·조건 변화를 적분·미분으로 해석하고 판단 기준을 분석,
미적분1,검증과 정당화 과정을 통한 수학적 문해력 및 비판적 사고력 평가,치환적분법 | 매개변수 | 치환적분 | 적분 | 함수 | 미분,여러 가지 적분법,검증과 정당화 과정을 통한 수학적 문해력 및 비판적 사고력 평가의 조건 재구성과 풀이 비교: 치환적분법·함수·미분을 중심으로,
미적분1,형성평가 포트폴리오,도함수의 활용 | 정적분과 급수 | 정적분의 활용 | 도형의 넓이 | 몫의 미분법 | 부분적분법 | 수열의 극한 | 이계도함수,여러 가지 미분법,형성평가 포트폴리오을 몫의 미분법·이계도함수·수열로 설명하고 적용 조건과 개선 방향을 분석,
미적분1,조별 팀 발표,적분,,조별 팀 발표의 조건 재구성과 풀이 비교: 적분을 중심으로,
미적분1,독서와 미적분Ⅰ 문제 탐구,적분,,독서와 미적분Ⅰ 문제 탐구의 조건 재구성과 풀이 비교: 적분을 중심으로,
미적분1,학문 간 경계를 넘는 미적분 응용 탐구 보고서,적분,,학문 간 경계를 넘는 미적분 응용 탐구 보고서의 조건 재구성과 풀이 비교: 적분을 중심으로,
미적분1,미적분활용 실생활 문제해결 역량 평가,모델링 | 적분,,미적분활용 실생활 문제해결 역량 평가의 조건 재구성과 풀이 비교: 모델링·적분을 중심으로,
미적분1,개인별 발표(프로젝트),도함수의 활용 | 정적분의 활용 | 수열의 극한 | 도함수 | 정적분 | 극한 | 급수 | 수열,수열의 극한,개인별 발표(프로젝트)의 조건 재구성과 풀이 비교: 함수·수열·미분을 중심으로,
미적분1,협력적 문제 해결 활동,부분적분법 | 수열의 극한 | 치환적분법 | 로그함수 | 부분적분 | 지수함수 | 치환적분 | 극한,여러 가지 적분법,협력적 문제 해결 활동의 조건 재구성과 풀이 비교: 부분적분법·치환적분법·함수을 중심으로,
미적분1,수학적 모델링 프로젝트,매개변수 | 모델링 | 급수 | 적분 | 미분,급수,수학적 모델링 프로젝트의 조건 재구성과 풀이 비교: 미분·적분·모델링을 중심으로,
미적분1,수학 창작물 제작,수열의 극한 | 극한 | 수열 | 적분 | 함수,수열의 극한,수학 창작물 제작을 함수·수열·적분으로 설명하고 적용 조건과 개선 방향을 분석,
미적분1,서・논술형,여러 가지 함수의 미분 | 수열의 극한 | 덧셈정리 | 등비급수 | 등비수열 | 로그함수 | 삼각함수 | 지수함수,수열의 극한,서・논술형의 조건 재구성과 풀이 비교: 등비수열·발산·함수을 중심으로,
미적분1,수학적 논증 기반 문제 해결 과제,극한 | 함수,수열의 극한,수학적 논증 기반 문제 해결 과제의 조건별 변화를 함수·극한·수열의 극한으로 해석하고 결과의 신뢰도와 한계를 분석,
미적분1,미적분Ⅰ 개념 심화 발표,적분,,미적분Ⅰ 개념 심화 발표의 조건 재구성과 풀이 비교: 적분을 중심으로,
생명과학,생명과학 독서 기반 심화탐구 발표하기,기생,,생명과학 독서 기반 심화탐구 발표하기의 조건별 변화를 기생으로 해석하고 결과의 신뢰도와 한계를 분석,
생명과학,생물 분류 계통수 앱 제작 및 활용,계통 | 분류,진화와 생물 다양성,생물 분류 계통수 앱 제작 및 활용의 조건별 변화를 분류·진화와 생물 다양성으로 해석하고 결과의 신뢰도와 한계를 분석,
생명과학,세포호흡과 광합성 탐구 논술,세포 호흡 | 광합성 | 세포,물질대사와 에너지,세포호흡과 광합성 탐구 논술의 자료·조건 변화를 세포 호흡·광합성·물질대사와 에너지로 해석하고 판단 기준을 분석,
생명과학,식물 세포에서 일어나는 삼투 보고서 작성,세포,생명과학의 이해,식물 세포에서 일어나는 삼투 보고서 작성의 자료·조건 변화를 세포·생명과학의 이해로 해석하고 판단 기준을 분석,
생명과학,세포의 구조 인포그래픽,광합성 | 세포,생명과학의 이해,세포의 구조 인포그래픽의 자료·조건 변화를 세포·생명과학의 이해로 해석하고 판단 기준을 분석,
생명과학,생명과학 융합 활용 방안 탐구하고 글쓰기,기생,,생명과학 융합 활용 방안 탐구하고 글쓰기을 기생으로 설명하고 적용 조건과 개선 방향을 분석,
생명과학,세포막을 통한 물질 이동과 세포의 특성 탐구하기,세포,생명과학의 이해,세포막을 통한 물질 이동과 세포의 특성 탐구하기의 조건별 변화를 세포·생명과학의 이해로 해석하고 결과의 신뢰도와 한계를 분석,
생명과학,세포의 길이 측정,세포,생명과학의 이해,세포의 길이 측정의 조건별 변화를 세포·생명과학의 이해로 해석하고 결과의 신뢰도와 한계를 분석,
생명과학,혈액 응집 반응 탐구,항원-항체 반응 | 항상성 | 항원 | 항체,면역과 백신,혈액 응집 반응 탐구의 조건별 변화를 항원-항체 반응·항상성·면역과 백신으로 해석하고 결과의 신뢰도와 한계를 분석,
생명과학,최신 생명공학 기술의 발전 동향과 윤리·사회적 쟁점 탐구,전달,,최신 생명공학 기술의 발전 동향과 윤리·사회적 쟁점 탐구의 자료·조건 변화를 전달로 해석하고 판단 기준을 분석,
생명과학,분류학 프로젝트,분류 기준 | 분류 | 유전,진화와 생물 다양성,분류학 프로젝트의 조건별 변화를 분류·유전·진화와 생물 다양성으로 해석하고 결과의 신뢰도와 한계를 분석,
생명과학,분자 진화 계통수 작성,계통 | 진화,,분자 진화 계통수 작성의 조건별 변화를 계통·진화로 해석하고 결과의 신뢰도와 한계를 분석,
생명과학,생명과학 에세이,계통 | 진화,,생명과학 에세이의 자료·조건 변화를 계통·진화로 해석하고 판단 기준을 분석,
생명과학,모의혈액 판정을 통한 항원항체반응 원리 탐구,항원-항체 반응 | 항원 | 항체,면역과 백신,모의혈액 판정을 통한 항원항체반응 원리 탐구의 조건별 변화를 항원-항체 반응·면역과 백신으로 해석하고 결과의 신뢰도와 한계를 분석,
생명과학,생명과학자와의 가상 인터뷰,ATP | 병원체 | 면역 | 발생 | 세포 | 적응 | 전달 | 항체,면역과 백신,생명과학자와의 가상 인터뷰의 조건별 변화를 병원체·항체·면역과 백신으로 해석하고 결과의 신뢰도와 한계를 분석,
생명과학,세포 구조 관찰 평가,세포,생명과학의 이해,세포 구조 관찰 평가의 조건별 변화를 세포·생명과학의 이해로 해석하고 결과의 신뢰도와 한계를 분석,
생명과학,방형구법을 활용한 식물 군집 구조 및 종 다양성 분석,군집 구조 | 상호 작용 | 개체군 | 다양성 | 생태계 | 군집 | 기생,생태계의 물질 순환과 상호 작용,방형구법을 활용한 식물 군집 구조 및 종 다양성 분석의 자료·조건 변화를 개체군·군집·생태계의 물질 순환과 상호 작용으로 해석하고 판단 기준을 분석,
생명과학,흥분의 전도과정 논술하기,막전위 | 뉴런 | 세포 | 전달,신경 자극 전도와 전달,흥분의 전도과정 논술하기의 조건별 변화를 막전위·뉴런·신경 자극 전도와 전달로 해석하고 결과의 신뢰도와 한계를 분석,
생명과학,우 종 결정,군집,,우 종 결정을 군집으로 설명하고 적용 조건과 개선 방향을 분석,
생명과학,심화 탐구 보고서,생명의 연속성 | 생명 시스템 | 연속성 | 항상성,생식과 생명의 연속성,심화 탐구 보고서을 항상성·생식과 생명의 연속성으로 설명하고 적용 조건과 개선 방향을 분석,
세포와 물질대사,세포 크기 측정 및 발효 실험,세포 호흡 | 광합성 | 발효,광합성과 세포 호흡,세포 크기 측정 및 발효 실험의 조건별 변화를 광합성과 세포 호흡으로 해석하고 결과의 신뢰도와 한계를 분석,
세포와 물질대사,주제논술,물질대사,,주제논술의 조건별 변화를 물질대사로 해석하고 결과의 신뢰도와 한계를 분석,
세포와 물질대사,세포 호흡과 광합성의 이해 세포 호흡과 광합성 과정을 설명하고 비교하기.,세포 호흡 | 광합성,광합성과 세포 호흡,세포 호흡과 광합성의 이해 세포 호흡과 광합성 과정을 설명하고 비교하기.의 자료·조건 변화를 광합성과 세포 호흡으로 해석하고 판단 기준을 분석,
세포와 물질대사,세포막의 특성 설명하기 세포막의 구조와 세포막을 통한 물질의 수송 과정에 대해 설명하기.,세포막,세포의 구조와 물질 이동,세포막의 특성 설명하기 세포막의 구조와 세포막을 통한 물질의 수송 과정에 대해 설명하기.을 세포막·세포의 구조와 물질 이동으로 설명하고 적용 조건과 개선 방향을 분석,
세포와 물질대사,인포그래픽,물질대사,,인포그래픽의 조건별 변화를 물질대사로 해석하고 결과의 신뢰도와 한계를 분석,
세포와 물질대사,Generative AI 활용 과학 커뮤니케이션,효소,효소와 대사 반응,Generative AI 활용 과학 커뮤니케이션의 조건별 변화를 효소·효소와 대사 반응으로 해석하고 결과의 신뢰도와 한계를 분석,
세포와 물질대사,연구 동향 발표,물질대사,,연구 동향 발표의 조건별 변화를 물질대사로 해석하고 결과의 신뢰도와 한계를 분석,
세포와 물질대사,미시 세계의 정량적 통찰,세포 소기관,세포의 구조와 물질 이동,미시 세계의 정량적 통찰의 조건별 변화를 세포 소기관·세포의 구조와 물질 이동으로 해석하고 결과의 신뢰도와 한계를 분석,
세포와 물질대사,학습 과정 평가,TCA 회로 | 세포 소기관 | 세포 호흡 | 광합성 | 캘빈,광합성과 세포 호흡,학습 과정 평가의 조건별 변화를 광합성과 세포 호흡으로 해석하고 결과의 신뢰도와 한계를 분석,
역학과 에너지,논술형 평가,포물선 운동,시공간과 운동,논술형 평가을 포물선 운동·시공간과 운동으로 설명하고 적용 조건과 개선 방향을 분석,
역학과 에너지,포물선운동실험장치를 이용한 실험 및 실습,포물선 운동 | 자료 분석,시공간과 운동,포물선운동실험장치를 이용한 실험 및 실습의 조건별 변화를 포물선 운동·자료 분석·시공간과 운동으로 해석하고 결과의 신뢰도와 한계를 분석,
역학과 에너지,학습일지,탄성파와 소리 | 탄성파 | 소리,탄성파와 소리,학습일지을 탄성파와 소리로 설명하고 적용 조건과 개선 방향을 분석,
역학과 에너지,탐구 논술,자료 분석,,탐구 논술의 자료·조건 변화를 자료 분석으로 해석하고 판단 기준을 분석,
역학과 에너지,"용수철 진자의 변위,속도,가속도 그래프 분석",용수철 진자 | 자료 분석 | 가속도 | 변위 | 진자,용수철 진자와 단진동,"용수철 진자의 변위,속도,가속도 그래프 분석의 자료·조건 변화를 가속도·변위·용수철 진자와 단진동으로 해석하고 판단 기준을 분석",
융합과학 탐구,연구 윤리와 공동 연구 중요성 토론하기,필요성 | 윤리,,연구 윤리와 공동 연구 중요성 토론하기을 필요성·윤리로 설명하고 적용 조건과 개선 방향을 분석,
융합과학 탐구,융합과학기술 활용 사회적 난제 해결,정확성 | 사회,,융합과학기술 활용 사회적 난제 해결의 자료·조건 변화를 정확성·사회로 해석하고 판단 기준을 분석,
융합과학 탐구,보고서 작성,데이터,,보고서 작성의 자료·조건 변화를 데이터로 해석하고 판단 기준을 분석,
융합과학 탐구,탐구 주제 선정,필요성,,탐구 주제 선정의 자료·조건 변화를 필요성으로 해석하고 판단 기준을 분석,
융합과학 탐구,빅데이터 수집 및 분석,문제 해결 | 빅데이터 | 데이터 | 디지털,과학 기술 사회에서 빅데이터 활용,빅데이터 수집 및 분석의 자료·조건 변화를 과학 기술 사회에서 빅데이터 활용으로 해석하고 판단 기준을 분석,
융합과학 탐구,융합적 탐구 결론 도출하기,데이터 | 단위 | 시간,,융합적 탐구 결론 도출하기의 조건별 변화를 데이터·단위로 해석하고 결과의 신뢰도와 한계를 분석,
융합과학 탐구,연구 노트 작성하기,데이터 | 연속성 | 시간,,연구 노트 작성하기의 조건별 변화를 데이터·연속성으로 해석하고 결과의 신뢰도와 한계를 분석,
융합과학 탐구,선행 연구 탐색 및 융합적 탐구 설계하기,데이터 | 신뢰성 | 생활 | 시간,,선행 연구 탐색 및 융합적 탐구 설계하기의 조건별 변화를 데이터·신뢰성으로 해석하고 결과의 신뢰도와 한계를 분석,
융합과학 탐구,융합적 탐구 결과 발표하기,데이터 | 시간 | 전달 | 표준,,융합적 탐구 결과 발표하기의 조건별 변화를 데이터·시간으로 해석하고 결과의 신뢰도와 한계를 분석,
인공지능 기초,인공지능 진로 아카이브,문제 해결 | 알고리즘 | 인공지능 | AI | 모델 | 조도 | 탐색,자료와 정보의 분석,인공지능 진로 아카이브을 문제 해결·탐색·알고리즘으로 설명하고 적용 조건과 개선 방향을 분석,
인공지능 기초,데이터마이닝 실습,문제 해결 | 알고리즘 | 자료 분석 | 모델링 | 모델,자료와 정보의 분석,데이터마이닝 실습의 조건별 변화를 문제 해결·자료 분석·알고리즘으로 해석하고 결과의 신뢰도와 한계를 분석,
인공지능 기초,인공지능 사례분석,사회 변화 | 인공지능,정보 사회,인공지능 사례분석의 자료·조건 변화를 사회 변화·인공지능·정보 사회로 해석하고 판단 기준을 분석,
인공지능 기초,프로젝트,알고리즘 | 시각화 | 함수,알고리즘 설계와 분석,프로젝트의 조건 재구성과 풀이 비교: 함수·알고리즘·알고리즘 설계와 분석을 중심으로,
인공지능 기초,기계학습 모델 분석하기,모델,,기계학습 모델 분석하기의 자료·조건 변화를 모델로 해석하고 판단 기준을 분석,
인공지능 기초,인공지능 에이전트 탐구 보고서,인공지능,,인공지능 에이전트 탐구 보고서의 조건별 변화를 인공지능으로 해석하고 결과의 신뢰도와 한계를 분석,
인공지능 기초,인공지능 정의하기,인공지능,,인공지능 정의하기의 조건별 변화를 인공지능으로 해석하고 결과의 신뢰도와 한계를 분석,
인공지능 기초,인공지능 융합 보고서,문제 해결 | 인공지능,자료와 정보의 분석,인공지능 융합 보고서을 문제 해결·자료와 정보의 분석으로 설명하고 적용 조건과 개선 방향을 분석,
인공지능 기초,센서를 활용한 스마트 공간 설계,센서,,센서를 활용한 스마트 공간 설계을 센서로 설명하고 적용 조건과 개선 방향을 분석,
인공지능 기초,인공지능 윤리 토의,의사소통 | 인공지능 | 자료 분석 | 소통,컴퓨팅 시스템과 네트워크,인공지능 윤리 토의의 자료·조건 변화를 의사소통·컴퓨팅 시스템과 네트워크로 해석하고 판단 기준을 분석,
인공지능 기초,인공지능 소프트웨어 개발하기,문제 해결 | 의사소통 | 인공지능 | 디지털 | 소통 | 탐색,자료와 정보의 분석,인공지능 소프트웨어 개발하기의 조건별 변화를 문제 해결·탐색·자료와 정보의 분석으로 해석하고 결과의 신뢰도와 한계를 분석,
인공지능 기초,탐색과 추론,인공지능 | 구조화 | 탐색,추상화와 문제 분해,탐색과 추론을 구조화·추상화와 문제 분해로 설명하고 적용 조건과 개선 방향을 분석,
인공지능 기초,인공지능 융합 탐구 프로젝트,인공지능 | 정보,자료와 정보의 표현,인공지능 융합 탐구 프로젝트의 자료·조건 변화를 자료와 정보의 표현으로 해석하고 판단 기준을 분석,
