task_id,subject,subject_raw,level,source,covered,evidence_class,evidence_class_legacy,evidence_scope,subject_concepts,matched_terms,concept_name,concept_display_name,title_overlap,comma_display,fallback_derived,fallback_sources
assessment_task_1ad4148e55,물리,물리학,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_97d56dff84,화학,화학,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_83e61d9b65,화학,화학,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""아세트산"",""식초"",""탄소 화합물의 유용성""]","[""아세트산"",""식초"",""적정"",""중화""]",탄소 화합물의 유용성,탄소 화합물의 유용성,false,false,false,[]
assessment_task_fc2a70a1f7,정보,정보,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""아두이노"",""회로"",""피지컬 컴퓨팅""]","[""컴퓨팅 사고력"",""문제 해결"",""아두이노"",""회로""]",피지컬 컴퓨팅,피지컬 컴퓨팅,false,false,false,[]
assessment_task_64795b6df5,정보,정보,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""알고리즘""]","[""알고리즘""]",알고리즘 설계와 분석,알고리즘 설계와 분석,false,false,false,[]
assessment_task_f526b7b7e7,물리,물리학주제토론,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_2345e9a023,물리,물리학주제토론,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_b315df3705,화학,화학 주제 토론,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_4b4051e3fc,화학,화학 주제 토론,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_9a2d138e4b,생명과학,고급 생명과학,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""물질대사"",""생명과학의 이해""]","[""물질 순환"",""물질대사""]",생명과학의 이해,생명과학의 이해,false,false,false,[]
assessment_task_1313a05e1b,생명과학,고급 생명과학,I_or_other,textbook_concept_dictionary,true,record_only,record_only,record,"[""전달""]","[""전달""]",,전달,false,false,false,[]
assessment_task_11d9b6bed0,지구과학,고급지구과학,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""망원경"",""태양계 천체의 관측과 운동""]","[""망원경"",""관측"",""기후"",""밀도""]",태양계 천체의 관측과 운동,태양계 천체의 관측과 운동,false,false,false,[]
assessment_task_eafc39cc1c,지구과학,고급지구과학,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""관측 자료"",""위성"",""태양계 천체의 관측과 운동""]","[""관측 자료"",""관측"",""위성""]",태양계 천체의 관측과 운동,태양계 천체의 관측과 운동,false,false,false,[]
assessment_task_08c0deb503,데이터 과학,데이터 과학,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""분석 과정"",""탐색"",""데이터 처리"",""자료와 정보의 분석""]","[""분석 과정"",""데이터"",""정보"",""탐색"",""데이터 처리""]",자료와 정보의 분석,자료와 정보의 분석,false,false,false,"[""정보"",""확률과 통계""]"
assessment_task_36aa1f972b,데이터 과학,데이터 과학,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""문제 해결"",""탐색"",""자료와 정보의 분석""]","[""문제 해결"",""데이터"",""모델"",""탐색""]",자료와 정보의 분석,자료와 정보의 분석,false,false,true,"[""정보"",""확률과 통계""]"
assessment_task_1fd21c2d86,미적분1,AP 미적분학Ⅰ,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""모델링"",""미분""]","[""모델링"",""미분""]",,모델링,false,false,false,[]
assessment_task_5d3ec6833a,미적분1,AP 미적분학Ⅰ,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""적분""]","[""적분""]",,적분,false,false,false,[]
assessment_task_799b42b7f4,물리,AP일반물리학I,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""뉴턴 운동 법칙"",""운동량 보존"",""벡터"",""힘과 운동""]","[""뉴턴 운동 법칙"",""운동량 보존"",""운동량"",""벡터"",""모델링""]",힘과 운동,힘과 운동,false,false,false,[]
assessment_task_d90e1fe802,물리,AP일반물리학I,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_4c678cabb9,화학,AP일반화학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_7e518c11e9,화학,AP일반화학Ⅰ,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""보어 모형"",""오비탈"",""함수"",""현대의 원자 모형과 전자 배치""]","[""모형 비교"",""보어 모형"",""전자 배치"",""화학 결합"",""오비탈"",""전자"",""함수"",""파동""]",현대의 원자 모형과 전자 배치,현대의 원자 모형과 전자 배치,false,false,false,[]
assessment_task_20f7b6468a,과학과제 연구,과학과제 연구,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""해석"",""자료 수집·분석·결론 도출""]","[""데이터"",""해석""]",자료 수집·분석·결론 도출,자료 수집·분석·결론 도출,false,false,true,"[""과학탐구실험2"",""과학탐구실험1""]"
assessment_task_811ac03930,과학과제 연구,과학과제 연구,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""참고 문헌"",""탐구 보고서 작성""]","[""참고 문헌""]",탐구 보고서 작성,탐구 보고서 작성,false,false,true,"[""과학탐구실험1""]"
assessment_task_1b6d9f19df,과학과제 연구,과학과제 연구,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""데이터 수집"",""첨단 센서와 디지털 정보 탐구""]","[""데이터 수집"",""참고 문헌"",""데이터"",""해석""]",첨단 센서와 디지털 정보 탐구,첨단 센서와 디지털 정보 탐구,false,false,true,"[""과학탐구실험2"",""과학탐구실험1""]"
assessment_task_4db6638270,공통수학1,공통수학1,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""행렬"",""다항식의 연산""]","[""다항식"",""행렬""]",다항식의 연산,다항식의 연산,false,false,false,[]
assessment_task_69bb8675c2,공통수학1,공통수학1,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""행렬"",""다항식의 연산""]","[""다항식"",""행렬""]",다항식의 연산,다항식의 연산,false,false,false,[]
assessment_task_6c9acdeeb4,공통수학1,공통수학1,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""행렬"",""다항식의 연산""]","[""다항식"",""행렬""]",다항식의 연산,다항식의 연산,false,false,false,[]
assessment_task_2259ae2dee,통합사회1,통합사회1,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""문화 상대주의"",""보편 윤리"",""문화 다양성과 세계화""]","[""문화 상대주의"",""보편 윤리"",""삶의 방식"",""세계 문화"",""문화권""]",문화 다양성과 세계화,문화 다양성과 세계화,false,false,false,[]
assessment_task_5dcf514eff,통합사회1,통합사회1,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""도시화"",""산업화"",""생활 공간 변화와 지역 이해""]","[""문제 해결"",""생활 공간"",""생활 양식"",""해결 방안"",""공동체"",""도시화"",""산업화"",""협력""]",생활 공간 변화와 지역 이해,생활 공간 변화와 지역 이해,false,false,false,[]
assessment_task_80b8a7973c,통합과학1,통합과학1,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""상호작용"",""지구시스템""]","[""상호작용""]",지구시스템,지구시스템,false,false,false,[]
assessment_task_794341003a,통합과학1,통합과학1,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""상호작용"",""지구시스템""]","[""상호작용"",""규칙성""]",지구시스템,지구시스템,false,false,false,[]
assessment_task_4cb2ea7dfe,대수,대수,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""함수"",""수열"",""모델링""]","[""로그함수"",""지수함수"",""로그"",""수열"",""지수"",""함수"",""모델링""]",로그함수의 뜻과 그래프,로그함수의 뜻과 그래프,false,false,false,[]
assessment_task_edbd2adb7d,대수,대수,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""함수"",""수열""]","[""로그함수"",""지수함수"",""로그"",""수열"",""지수"",""함수""]",로그함수의 뜻과 그래프,로그함수의 뜻과 그래프,false,false,false,[]
assessment_task_0846e73338,대수,대수,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""함수"",""수열""]","[""로그함수"",""지수함수"",""로그"",""수열"",""지수"",""함수""]",로그함수의 뜻과 그래프,로그함수의 뜻과 그래프,false,false,false,[]
assessment_task_6185d5e611,과학탐구실험1,과학탐구실험1,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""가설 설정과 탐구 설계""]","[""탐구 설계"",""정확성"",""협력""]",가설 설정과 탐구 설계,가설 설정과 탐구 설계,false,false,false,[]
assessment_task_f108383e72,과학탐구실험1,과학탐구실험1,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""일반화"",""자료 수집·분석·결론 도출""]","[""멘델레예프의 주기율표 만들기"",""탐구 보고서 작성"",""멘델레예프"",""탐구 보고서"",""가설 설정"",""결론 도출"",""과학 마술"",""시나리오""]",자료 수집·분석·결론 도출,자료 수집·분석·결론 도출,false,false,false,[]
assessment_task_270e0f4053,과학탐구실험1,과학탐구실험1,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""변인"",""가설 설정과 탐구 설계""]","[""변인""]",가설 설정과 탐구 설계,가설 설정과 탐구 설계,false,false,false,[]
assessment_task_328b9cbe04,확률과 통계,확률과 통계,I_or_other,subject_fallback,false,fallback,fallback,none,"[""확률과 통계""]",[],,,false,false,false,[]
assessment_task_5e0e729341,확률과 통계,확률과 통계,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""판단""]","[""판단""]",,판단,false,false,false,[]
assessment_task_ac369e1ad4,공통수학1,공통수학1,I_or_other,subject_fallback,false,fallback,fallback,none,"[""공통수학1""]",[],,,false,false,false,[]
assessment_task_0f933e1c6f,공통수학1,공통수학1,I_or_other,subject_fallback,false,fallback,fallback,none,"[""공통수학1""]",[],,,false,false,false,[]
assessment_task_4396efbbc9,공통수학1,공통수학1,I_or_other,subject_fallback,false,fallback,fallback,none,"[""공통수학1""]",[],,,false,false,false,[]
assessment_task_47c55e194b,과학탐구실험1,과학탐구실험1,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""대조"",""변인"",""가설 설정과 탐구 설계""]","[""연역적 탐구"",""가설 설정"",""탐구 방법"",""탐구 설계"",""과학사"",""가설"",""대조"",""변인""]",가설 설정과 탐구 설계,가설 설정과 탐구 설계,false,false,false,[]
assessment_task_14a5b2bcc7,과학탐구실험1,과학탐구실험1,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""해석"",""자료 수집·분석·결론 도출""]","[""관측 자료"",""관측"",""시연"",""해석""]",자료 수집·분석·결론 도출,자료 수집·분석·결론 도출,false,false,false,[]
assessment_task_976215aa9f,통합과학1,통합과학1,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""비금속"",""원소"",""물질 구성과 분류""]","[""주기율표"",""비금속"",""금속"",""성질"",""운동"",""원소""]",물질 구성과 분류,물질 구성과 분류,false,false,false,[]
assessment_task_ef0524e65e,통합과학1,통합과학1,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""주기성"",""규칙성 발견과 주기율표""]","[""전자 배치"",""주기율표"",""규칙성"",""주기성"",""결합"",""성질"",""원소""]",규칙성 발견과 주기율표,규칙성 발견과 주기율표,false,false,false,[]
assessment_task_bc140fc223,통합과학1,통합과학1,I_or_other,subject_fallback,false,fallback,fallback,none,"[""통합과학1""]",[],,,false,false,false,[]
assessment_task_d2066cffdb,통합사회1,통합사회1,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""환경 문제"",""자연환경과 인간의 공존""]","[""지속 가능한 발전"",""문제 해결"",""자연환경"",""환경 문제"",""공동체"",""공존"",""평화""]",자연환경과 인간의 공존,자연환경과 인간의 공존,false,false,false,[]
assessment_task_a1d5e3ab20,통합사회1,통합사회1,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""생활 공간 변화와 지역 이해""]","[""생활 공간"",""해결 방안""]",생활 공간 변화와 지역 이해,생활 공간 변화와 지역 이해,false,false,false,[]
assessment_task_f55b328958,통합사회1,통합사회1,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""자연환경과 인간의 공존""]","[""자연환경"",""문화권"",""기업""]",자연환경과 인간의 공존,자연환경과 인간의 공존,false,false,false,[]
assessment_task_888571eb7a,대수,대수,I_or_other,subject_fallback,false,fallback,fallback,none,"[""대수""]",[],,,false,false,false,[]
assessment_task_c8827287fb,대수,대수,I_or_other,subject_fallback,false,fallback,fallback,none,"[""대수""]",[],,,false,false,false,[]
assessment_task_96287e5333,대수,대수,I_or_other,subject_fallback,false,fallback,fallback,none,"[""대수""]",[],,,false,false,false,[]
assessment_task_e68cba4804,확률과 통계,확률과통계,I_or_other,subject_fallback,false,fallback,fallback,none,"[""확률과 통계""]",[],,,false,false,false,[]
assessment_task_a288a469b0,확률과 통계,확률과통계,I_or_other,subject_fallback,false,fallback,fallback,none,"[""확률과 통계""]",[],,,false,false,false,[]
assessment_task_4a6919a368,확률과 통계,확률과통계,I_or_other,subject_fallback,false,fallback,fallback,none,"[""확률과 통계""]",[],,,false,false,false,[]
assessment_task_5ec60d00a5,물리,물리학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_84a312282d,물리,물리학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_002c031537,물리,물리학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_a49b895386,화학,화학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_74a472ea1e,화학,화학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_088aa09c7b,생명과학,생명과학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_18bab0559f,생명과학,생명과학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_2035ca0590,생명과학,생명과학Ⅰ,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""세포"",""생명과학의 이해""]","[""발생"",""세포""]",생명과학의 이해,생명과학의 이해,false,false,false,[]
assessment_task_8e563c6b4d,지구과학,지구과학Ⅰ,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""밀도"",""해수의 성질""]","[""밀도""]",해수의 성질,해수의 성질,false,false,false,[]
assessment_task_12ed132776,지구과학,지구과학Ⅰ,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""고기압과 저기압"",""일기도"",""날씨의 변화""]","[""고기압과 저기압"",""고기압"",""일기도"",""저기압"",""기압""]",날씨의 변화,날씨의 변화,false,false,false,[]
assessment_task_a850a5079f,지구과학,지구과학Ⅰ,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""해수의 밀도"",""수온"",""해수의 성질""]","[""해수의 밀도"",""해수의 성질"",""밀도"",""수온""]",해수의 성질,해수의 성질,false,false,false,[]
assessment_task_f013165c9a,미적분1,기초미적분학,I_or_other,subject_fallback,false,fallback,fallback,none,"[""미적분1""]",[],,,false,false,false,[]
assessment_task_0d538fd1e8,미적분1,기초미적분학,I_or_other,subject_fallback,false,fallback,fallback,none,"[""미적분1""]",[],,,false,false,false,[]
assessment_task_844a210fe3,물리,일반물리학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_f65e80c66a,물리,일반물리학Ⅰ,I_or_other,textbook_concept_dictionary,true,record_only,record_only,record,"[""관성"",""힘과 운동""]","[""관성""]",힘과 운동,힘과 운동,false,false,false,[]
assessment_task_3da5a2a714,물리,일반물리학실험Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_b1c735f9f1,물리,일반물리학실험Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_735202f852,물리,일반물리학실험Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_35102b51f9,물리,일반물리학실험Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_2783363a4c,물리,일반물리학실험Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_a6933a8163,물리,일반물리학실험Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_daeb120722,화학,일반화학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_cb0141bf77,화학,일반화학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_2a39f38b4c,화학,일반화학실험Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_fb12aa8b6a,화학,일반화학실험Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_77b0bd6297,화학,일반화학실험Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_3c8d5dbdb6,지구과학,일반지구과학,I_or_other,subject_fallback,false,fallback,fallback,none,"[""지구과학""]",[],,,false,false,false,[]
assessment_task_d6057ae34a,지구과학,일반지구과학,I_or_other,subject_fallback,false,fallback,fallback,none,"[""지구과학""]",[],,,false,false,false,[]
assessment_task_750f94f138,지구과학,일반지구과학,I_or_other,subject_fallback,false,fallback,fallback,none,"[""지구과학""]",[],,,false,false,false,[]
assessment_task_f8f385b1de,인공지능 기초,인공지능,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""함수"",""알고리즘""]","[""알고리즘"",""시각화"",""함수""]",알고리즘 설계와 분석,알고리즘 설계와 분석,false,false,false,"[""정보""]"
assessment_task_e5a5f7bba0,인공지능 기초,인공지능,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""함수"",""알고리즘""]","[""알고리즘"",""시각화"",""함수""]",알고리즘 설계와 분석,알고리즘 설계와 분석,false,false,false,"[""정보""]"
assessment_task_688a0ff554,인공지능 기초,인공지능,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""함수"",""알고리즘""]","[""알고리즘"",""시각화"",""함수""]",알고리즘 설계와 분석,알고리즘 설계와 분석,false,false,false,"[""정보""]"
assessment_task_8a2a1ab3e3,미적분1,미적분학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""미적분1""]",[],,,false,false,false,[]
assessment_task_2a2b38e3d4,미적분1,미적분학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""미적분1""]",[],,,false,false,false,[]
assessment_task_389bb04e0f,미적분1,미적분학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""미적분1""]",[],,,false,false,false,[]
assessment_task_2247463777,미적분1,미적분학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""미적분1""]",[],,,false,false,false,[]
assessment_task_c57c8e5263,화학,인공지능과 화학탐구,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_a57cc3a181,화학,인공지능과 화학탐구,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_226de5b873,화학,인공지능과 화학탐구,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_797130debd,데이터 과학,생활 속의 데이터 과학,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""문제 해결"",""시각화"",""데이터 처리"",""자료와 정보의 분석""]","[""문제 해결"",""데이터"",""시각화"",""AI"",""편향"",""데이터 처리""]",자료와 정보의 분석,자료와 정보의 분석,false,false,false,"[""정보"",""확률과 통계""]"
assessment_task_52d1ad44f3,데이터 과학,생활 속의 데이터 과학,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""문제 해결"",""자료와 정보의 분석""]","[""문제 해결"",""데이터"",""AI""]",자료와 정보의 분석,자료와 정보의 분석,false,false,true,"[""정보"",""확률과 통계""]"
assessment_task_eb0660a85c,데이터 과학,생활 속의 데이터 과학,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""문제 해결"",""분석 과정"",""자료와 정보의 분석""]","[""문제 해결"",""분석 과정"",""자료 해석"",""데이터"",""편향""]",자료와 정보의 분석,자료와 정보의 분석,false,false,true,"[""정보"",""확률과 통계""]"
assessment_task_dc71db67c8,물리,일반물리학Ⅱ,II,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_60c333d723,물리,일반물리학Ⅱ,II,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_dfb40ec7ab,물리,일반물리학실험Ⅱ,II,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_a5c2227957,물리,일반물리학실험Ⅱ,II,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_eb351e8624,물리,물리학토픽Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_7b03bd5c32,물리,물리학토픽Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_2e8468cbe3,물리,물리학토픽Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_57496c9080,화학,일반화학Ⅱ,II,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_bed164c95d,화학,일반화학Ⅱ,II,legacy_dictionary,true,record_only,record_only,record,"[""모델링""]","[""모델링""]",,,false,false,false,[]
assessment_task_f8c0a9d19c,화학,일반화학실험Ⅱ,II,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_e045093508,화학,일반화학실험Ⅱ,II,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_96e758c048,화학,일반화학실험Ⅱ,II,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_db8f1233b9,화학,화학토픽Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_e2ef392e5e,화학,화학토픽Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_65f7906b6c,화학,화학토픽Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_d69e43af1c,생명과학,심화생명과학,I_or_other,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_df9e000603,생명과학,심화생명과학,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""면역"",""전달""]","[""면역"",""전달""]",,면역,false,false,false,[]
assessment_task_66be0fe763,생명과학,심화생명과학,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""생체 모방 기술"",""생명과학의 이해""]","[""생체 모방 기술"",""생체 모방"",""전달""]",생명과학의 이해,생명과학의 이해,false,false,false,[]
assessment_task_03e77b8c8d,생명과학,심화생명과학실험,I_or_other,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_db05786e06,생명과학,심화생명과학실험,I_or_other,legacy_dictionary,true,record_only,record_only,record,"[""데이터 처리""]","[""데이터 처리""]",,,false,false,false,[]
assessment_task_9158ba8fa9,생명과학,심화생명과학실험,I_or_other,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_db6cee2016,생명과학,생명과학세미나Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_18cb4a1dbb,생명과학,생명과학세미나Ⅰ,I_or_other,textbook_concept_dictionary,true,record_only,record_only,record,"[""상호 작용""]","[""상호 작용""]",,상호 작용,false,false,false,[]
assessment_task_16e7141e0d,생명과학,생명과학세미나Ⅰ,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""분류"",""유전"",""진화와 생물 다양성""]","[""분류 기준"",""분류"",""유전""]",진화와 생물 다양성,진화와 생물 다양성,false,false,false,[]
assessment_task_d32ea26a25,지구과학,지구과학 토픽Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""지구과학""]",[],,,false,false,false,[]
assessment_task_76caac6f14,지구과학,지구과학 토픽Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""지구과학""]",[],,,false,false,false,[]
assessment_task_2abb414674,지구과학,지구과학 토픽Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""지구과학""]",[],,,false,false,false,[]
assessment_task_01c4db1185,대수,선형대수학,I_or_other,subject_fallback,false,fallback,fallback,none,"[""대수""]",[],,,false,false,false,[]
assessment_task_59b2df6e22,대수,선형대수학,I_or_other,subject_fallback,false,fallback,fallback,none,"[""대수""]",[],,,false,false,false,[]
assessment_task_6194390d11,대수,선형대수학,I_or_other,subject_fallback,false,fallback,fallback,none,"[""대수""]",[],,,false,false,false,[]
assessment_task_0f8dea413b,대수,선형대수학,I_or_other,legacy_dictionary,true,clean,clean,both,"[""모델링""]","[""모델링""]",,,false,false,false,[]
assessment_task_95fe1ac826,물리,물리학과 첨단기술,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_899962aadb,물리,물리학과 첨단기술,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_617d84b52a,물리,물리학과 첨단기술,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_cf729d7b9e,화학,첨단화학,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_bbda0ed877,화학,첨단화학,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_03862c5b29,화학,첨단화학,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_0691f94cb1,공통수학1,공통수학1,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""항등식"",""나머지정리와 인수분해""]","[""다항식"",""항등식""]",나머지정리와 인수분해,나머지정리와 인수분해,false,false,false,[]
assessment_task_c81d16556b,공통수학1,공통수학1,I_or_other,subject_fallback,false,fallback,fallback,none,"[""공통수학1""]",[],,,false,false,false,[]
assessment_task_9bd25dbc9b,통합사회1,통합사회1,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""문제 해결"",""통합적 관점과 행복""]","[""문제 해결"",""해결 방안"",""행복""]",통합적 관점과 행복,통합적 관점과 행복,false,false,false,[]
assessment_task_5b3cb73467,통합사회1,통합사회1,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""생활 양식"",""기후"",""자연환경과 인간의 공존""]","[""생활 양식"",""기후""]",자연환경과 인간의 공존,자연환경과 인간의 공존,false,false,false,[]
assessment_task_789f76772a,통합과학1,통합과학1,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""운동"",""역학 시스템""]","[""역학 시스템"",""오류"",""운동"",""운동량""]",역학 시스템,역학 시스템,false,false,false,[]
