item_id,source_question_no,source_page,solution_page,source_type_label,primary_problem_type_id,canonical_type_name,answer_key,accuracy,difficulty,representation_type,requires_visual_reading,mapping_confidence,cross_set_group
M3_QFUNC_150_S10_Q094,094,25,56,"이차함수 y=ax²+bx+c의 그래프와 a, b, c의 부호",M3_QFUNC_PT170,계수 조건으로 그래프 성질 판단 - 그래프 해석,choice:2,76,standard,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT170::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q095,095,25,56,"이차함수 y=ax²+bx+c의 그래프와 a, b, c의 부호",M3_QFUNC_PT170,계수 조건으로 그래프 성질 판단 - 그래프 해석,choice:4,72,standard,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT170::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q096,096,26,56,"이차함수 y=ax²+bx+c의 그래프와 a, b, c의 부호",M3_QFUNC_PT170,계수 조건으로 그래프 성질 판단 - 그래프 해석,choice:3,73,standard,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT170::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q097,097,26,56,이차함수 y=ax²+bx+c의 그래프와 삼각형의 넓이,M3_QFUNC_PT128,이차함수와 도형 넓이 - 그래프 해석,value:125,69,basic,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT128::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q098,098,26,56,이차함수 y=ax²+bx+c의 그래프와 삼각형의 넓이,M3_QFUNC_PT128,이차함수와 도형 넓이 - 그래프 해석,choice:2,81,basic,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT128::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q099,099,26,57,이차함수 y=ax²+bx+c의 그래프와 삼각형의 넓이,M3_QFUNC_PT128,이차함수와 도형 넓이 - 그래프 해석,value:6,61,basic,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT128::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q100,100,27,57,이차함수 y=ax²+bx+c의 그래프와 삼각형의 넓이,M3_QFUNC_PT128,이차함수와 도형 넓이 - 그래프 해석,value:8,77,basic,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT128::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q101,101,27,57,이차함수 y=ax²+bx+c의 그래프와 삼각형의 넓이,M3_QFUNC_PT128,이차함수와 도형 넓이 - 그래프 해석,value:6,66,basic,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT128::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q102,102,27,57,이차함수 y=ax²+bx+c의 그래프와 삼각형의 넓이,M3_QFUNC_PT128,이차함수와 도형 넓이 - 그래프 해석,value:15,69,basic,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT128::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q103,103,27,57,이차함수 y=ax²+bx+c의 그래프와 삼각형의 넓이,M3_QFUNC_PT128,이차함수와 도형 넓이 - 그래프 해석,value:4,65,basic,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT128::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q104,104,28,58,이차함수 y=ax²+bx+c의 그래프와 삼각형의 넓이,M3_QFUNC_PT128,이차함수와 도형 넓이 - 그래프 해석,choice:4,73,basic,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT128::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q105,105,28,58,이차함수의 식 구하기(2) 꼭짓점과 다른 한 점을 알 때,M3_QFUNC_PT082,꼭짓점과 한 점으로 이차함수식 구하기 - 계산 수행,choice:4,86,basic,symbolic_or_verbal,False,0.92,M3_QFUNC_PT082::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q106,106,28,58,이차함수의 식 구하기(2) 꼭짓점과 다른 한 점을 알 때,M3_QFUNC_PT082,꼭짓점과 한 점으로 이차함수식 구하기 - 계산 수행,value:28,75,basic,symbolic_or_verbal,False,0.92,M3_QFUNC_PT082::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q107,107,28,58,이차함수의 식 구하기(2) 꼭짓점과 다른 한 점을 알 때,M3_QFUNC_PT083,꼭짓점과 한 점으로 이차함수식 구하기 - 그래프 해석,choice:1,74,core,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT083::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q108,108,29,58,이차함수의 식 구하기(2) 꼭짓점과 다른 한 점을 알 때,M3_QFUNC_PT082,꼭짓점과 한 점으로 이차함수식 구하기 - 계산 수행,choice:4,81,basic,symbolic_or_verbal,False,0.92,M3_QFUNC_PT082::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q109,109,29,58,이차함수의 식 구하기(2) 꼭짓점과 다른 한 점을 알 때,M3_QFUNC_PT082,꼭짓점과 한 점으로 이차함수식 구하기 - 계산 수행,value:18,74,basic,symbolic_or_verbal,False,0.92,M3_QFUNC_PT082::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q110,110,29,59,이차함수의 식 구하기(2) 꼭짓점과 다른 한 점을 알 때,M3_QFUNC_PT082,꼭짓점과 한 점으로 이차함수식 구하기 - 계산 수행,choice:5,74,basic,symbolic_or_verbal,False,0.92,M3_QFUNC_PT082::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q111,111,29,59,이차함수의 식 구하기(2) 꼭짓점과 다른 한 점을 알 때,M3_QFUNC_PT082,꼭짓점과 한 점으로 이차함수식 구하기 - 계산 수행,choice:2,86,basic,symbolic_or_verbal,False,0.92,M3_QFUNC_PT082::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q112,112,30,59,이차함수의 식 구하기(2) 꼭짓점과 다른 한 점을 알 때,M3_QFUNC_PT082,꼭짓점과 한 점으로 이차함수식 구하기 - 계산 수행,choice:2,82,basic,symbolic_or_verbal,False,0.92,M3_QFUNC_PT082::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q113,113,30,59,이차함수의 식 구하기(4) y축과의 교점과 두 점을 알 때,M3_QFUNC_PT088,세 점으로 이차함수식 구하기 - 계산 수행,value:5,69,standard,symbolic_or_verbal,False,0.92,M3_QFUNC_PT088::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q114,114,30,59,이차함수의 식 구하기(4) y축과의 교점과 두 점을 알 때,M3_QFUNC_PT089,세 점으로 이차함수식 구하기 - 그래프 해석,value:-3,64,advanced,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT089::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q115,115,30,59,이차함수의 식 구하기(4) y축과의 교점과 두 점을 알 때,M3_QFUNC_PT088,세 점으로 이차함수식 구하기 - 계산 수행,value:2,71,standard,symbolic_or_verbal,False,0.92,M3_QFUNC_PT088::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q116,116,31,59,이차함수의 식 구하기(4) y축과의 교점과 두 점을 알 때,M3_QFUNC_PT088,세 점으로 이차함수식 구하기 - 계산 수행,choice:3,81,standard,symbolic_or_verbal,False,0.92,M3_QFUNC_PT088::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q117,117,31,59,이차함수의 식 구하기(4) y축과의 교점과 두 점을 알 때,M3_QFUNC_PT089,세 점으로 이차함수식 구하기 - 그래프 해석,choice:4,81,advanced,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT089::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q118,118,31,60,이차함수의 식 구하기(4) y축과의 교점과 두 점을 알 때,M3_QFUNC_PT088,세 점으로 이차함수식 구하기 - 계산 수행,choice:2,80,standard,symbolic_or_verbal,False,0.92,M3_QFUNC_PT088::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q119,119,31,60,이차함수의 식 구하기(4) y축과의 교점과 두 점을 알 때,M3_QFUNC_PT088,세 점으로 이차함수식 구하기 - 계산 수행,choice:5,79,standard,symbolic_or_verbal,False,0.92,M3_QFUNC_PT088::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q120,120,32,60,이차함수의 식 구하기(4) y축과의 교점과 두 점을 알 때,M3_QFUNC_PT088,세 점으로 이차함수식 구하기 - 계산 수행,choice:5,80,standard,symbolic_or_verbal,False,0.92,M3_QFUNC_PT088::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q121,121,32,60,이차함수의 식 구하기(4) y축과의 교점과 두 점을 알 때,M3_QFUNC_PT088,세 점으로 이차함수식 구하기 - 계산 수행,choice:5,79,standard,symbolic_or_verbal,False,0.92,M3_QFUNC_PT088::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q122,122,32,60,이차함수의 식 구하기(5) x축과의 두 교점과 다른 한 점을 알 때,M3_QFUNC_PT092,x절편과 y절편으로 식 구하기 - 그래프 해석,choice:1,83,basic,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT092::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q123,123,32,60,이차함수의 식 구하기(5) x축과의 두 교점과 다른 한 점을 알 때,M3_QFUNC_PT092,x절편과 y절편으로 식 구하기 - 그래프 해석,choice:4,82,basic,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT092::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q124,124,33,60,이차함수의 식 구하기(5) x축과의 두 교점과 다른 한 점을 알 때,M3_QFUNC_PT091,x절편과 y절편으로 식 구하기 - 계산 수행,value:10,77,advanced,symbolic_or_verbal,False,0.92,M3_QFUNC_PT091::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q125,125,33,60,이차함수의 식 구하기(5) x축과의 두 교점과 다른 한 점을 알 때,M3_QFUNC_PT092,x절편과 y절편으로 식 구하기 - 그래프 해석,choice:3,81,basic,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT092::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q126,126,33,61,이차함수의 식 구하기(5) x축과의 두 교점과 다른 한 점을 알 때,M3_QFUNC_PT092,x절편과 y절편으로 식 구하기 - 그래프 해석,value:25/8,58,basic,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT092::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q127,127,33,61,이차함수의 식 구하기(5) x축과의 두 교점과 다른 한 점을 알 때,M3_QFUNC_PT092,x절편과 y절편으로 식 구하기 - 그래프 해석,choice:2,68,basic,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT092::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q128,128,34,61,이차함수의 식 구하기(5) x축과의 두 교점과 다른 한 점을 알 때,M3_QFUNC_PT091,x절편과 y절편으로 식 구하기 - 계산 수행,value:3,74,advanced,symbolic_or_verbal,False,0.92,M3_QFUNC_PT091::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q129,129,34,61,이차함수의 식 구하기(5) x축과의 두 교점과 다른 한 점을 알 때,M3_QFUNC_PT091,x절편과 y절편으로 식 구하기 - 계산 수행,value:0,69,advanced,symbolic_or_verbal,False,0.92,M3_QFUNC_PT091::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q130,130,34,61,이차함수의 식 구하기(5) x축과의 두 교점과 다른 한 점을 알 때,M3_QFUNC_PT092,x절편과 y절편으로 식 구하기 - 그래프 해석,choice:2,62,basic,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT092::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q131,131,34,62,이차함수의 식 구하기(6) 그 외,M3_QFUNC_PT175,이차함수 고난도 종합 - 계산 수행,value:6,49,advanced,symbolic_or_verbal,False,0.92,M3_QFUNC_PT175::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q132,132,35,62,이차함수의 식 구하기(6) 그 외,M3_QFUNC_PT175,이차함수 고난도 종합 - 계산 수행,value:15,50,advanced,symbolic_or_verbal,False,0.92,M3_QFUNC_PT175::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q133,133,35,63,이차함수의 식 구하기(6) 그 외,M3_QFUNC_PT175,이차함수 고난도 종합 - 계산 수행,value:9,32,advanced,symbolic_or_verbal,False,0.92,M3_QFUNC_PT175::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q134,134,35,63,이차함수의 식 구하기(6) 그 외,M3_QFUNC_PT175,이차함수 고난도 종합 - 계산 수행,choice:2,66,advanced,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT175::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q135,135,35,63,이차함수의 식 구하기(6) 그 외,M3_QFUNC_PT175,이차함수 고난도 종합 - 계산 수행,choice:2,64,advanced,symbolic_or_verbal,False,0.92,M3_QFUNC_PT175::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q136,136,36,64,이차함수의 식 구하기(6) 그 외,M3_QFUNC_PT175,이차함수 고난도 종합 - 계산 수행,value:10,53,advanced,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT175::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q137,137,36,64,이차함수의 식 구하기(6) 그 외,M3_QFUNC_PT175,이차함수 고난도 종합 - 계산 수행,value:-1,54,advanced,symbolic_or_verbal,False,0.92,M3_QFUNC_PT175::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q138,138,36,64,이차함수의 식 구하기(6) 그 외,M3_QFUNC_PT175,이차함수 고난도 종합 - 계산 수행,choice:3,64,advanced,symbolic_or_verbal,False,0.92,M3_QFUNC_PT175::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q139,139,36,65,이차함수의 식 구하기(6) 그 외,M3_QFUNC_PT175,이차함수 고난도 종합 - 계산 수행,choice:3,61,advanced,symbolic_or_verbal,False,0.92,M3_QFUNC_PT175::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q140,140,37,65,이차함수의 활용(2) 도형의 넓이의 최댓값과 최솟값,M3_QFUNC_PT172,이차함수 활용 문제 - 계산 수행,choice:4,72,standard,symbolic_or_verbal,False,0.92,M3_QFUNC_PT172::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q141,141,37,65,이차함수의 활용(2) 도형의 넓이의 최댓값과 최솟값,M3_QFUNC_PT172,이차함수 활용 문제 - 계산 수행,choice:3,72,standard,symbolic_or_verbal,False,0.92,M3_QFUNC_PT172::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q142,142,37,65,이차함수의 활용(2) 도형의 넓이의 최댓값과 최솟값,M3_QFUNC_PT172,이차함수 활용 문제 - 계산 수행,choice:2,85,standard,symbolic_or_verbal,False,0.92,M3_QFUNC_PT172::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q143,143,37,65,이차함수의 활용(2) 도형의 넓이의 최댓값과 최솟값,M3_QFUNC_PT172,이차함수 활용 문제 - 계산 수행,choice:3,84,standard,symbolic_or_verbal,False,0.92,M3_QFUNC_PT172::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q144,144,38,65,이차함수의 활용(2) 도형의 넓이의 최댓값과 최솟값,M3_QFUNC_PT172,이차함수 활용 문제 - 계산 수행,choice:2,82,standard,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT172::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q145,145,38,65,이차함수의 활용(2) 도형의 넓이의 최댓값과 최솟값,M3_QFUNC_PT172,이차함수 활용 문제 - 계산 수행,value:32|unit:m^2,66,standard,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT172::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q146,146,38,66,이차함수의 활용(2) 도형의 넓이의 최댓값과 최솟값,M3_QFUNC_PT172,이차함수 활용 문제 - 계산 수행,value:10|unit:m,72,standard,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT172::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q147,147,38,66,이차함수의 활용(2) 도형의 넓이의 최댓값과 최솟값,M3_QFUNC_PT172,이차함수 활용 문제 - 계산 수행,value:49|unit:cm^2,72,standard,symbolic_or_verbal,False,0.92,M3_QFUNC_PT172::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q148,148,39,66,이차함수의 활용(4) 이차함수의 식 또는 그래프가 주어진 경우,M3_QFUNC_PT133,상황을 이차함수로 모델링 - 계산 수행,choice:2,79,core,word_problem,False,0.92,M3_QFUNC_PT133::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q149,149,39,66,이차함수의 활용(4) 이차함수의 식 또는 그래프가 주어진 경우,M3_QFUNC_PT173,이차함수 활용 문제 - 그래프 해석,value:25/3,65,advanced,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT173::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S10_Q150,150,39,67,이차함수의 활용(4) 이차함수의 식 또는 그래프가 주어진 경우,M3_QFUNC_PT173,이차함수 활용 문제 - 그래프 해석,choice:1,46,advanced,graph_or_geometry_diagram,True,0.92,M3_QFUNC_PT173::M3_QFUNC_CROSS_SET
