problem_type_id,grade,course,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,raw_section_id,required_solution_checks,status
H2_EL_PT059,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,미지수의 값 구하기,거듭제곱근을 지수로 나타내기(2) 범주의 '미지수의 값 구하기' 유형을 진단한다.,H2_EL_C008|H2_EL_C009,basic,power_root|nth_root|exponent_law|symbolic_condition,14,H2_EXP_LOG_RAW_008,주어진 수의 부호 표시|n의 홀짝 표시|실수근 존재 여부 표시|최종 계산,curated_problem_type_from_image_taxonomy
H2_EL_PT060,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,좌표를 이용한 활용,거듭제곱근을 지수로 나타내기(2) 범주의 '좌표를 이용한 활용' 유형을 진단한다.,H2_EL_C008|H2_EL_C009,advanced,power_root|nth_root|exponent_law|application_modeling,14,H2_EXP_LOG_RAW_008,주어진 수의 부호 표시|n의 홀짝 표시|실수근 존재 여부 표시|최종 계산,curated_problem_type_from_image_taxonomy
H2_EL_PT061,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,한 문자에 대한 경우,거듭제곱을 주어진 문자로 나타내기 범주의 '한 문자에 대한 경우' 유형을 진단한다.,H2_EL_C010,standard,symbolic_condition,15,H2_EXP_LOG_RAW_009,,curated_problem_type_from_image_taxonomy
H2_EL_PT062,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,두 문자에 대한 경우,거듭제곱을 주어진 문자로 나타내기 범주의 '두 문자에 대한 경우' 유형을 진단한다.,H2_EL_C010,standard,symbolic_condition,15,H2_EXP_LOG_RAW_009,,curated_problem_type_from_image_taxonomy
H2_EL_PT063,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,주어진 문자에 대한 식을 다른 문자에 대한 식으로 나타내기,거듭제곱을 주어진 문자로 나타내기 범주의 '주어진 문자에 대한 식을 다른 문자에 대한 식으로 나타내기' 유형을 진단한다.,H2_EL_C010,standard,symbolic_condition,15,H2_EXP_LOG_RAW_009,,curated_problem_type_from_image_taxonomy
H2_EL_PT064,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,주어진 값이 문자에 대한 관계식으로 주어지는 경우,거듭제곱을 주어진 문자로 나타내기 범주의 '주어진 값이 문자에 대한 관계식으로 주어지는 경우' 유형을 진단한다.,H2_EL_C010,advanced,symbolic_condition,15,H2_EXP_LOG_RAW_009,,curated_problem_type_from_image_taxonomy
H2_EL_PT065,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,밑이 분수꼴이고 지수가 유리수인 수가 자연수가 되도록 하는 정수,a^r이 자연수가 될 조건 범주의 '밑이 분수꼴이고 지수가 유리수인 수가 자연수가 되도록 하는 정수' 유형을 진단한다.,H2_EL_C011,standard,condition_judgment|exponent_law|integer_natural_condition|domain_condition,15,H2_EXP_LOG_RAW_010,소인수 지수표 작성|분수지수의 분모 조건 확인|정수/자연수 조건 구분,curated_problem_type_from_image_taxonomy
H2_EL_PT066,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,근호를 사용하여 나타내어진 수가 정수가 되도록 하는 자연수,a^r이 자연수가 될 조건 범주의 '근호를 사용하여 나타내어진 수가 정수가 되도록 하는 자연수' 유형을 진단한다.,H2_EL_C011,standard,power_root|nth_root|condition_judgment|integer_natural_condition,15,H2_EXP_LOG_RAW_010,주어진 수의 부호 표시|n의 홀짝 표시|실수근 존재 여부 표시|최종 계산|소인수 지수표 작성|분수지수의 분모 조건 확인|정수/자연수 조건 구분,curated_problem_type_from_image_taxonomy
H2_EL_PT067,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,실수로 이루어진 집합의 원소 중 자연수인 원소,a^r이 자연수가 될 조건 범주의 '실수로 이루어진 집합의 원소 중 자연수인 원소' 유형을 진단한다.,H2_EL_C011,standard,condition_judgment|integer_natural_condition,15,H2_EXP_LOG_RAW_010,소인수 지수표 작성|분수지수의 분모 조건 확인|정수/자연수 조건 구분,curated_problem_type_from_image_taxonomy
H2_EL_PT068,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,"두 자연수 a,b에 대하여 두 문자를 포함하고 근호를 사용하여 나타내어진 수가 자연수가 되도록 하는 경우","a^r이 자연수가 될 조건 범주의 '두 자연수 a,b에 대하여 두 문자를 포함하고 근호를 사용하여 나타내어진 수가 자연수가 되도록 하는 경우' 유형을 진단한다.",H2_EL_C011,standard,power_root|nth_root|condition_judgment|integer_natural_condition|symbolic_condition,15,H2_EXP_LOG_RAW_010,주어진 수의 부호 표시|n의 홀짝 표시|실수근 존재 여부 표시|최종 계산|소인수 지수표 작성|분수지수의 분모 조건 확인|정수/자연수 조건 구분,curated_problem_type_from_image_taxonomy
H2_EL_PT069,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,주어진 수가 유리수 또는 자연수가 되도록 하는 미지수,a^r이 자연수가 될 조건 범주의 '주어진 수가 유리수 또는 자연수가 되도록 하는 미지수' 유형을 진단한다.,H2_EL_C011,standard,condition_judgment|exponent_law|integer_natural_condition|symbolic_condition,15,H2_EXP_LOG_RAW_010,소인수 지수표 작성|분수지수의 분모 조건 확인|정수/자연수 조건 구분,curated_problem_type_from_image_taxonomy
H2_EL_PT070,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,"주어진 수가 조건을 만족하도록 하는 자연수 a,b","a^r이 자연수가 될 조건 범주의 '주어진 수가 조건을 만족하도록 하는 자연수 a,b' 유형을 진단한다.",H2_EL_C011,advanced,condition_judgment|integer_natural_condition,15,H2_EXP_LOG_RAW_010,소인수 지수표 작성|분수지수의 분모 조건 확인|정수/자연수 조건 구분,curated_problem_type_from_image_taxonomy
H2_EL_PT071,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,두 문자에 대한 지수가 유리수인 다항식의 계산,지수법칙과 곱셈 공식 범주의 '두 문자에 대한 지수가 유리수인 다항식의 계산' 유형을 진단한다.,H2_EL_C012,standard,exponent_law|integer_natural_condition|algebraic_manipulation|symbolic_condition,16,H2_EXP_LOG_RAW_011,소인수 지수표 작성|분수지수의 분모 조건 확인|정수/자연수 조건 구분,curated_problem_type_from_image_taxonomy
H2_EL_PT072,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,지수법칙과 곱셈공식 결합,지수법칙과 곱셈 공식 범주의 '지수법칙과 곱셈공식 결합' 유형을 진단한다.,H2_EL_C012,standard,exponent_law,16,H2_EXP_LOG_RAW_011,,curated_problem_type_from_image_taxonomy
H2_EL_PT073,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,조건식이 주어질 때 식의 값 구하기,지수법칙과 곱셈 공식 범주의 '조건식이 주어질 때 식의 값 구하기' 유형을 진단한다.,H2_EL_C012,advanced,condition_judgment|exponent_law,16,H2_EXP_LOG_RAW_011,,curated_problem_type_from_image_taxonomy
H2_EL_PT074,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,이차방정식의 두 근과 지수식 계산,지수법칙과 곱셈 공식 범주의 '이차방정식의 두 근과 지수식 계산' 유형을 진단한다.,H2_EL_C012,advanced,exponent_law|algebraic_manipulation|quadratic_connection,16,H2_EXP_LOG_RAW_011,,curated_problem_type_from_image_taxonomy
H2_EL_PT075,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,좌표를 이용한 지수식 조건 해석,지수법칙과 곱셈 공식 범주의 '좌표를 이용한 지수식 조건 해석' 유형을 진단한다.,H2_EL_C012,advanced,condition_judgment|exponent_law,16,H2_EXP_LOG_RAW_011,,curated_problem_type_from_image_taxonomy
H2_EL_PT076,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,a^x+a^{-x}의 값이 주어진 경우,a^x+a^{-x} 꼴의 식의 값 범주의 'a^x+a^{-x}의 값이 주어진 경우' 유형을 진단한다.,H2_EL_C012,standard,classification,17,H2_EXP_LOG_RAW_012,,curated_problem_type_from_image_taxonomy
H2_EL_PT077,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,a^x-a^{-x}의 값 구하기,a^x+a^{-x} 꼴의 식의 값 범주의 'a^x-a^{-x}의 값 구하기' 유형을 진단한다.,H2_EL_C012,basic,classification,17,H2_EXP_LOG_RAW_012,,curated_problem_type_from_image_taxonomy
H2_EL_PT078,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,a^x+a^{-x} 형태의 함수값 조건,a^x+a^{-x} 꼴의 식의 값 범주의 'a^x+a^{-x} 형태의 함수값 조건' 유형을 진단한다.,H2_EL_C012,advanced,condition_judgment,17,H2_EXP_LOG_RAW_012,,curated_problem_type_from_image_taxonomy
H2_EL_PT079,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,분수식으로 표현된 식의 값 구하기,a^x+a^{-x} 꼴의 식의 값 범주의 '분수식으로 표현된 식의 값 구하기' 유형을 진단한다.,H2_EL_C012,basic,classification,17,H2_EXP_LOG_RAW_012,,curated_problem_type_from_image_taxonomy
H2_EL_PT080,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,a^x=b^y 조건이 주어진 경우,a^x=b^y가 주어질 때 식의 값 범주의 'a^x=b^y 조건이 주어진 경우' 유형을 진단한다.,H2_EL_C013,advanced,condition_judgment,18,H2_EXP_LOG_RAW_013,,curated_problem_type_from_image_taxonomy
H2_EL_PT081,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,a^x=b^y와 다른 관계식이 함께 주어진 경우,a^x=b^y가 주어질 때 식의 값 범주의 'a^x=b^y와 다른 관계식이 함께 주어진 경우' 유형을 진단한다.,H2_EL_C013,advanced,classification,18,H2_EXP_LOG_RAW_013,,curated_problem_type_from_image_taxonomy
H2_EL_PT082,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,a^x=b^y=c^z 꼴의 관계식,a^x=b^y가 주어질 때 식의 값 범주의 'a^x=b^y=c^z 꼴의 관계식' 유형을 진단한다.,H2_EL_C013,advanced,classification,18,H2_EXP_LOG_RAW_013,,curated_problem_type_from_image_taxonomy
H2_EL_PT083,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,실수에 대한 관계식이 주어진 경우 양수인 값 구하기,a^x=b^y가 주어질 때 식의 값 범주의 '실수에 대한 관계식이 주어진 경우 양수인 값 구하기' 유형을 진단한다.,H2_EL_C013,basic,condition_judgment,18,H2_EXP_LOG_RAW_013,,curated_problem_type_from_image_taxonomy
H2_EL_PT084,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,수열과 지수적 증가,지수의 실생활 활용 범주의 '수열과 지수적 증가' 유형을 진단한다.,H2_EL_C014,standard,exponent_law|application_modeling,18|19|20,H2_EXP_LOG_RAW_014,,curated_problem_type_from_image_taxonomy
H2_EL_PT085,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,미생물 또는 바이러스의 개체수,지수의 실생활 활용 범주의 '미생물 또는 바이러스의 개체수' 유형을 진단한다.,H2_EL_C014,standard,exponent_law|application_modeling,18|19|20,H2_EXP_LOG_RAW_014,,curated_problem_type_from_image_taxonomy
H2_EL_PT086,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,쿨롱 법칙 또는 빛의 세기,지수의 실생활 활용 범주의 '쿨롱 법칙 또는 빛의 세기' 유형을 진단한다.,H2_EL_C014,standard,exponent_law|application_modeling,18|19|20,H2_EXP_LOG_RAW_014,,curated_problem_type_from_image_taxonomy
H2_EL_PT087,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,시간과 원유 높이의 관계,지수의 실생활 활용 범주의 '시간과 원유 높이의 관계' 유형을 진단한다.,H2_EL_C014,standard,exponent_law|application_modeling,18|19|20,H2_EXP_LOG_RAW_014,,curated_problem_type_from_image_taxonomy
H2_EL_PT088,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,연평균 성장률,지수의 실생활 활용 범주의 '연평균 성장률' 유형을 진단한다.,H2_EL_C014,standard,exponent_law|application_modeling,18|19|20,H2_EXP_LOG_RAW_014,,curated_problem_type_from_image_taxonomy
H2_EL_PT089,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,수도관 물의 속력,지수의 실생활 활용 범주의 '수도관 물의 속력' 유형을 진단한다.,H2_EL_C014,standard,exponent_law|application_modeling,18|19|20,H2_EXP_LOG_RAW_014,,curated_problem_type_from_image_taxonomy
H2_EL_PT090,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,종단 속력,지수의 실생활 활용 범주의 '종단 속력' 유형을 진단한다.,H2_EL_C014,standard,exponent_law|application_modeling,18|19|20,H2_EXP_LOG_RAW_014,,curated_problem_type_from_image_taxonomy
H2_EL_PT091,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,GDP와 메달 가치,지수의 실생활 활용 범주의 'GDP와 메달 가치' 유형을 진단한다.,H2_EL_C014,standard,exponent_law|application_modeling,18|19|20,H2_EXP_LOG_RAW_014,,curated_problem_type_from_image_taxonomy
H2_EL_PT092,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,주파수 계기판,지수의 실생활 활용 범주의 '주파수 계기판' 유형을 진단한다.,H2_EL_C014,standard,exponent_law|application_modeling,18|19|20,H2_EXP_LOG_RAW_014,,curated_problem_type_from_image_taxonomy
H2_EL_PT093,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,밑 또는 진수가 일차식인 로그,로그의 밑과 진수의 조건 범주의 '밑 또는 진수가 일차식인 로그' 유형을 진단한다.,H2_EL_C015|H2_EL_C016,standard,condition_judgment|logarithm|domain_condition,22,H2_EXP_LOG_RAW_015,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT094,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,밑과 진수가 모두 일차식인 로그,로그의 밑과 진수의 조건 범주의 '밑과 진수가 모두 일차식인 로그' 유형을 진단한다.,H2_EL_C015|H2_EL_C016,standard,condition_judgment|logarithm|domain_condition,22,H2_EXP_LOG_RAW_015,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT095,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,로그가 정의되도록 하는 조건,로그의 밑과 진수의 조건 범주의 '로그가 정의되도록 하는 조건' 유형을 진단한다.,H2_EL_C015|H2_EL_C016,advanced,condition_judgment|logarithm|domain_condition,22,H2_EXP_LOG_RAW_015,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT096,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,두 로그가 모두 정의되도록 하는 미지수 구하기,로그의 밑과 진수의 조건 범주의 '두 로그가 모두 정의되도록 하는 미지수 구하기' 유형을 진단한다.,H2_EL_C015|H2_EL_C016,basic,condition_judgment|exponent_law|logarithm|domain_condition|symbolic_condition,22,H2_EXP_LOG_RAW_015,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT097,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,밑과 진수가 모두 이차식인 로그가 정의되도록 하는 미지수 구하기,로그의 밑과 진수의 조건 범주의 '밑과 진수가 모두 이차식인 로그가 정의되도록 하는 미지수 구하기' 유형을 진단한다.,H2_EL_C015|H2_EL_C016,basic,condition_judgment|exponent_law|logarithm|domain_condition|symbolic_condition,22,H2_EXP_LOG_RAW_015,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT098,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,주어진 값을 문자에 대한 식으로 나타내기,로그의 성질 범주의 '주어진 값을 문자에 대한 식으로 나타내기' 유형을 진단한다.,H2_EL_C017,standard,logarithm|algebraic_manipulation|symbolic_condition,23,H2_EXP_LOG_RAW_016,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT099,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,로그값 구하기,로그의 성질 범주의 '로그값 구하기' 유형을 진단한다.,H2_EL_C017,basic,logarithm|algebraic_manipulation,23,H2_EXP_LOG_RAW_016,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT100,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,로그의 성질을 이용한 식의 값,로그의 성질 범주의 '로그의 성질을 이용한 식의 값' 유형을 진단한다.,H2_EL_C017,standard,logarithm|algebraic_manipulation,23,H2_EXP_LOG_RAW_016,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT101,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,로그식의 값이 주어지는 경우,로그의 성질 범주의 '로그식의 값이 주어지는 경우' 유형을 진단한다.,H2_EL_C017,standard,logarithm|algebraic_manipulation,23,H2_EXP_LOG_RAW_016,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT102,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,로그값 구하기,로그의 밑의 변환 범주의 '로그값 구하기' 유형을 진단한다.,H2_EL_C018,basic,logarithm|domain_condition,23,H2_EXP_LOG_RAW_017,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT103,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,밑 변환식 계산,로그의 밑의 변환 범주의 '밑 변환식 계산' 유형을 진단한다.,H2_EL_C018,standard,logarithm|domain_condition|algebraic_manipulation,23,H2_EXP_LOG_RAW_017,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT104,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,로그의 연산에서 미지수의 값 구하기,로그의 밑의 변환 범주의 '로그의 연산에서 미지수의 값 구하기' 유형을 진단한다.,H2_EL_C018,basic,exponent_law|logarithm|domain_condition|algebraic_manipulation|symbolic_condition,23,H2_EXP_LOG_RAW_017,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT105,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,로그값 조건 해석,로그의 밑의 변환 범주의 '로그값 조건 해석' 유형을 진단한다.,H2_EL_C018,advanced,condition_judgment|logarithm|domain_condition,23,H2_EXP_LOG_RAW_017,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT106,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,지수에 로그가 있는 수의 연산,로그의 여러 가지 성질 범주의 '지수에 로그가 있는 수의 연산' 유형을 진단한다.,H2_EL_C019,standard,exponent_law|logarithm|algebraic_manipulation,24|25,H2_EXP_LOG_RAW_018,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT107,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,미지수의 값이 지수에 로그가 있는 경우,로그의 여러 가지 성질 범주의 '미지수의 값이 지수에 로그가 있는 경우' 유형을 진단한다.,H2_EL_C019,standard,exponent_law|logarithm|algebraic_manipulation|symbolic_condition,24|25,H2_EXP_LOG_RAW_018,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT108,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,로그의 연산 장치,로그의 여러 가지 성질 범주의 '로그의 연산 장치' 유형을 진단한다.,H2_EL_C019,standard,logarithm|algebraic_manipulation,24|25,H2_EXP_LOG_RAW_018,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT109,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,지수에 로그가 있는 수가 정수가 되도록 하는 경우,로그의 여러 가지 성질 범주의 '지수에 로그가 있는 수가 정수가 되도록 하는 경우' 유형을 진단한다.,H2_EL_C019,standard,exponent_law|integer_natural_condition|logarithm|algebraic_manipulation,24|25,H2_EXP_LOG_RAW_018,소인수 지수표 작성|분수지수의 분모 조건 확인|정수/자연수 조건 구분|밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT110,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,로그 연산 성질과 대수적 관계를 이용한 표현식 결정,로그의 여러 가지 성질 범주의 '로그 연산 성질과 대수적 관계를 이용한 표현식 결정' 유형을 진단한다.,H2_EL_C019,standard,logarithm|algebraic_manipulation,24|25,H2_EXP_LOG_RAW_018,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT111,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,세 미지수 조건이 주어질 때 식의 값 구하기,로그의 여러 가지 성질 범주의 '세 미지수 조건이 주어질 때 식의 값 구하기' 유형을 진단한다.,H2_EL_C019,advanced,condition_judgment|exponent_law|logarithm|algebraic_manipulation|symbolic_condition,24|25,H2_EXP_LOG_RAW_018,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT112,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,로그의 성질 증명,로그에 대한 증명 범주의 '로그의 성질 증명' 유형을 진단한다.,H2_EL_C017|H2_EL_C018,standard,logarithm|algebraic_manipulation,25,H2_EXP_LOG_RAW_019,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT113,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,로그의 밑의 변환 성질 증명,로그에 대한 증명 범주의 '로그의 밑의 변환 성질 증명' 유형을 진단한다.,H2_EL_C017|H2_EL_C018,standard,logarithm|domain_condition|algebraic_manipulation,25,H2_EXP_LOG_RAW_019,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT114,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,로그 계산 성질 증명,로그에 대한 증명 범주의 '로그 계산 성질 증명' 유형을 진단한다.,H2_EL_C017|H2_EL_C018,standard,logarithm|algebraic_manipulation,25,H2_EXP_LOG_RAW_019,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT115,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,로그값 조건이 주어진 경우,로그의 성질의 활용(1): log_a b=c가 주어진 경우 범주의 '로그값 조건이 주어진 경우' 유형을 진단한다.,H2_EL_C020,advanced,condition_judgment|logarithm|algebraic_manipulation|application_modeling,25,H2_EXP_LOG_RAW_020,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT116,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,로그 관계식이 주어진 경우,로그의 성질의 활용(1): log_a b=c가 주어진 경우 범주의 '로그 관계식이 주어진 경우' 유형을 진단한다.,H2_EL_C020,advanced,logarithm|algebraic_manipulation|application_modeling,25,H2_EXP_LOG_RAW_020,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT117,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,미지수로 정의된 로그식의 값,로그의 성질의 활용(1): log_a b=c가 주어진 경우 범주의 '미지수로 정의된 로그식의 값' 유형을 진단한다.,H2_EL_C020,standard,condition_judgment|exponent_law|logarithm|domain_condition|algebraic_manipulation|application_modeling|symbolic_condition,25,H2_EXP_LOG_RAW_020,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT118,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,미지수의 값이 주어질 때 식의 값 구하기,로그의 성질의 활용(1): log_a b=c가 주어진 경우 범주의 '미지수의 값이 주어질 때 식의 값 구하기' 유형을 진단한다.,H2_EL_C020,basic,exponent_law|logarithm|algebraic_manipulation|application_modeling|symbolic_condition,25,H2_EXP_LOG_RAW_020,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT119,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,미지수의 관계식이 주어질 때 식의 값 구하기,로그의 성질의 활용(1): log_a b=c가 주어진 경우 범주의 '미지수의 관계식이 주어질 때 식의 값 구하기' 유형을 진단한다.,H2_EL_C020,basic,exponent_law|logarithm|algebraic_manipulation|application_modeling|symbolic_condition,25,H2_EXP_LOG_RAW_020,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT120,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,미지수 x에 대하여 a^x=b^y가 주어진 경우,로그의 성질의 활용(2): a^x=b^y가 주어진 경우 범주의 '미지수 x에 대하여 a^x=b^y가 주어진 경우' 유형을 진단한다.,H2_EL_C020,standard,exponent_law|logarithm|algebraic_manipulation|application_modeling|symbolic_condition,26,H2_EXP_LOG_RAW_021,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT121,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,"두 미지수 x,y에 대하여 a^x=b^y=k가 주어진 경우","로그의 성질의 활용(2): a^x=b^y가 주어진 경우 범주의 '두 미지수 x,y에 대하여 a^x=b^y=k가 주어진 경우' 유형을 진단한다.",H2_EL_C020,standard,exponent_law|logarithm|algebraic_manipulation|application_modeling|symbolic_condition,26,H2_EXP_LOG_RAW_021,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT122,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,"두 미지수 x,y에 대하여 a^x=b, c^y=d가 주어진 경우","로그의 성질의 활용(2): a^x=b^y가 주어진 경우 범주의 '두 미지수 x,y에 대하여 a^x=b, c^y=d가 주어진 경우' 유형을 진단한다.",H2_EL_C020,standard,exponent_law|logarithm|algebraic_manipulation|application_modeling|symbolic_condition,26,H2_EXP_LOG_RAW_021,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT123,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,"세 미지수 x,y,z에 대한 관계식","로그의 성질의 활용(2): a^x=b^y가 주어진 경우 범주의 '세 미지수 x,y,z에 대한 관계식' 유형을 진단한다.",H2_EL_C020,advanced,exponent_law|logarithm|algebraic_manipulation|application_modeling|symbolic_condition,26,H2_EXP_LOG_RAW_021,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT124,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,두 미지수 또는 세 미지수에 대한 식의 값 구하기,로그의 성질의 활용(2): a^x=b^y가 주어진 경우 범주의 '두 미지수 또는 세 미지수에 대한 식의 값 구하기' 유형을 진단한다.,H2_EL_C020,basic,exponent_law|logarithm|algebraic_manipulation|application_modeling|symbolic_condition,26,H2_EXP_LOG_RAW_021,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
