problem_type_id,type_name,concept_ids,default_difficulty,error_tags,source_orders,raw_section_id,description
M2_LF_PT087,기울기와 한 점으로 식 구하기 - 한 점을 지나는 직선의 식,M2_FUNC_C022,advanced,line_equation_from_point_slope;substitute_point;find_b,29,M2_LF_RAW_022,식 구하기 범주의 '기울기와 한 점으로 식 구하기' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT088,기울기와 한 점으로 식 구하기 - 기울기와 한 점으로 식 구하기,M2_FUNC_C022,basic,line_equation_from_point_slope;substitute_point;find_b,29,M2_LF_RAW_022,식 구하기 범주의 '기울기와 한 점으로 식 구하기' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT089,두 점으로 기울기 계산,M2_FUNC_C023,standard,line_equation_from_two_points;slope_then_intercept,30,M2_LF_RAW_023,식 구하기 범주의 '두 점으로 직선의 식 구하기' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT090,두 점으로 직선의 식 구하기 - 한 점 대입하여 y절편 구하기,M2_FUNC_C023,advanced,line_equation_from_two_points;slope_then_intercept,30,M2_LF_RAW_023,식 구하기 범주의 '두 점으로 직선의 식 구하기' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT091,두 점으로 직선의 식 구하기 - 좌표 순서 확인,M2_FUNC_C023,basic,line_equation_from_two_points;slope_then_intercept,30,M2_LF_RAW_023,식 구하기 범주의 '두 점으로 직선의 식 구하기' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT092,두 점으로 직선의 식 구하기 - 두 점으로 직선의 식 구하기,M2_FUNC_C023,basic,line_equation_from_two_points;slope_then_intercept,30,M2_LF_RAW_023,식 구하기 범주의 '두 점으로 직선의 식 구하기' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT093,두 절편으로 직선의 식,M2_FUNC_C024,advanced,line_equation_from_intercepts;intercept_form;sign_of_intercept,30;31,M2_LF_RAW_024,식 구하기 범주의 'x절편과 y절편으로 식 구하기' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT094,x절편과 y절편으로 식 구하기 - 절편형 사고,M2_FUNC_C024,basic,line_equation_from_intercepts;intercept_form;sign_of_intercept,30;31,M2_LF_RAW_024,식 구하기 범주의 'x절편과 y절편으로 식 구하기' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT095,x절편과 y절편으로 식 구하기 - 절편의 부호와 길이 구분,M2_FUNC_C024,basic,line_equation_from_intercepts;intercept_form;sign_of_intercept,30;31,M2_LF_RAW_024,식 구하기 범주의 'x절편과 y절편으로 식 구하기' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT096,x절편과 y절편으로 식 구하기 - x절편과 y절편으로 식 구하기,M2_FUNC_C024,standard,line_equation_from_intercepts;intercept_form;sign_of_intercept,30;31,M2_LF_RAW_024,식 구하기 범주의 'x절편과 y절편으로 식 구하기' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT097,평행/절편/점 조건 결합,M2_FUNC_C025,basic,combined_conditions;line_equation;parameter,31,M2_LF_RAW_025,종합 조건 범주의 '여러 조건을 만족하는 식' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT098,여러 조건을 만족하는 식 - 미지수 계수 조건,M2_FUNC_C025,basic,combined_conditions;line_equation;parameter,31,M2_LF_RAW_025,종합 조건 범주의 '여러 조건을 만족하는 식' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT099,여러 조건을 만족하는 식 - 조건 해석 순서,M2_FUNC_C025,standard,combined_conditions;line_equation;parameter,31,M2_LF_RAW_025,종합 조건 범주의 '여러 조건을 만족하는 식' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT100,여러 조건을 만족하는 식 - 여러 조건을 만족하는 식,M2_FUNC_C025,standard,combined_conditions;line_equation;parameter,31,M2_LF_RAW_025,종합 조건 범주의 '여러 조건을 만족하는 식' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT101,거리·시간·요금 관계식,M2_FUNC_C026,basic,linear_modeling;initial_value;rate_of_change,32,M2_LF_RAW_026,상황 모델링 범주의 '일차함수 활용' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT102,일차함수 활용 - 처음값과 변화율 해석,M2_FUNC_C026,standard,linear_modeling;initial_value;rate_of_change,32,M2_LF_RAW_026,상황 모델링 범주의 '일차함수 활용' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT103,일차함수 활용 - 문장 조건을 그래프로 변환,M2_FUNC_C026,standard,linear_modeling;initial_value;rate_of_change,32,M2_LF_RAW_026,상황 모델링 범주의 '일차함수 활용' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT104,일차함수 활용 - 일차함수 활용,M2_FUNC_C026,advanced,linear_modeling;initial_value;rate_of_change,32,M2_LF_RAW_026,상황 모델링 범주의 '일차함수 활용' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT105,좌표평면에서 길이·넓이 활용,M2_FUNC_C027,standard,geometry_graph;distance_area;coordinate_modeling,32;33,M2_LF_RAW_027,도형·거리 범주의 '도형과 거리 활용' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT106,도형과 거리 활용 - 이동 거리와 시간 그래프,M2_FUNC_C027,standard,geometry_graph;distance_area;coordinate_modeling,32;33,M2_LF_RAW_027,도형·거리 범주의 '도형과 거리 활용' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT107,도형과 거리 활용 - 도형 조건을 식으로 변환,M2_FUNC_C027,advanced,geometry_graph;distance_area;coordinate_modeling,32;33,M2_LF_RAW_027,도형·거리 범주의 '도형과 거리 활용' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT108,도형과 거리 활용 - 도형과 거리 활용,M2_FUNC_C027,basic,geometry_graph;distance_area;coordinate_modeling,32;33,M2_LF_RAW_027,도형·거리 범주의 '도형과 거리 활용' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT109,ax+by+c=0의 그래프,M2_FUNC_C028,standard,linear_equation_graph;standard_form;intercepts,33,M2_LF_RAW_028,방정식 그래프 범주의 '일차방정식의 그래프' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT110,"일차방정식의 그래프 - x,y 절편으로 그래프 그리기",M2_FUNC_C028,advanced,linear_equation_graph;standard_form;intercepts,33,M2_LF_RAW_028,방정식 그래프 범주의 '일차방정식의 그래프' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT111,일차방정식의 그래프 - 방정식과 직선의 대응,M2_FUNC_C028,basic,linear_equation_graph;standard_form;intercepts,33,M2_LF_RAW_028,방정식 그래프 범주의 '일차방정식의 그래프' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT112,일차방정식의 그래프 - 일차방정식의 그래프,M2_FUNC_C028,basic,linear_equation_graph;standard_form;intercepts,33,M2_LF_RAW_028,방정식 그래프 범주의 '일차방정식의 그래프' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT113,좌표를 방정식에 대입,M2_FUNC_C029,advanced,point_on_equation_graph;coordinate_substitution;unknown_coordinate,34,M2_LF_RAW_029,그래프 위의 점 범주의 '방정식 그래프 위의 점' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT114,방정식 그래프 위의 점 - 그래프 위/밖의 점 판별,M2_FUNC_C029,basic,point_on_equation_graph;coordinate_substitution;unknown_coordinate,34,M2_LF_RAW_029,그래프 위의 점 범주의 '방정식 그래프 위의 점' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT115,방정식 그래프 위의 점 - 미지수 좌표 구하기,M2_FUNC_C029,basic,point_on_equation_graph;coordinate_substitution;unknown_coordinate,34,M2_LF_RAW_029,그래프 위의 점 범주의 '방정식 그래프 위의 점' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT116,방정식 그래프 위의 점 - 방정식 그래프 위의 점,M2_FUNC_C029,standard,point_on_equation_graph;coordinate_substitution;unknown_coordinate,34,M2_LF_RAW_029,그래프 위의 점 범주의 '방정식 그래프 위의 점' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT117,일차방정식 그래프의 기울기,M2_FUNC_C030;M2_FUNC_C031,basic,standard_to_slope_intercept;coefficient_relation;graph_property,34;35,M2_LF_RAW_030,성질 범주의 '그래프와 방정식 성질' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT118,그래프와 방정식 성질 - 계수와 절편 관계,M2_FUNC_C030;M2_FUNC_C031,basic,standard_to_slope_intercept;coefficient_relation;graph_property,34;35,M2_LF_RAW_030,성질 범주의 '그래프와 방정식 성질' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT119,그래프와 방정식 성질 - 표준형과 함수식 변환,M2_FUNC_C030;M2_FUNC_C031,standard,standard_to_slope_intercept;coefficient_relation;graph_property,34;35,M2_LF_RAW_030,성질 범주의 '그래프와 방정식 성질' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT120,그래프와 방정식 성질 - 그래프와 방정식 성질,M2_FUNC_C030;M2_FUNC_C031,standard,standard_to_slope_intercept;coefficient_relation;graph_property,34;35,M2_LF_RAW_030,성질 범주의 '그래프와 방정식 성질' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT121,"x=a, y=b 형태 구분",M2_FUNC_C032;M2_FUNC_C033,basic,vertical_horizontal_line;x_equals_a;y_equals_b,35;36,M2_LF_RAW_031,특수 직선 범주의 '좌표축에 평행한 직선' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT122,좌표축에 평행한 직선 - 수직선/수평선 그래프,M2_FUNC_C032;M2_FUNC_C033,standard,vertical_horizontal_line;x_equals_a;y_equals_b,35;36,M2_LF_RAW_031,특수 직선 범주의 '좌표축에 평행한 직선' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT123,좌표축에 평행한 직선 - 기울기 없는 경우 판단,M2_FUNC_C032;M2_FUNC_C033,standard,vertical_horizontal_line;x_equals_a;y_equals_b,35;36,M2_LF_RAW_031,특수 직선 범주의 '좌표축에 평행한 직선' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT124,좌표축에 평행한 직선 - 좌표축에 평행한 직선,M2_FUNC_C032;M2_FUNC_C033,advanced,vertical_horizontal_line;x_equals_a;y_equals_b,35;36,M2_LF_RAW_031,특수 직선 범주의 '좌표축에 평행한 직선' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT125,두 직선과 좌표축의 넓이,M2_FUNC_C034,standard,area_between_lines;intersection;coordinate_area,36;37,M2_LF_RAW_032,넓이 범주의 '직선으로 둘러싸인 넓이' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT126,직선으로 둘러싸인 넓이 - 교점과 절편 활용,M2_FUNC_C034,standard,area_between_lines;intersection;coordinate_area,36;37,M2_LF_RAW_032,넓이 범주의 '직선으로 둘러싸인 넓이' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT127,직선으로 둘러싸인 넓이 - 삼각형/사각형 넓이 계산,M2_FUNC_C034,advanced,area_between_lines;intersection;coordinate_area,36;37,M2_LF_RAW_032,넓이 범주의 '직선으로 둘러싸인 넓이' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT128,직선으로 둘러싸인 넓이 - 직선으로 둘러싸인 넓이,M2_FUNC_C034,basic,area_between_lines;intersection;coordinate_area,36;37,M2_LF_RAW_032,넓이 범주의 '직선으로 둘러싸인 넓이' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT129,두 직선의 교점 구하기,M2_FUNC_C035;M2_FUNC_C036,standard,intersection_solution;simultaneous_equation_graph;graph_solution,38;39,M2_LF_RAW_033,교점 범주의 '교점과 해' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT130,교점과 해 - 연립방정식의 해와 교점 연결,M2_FUNC_C035;M2_FUNC_C036,advanced,intersection_solution;simultaneous_equation_graph;graph_solution,38;39,M2_LF_RAW_033,교점 범주의 '교점과 해' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT131,교점과 해 - 그래프에서 해 읽기,M2_FUNC_C035;M2_FUNC_C036,basic,intersection_solution;simultaneous_equation_graph;graph_solution,38;39,M2_LF_RAW_033,교점 범주의 '교점과 해' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT132,교점과 해 - 교점과 해,M2_FUNC_C035;M2_FUNC_C036,basic,intersection_solution;simultaneous_equation_graph;graph_solution,38;39,M2_LF_RAW_033,교점 범주의 '교점과 해' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT133,한 점에서 만남,M2_FUNC_C036;M2_FUNC_C037,advanced,number_of_solutions;parallel_coincident;position_relation,40;41;42,M2_LF_RAW_034,해의 개수 범주의 '해의 개수와 위치관계' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT134,해의 개수와 위치관계 - 평행하여 해 없음,M2_FUNC_C036;M2_FUNC_C037,basic,number_of_solutions;parallel_coincident;position_relation,40;41;42,M2_LF_RAW_034,해의 개수 범주의 '해의 개수와 위치관계' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT135,해의 개수와 위치관계 - 일치하여 해 무수히 많음,M2_FUNC_C036;M2_FUNC_C037,basic,number_of_solutions;parallel_coincident;position_relation,40;41;42,M2_LF_RAW_034,해의 개수 범주의 '해의 개수와 위치관계' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT136,해의 개수와 위치관계 - 해의 개수와 위치관계,M2_FUNC_C036;M2_FUNC_C037,standard,number_of_solutions;parallel_coincident;position_relation,40;41;42,M2_LF_RAW_034,해의 개수 범주의 '해의 개수와 위치관계' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT137,세 직선의 위치 관계,M2_FUNC_C038;M2_FUNC_C039,basic,three_lines;intersection_modeling;parameter_condition,43;44,M2_LF_RAW_035,종합 활용 범주의 '세 직선과 교점 활용' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT138,세 직선과 교점 활용 - 교점으로 미지수 구하기,M2_FUNC_C038;M2_FUNC_C039,basic,three_lines;intersection_modeling;parameter_condition,43;44,M2_LF_RAW_035,종합 활용 범주의 '세 직선과 교점 활용' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT139,세 직선과 교점 활용 - 교점 활용 모델링,M2_FUNC_C038;M2_FUNC_C039,standard,three_lines;intersection_modeling;parameter_condition,43;44,M2_LF_RAW_035,종합 활용 범주의 '세 직선과 교점 활용' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT140,세 직선과 교점 활용 - 세 직선과 교점 활용,M2_FUNC_C038;M2_FUNC_C039,standard,three_lines;intersection_modeling;parameter_condition,43;44,M2_LF_RAW_035,종합 활용 범주의 '세 직선과 교점 활용' 유형을 진단한다. 학생이 식·표·그래프·좌표를 서로 바꾸어 해석할 수 있는지 확인한다.
M2_LF_PT141,그래프·식·표 변환 종합,M2_FUNC_C010;M2_FUNC_C013;M2_FUNC_C014,advanced,representation_conversion;slope_intercept;graph_match,23;24,M2_LF_RAW_013,일차함수의 핵심 표현과 활용 조건을 종합하여 진단하는 유형이다.
M2_LF_PT142,조건 여러 개로 일차함수 결정,M2_FUNC_C021;M2_FUNC_C022;M2_FUNC_C025,advanced,combined_conditions;find_line_equation;parameter,31,M2_LF_RAW_025,일차함수의 핵심 표현과 활용 조건을 종합하여 진단하는 유형이다.
M2_LF_PT143,교점과 연립방정식 해석 종합,M2_FUNC_C035;M2_FUNC_C036;M2_FUNC_C037,advanced,intersection_solution;simultaneous_equation_graph;unknown_parameter,38;39,M2_LF_RAW_033,일차함수의 핵심 표현과 활용 조건을 종합하여 진단하는 유형이다.
M2_LF_PT144,일차함수 활용 모델링 종합,M2_FUNC_C026;M2_FUNC_C035;M2_FUNC_C040,advanced,linear_modeling;intersection_modeling;word_problem,43;44,M2_LF_RAW_035,일차함수의 핵심 표현과 활용 조건을 종합하여 진단하는 유형이다.
