problem_type_id,grade,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,raw_section_id,status
M3_QUAD_PT077,중3,M3_QUADRATIC_EQUATION,이차방정식,두 근이 주어진 경우,근과 계수의 관계의 활용 범주의 '두 근이 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C021"", ""M3_QUAD_C022""]",advanced,"[""vietas_relation""]",[10],M3_QUAD_RAW_031,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT078,중3,M3_QUADRATIC_EQUATION,이차방정식,두 근이 주어진 경우,이차방정식 구하기(1) 두 근 또는 중근이 주어졌을 때 범주의 '두 근이 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C023""]",core,"[""quadratic_construction""]",[10],M3_QUAD_RAW_032,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT079,중3,M3_QUADRATIC_EQUATION,이차방정식,중근이 주어진 경우,이차방정식 구하기(1) 두 근 또는 중근이 주어졌을 때 범주의 '중근이 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C023""]",core,"[""quadratic_construction""]",[10],M3_QUAD_RAW_032,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT080,중3,M3_QUADRATIC_EQUATION,이차방정식,두 근의 조건이 주어진 경우,이차방정식 구하기(1) 두 근 또는 중근이 주어졌을 때 범주의 '두 근의 조건이 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C023""]",advanced,"[""quadratic_construction""]",[10],M3_QUAD_RAW_032,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT081,중3,M3_QUADRATIC_EQUATION,이차방정식,두 근의 합 또는 차가 주어진 경우,이차방정식 구하기(2) 두 근 사이의 관계식이 주어졌을 때 범주의 '두 근의 합 또는 차가 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C023""]",advanced,"[""quadratic_construction""]",[11],M3_QUAD_RAW_033,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT082,중3,M3_QUADRATIC_EQUATION,이차방정식,두 근의 비가 주어진 경우,이차방정식 구하기(2) 두 근 사이의 관계식이 주어졌을 때 범주의 '두 근의 비가 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C023""]",advanced,"[""quadratic_construction""]",[11],M3_QUAD_RAW_033,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT083,중3,M3_QUADRATIC_EQUATION,이차방정식,관계식이 두 개 이상 주어진 경우,이차방정식 구하기(2) 두 근 사이의 관계식이 주어졌을 때 범주의 '관계식이 두 개 이상 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C023""]",advanced,"[""quadratic_construction""]",[11],M3_QUAD_RAW_033,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT084,중3,M3_QUADRATIC_EQUATION,이차방정식,공통인 근 없이 모든 근을 나열한 경우,이차방정식 구하기(3) 두 이차방정식과 근이 주어졌을 때 범주의 '공통인 근 없이 모든 근을 나열한 경우' 유형을 진단한다.,"[""M3_QUAD_C008"", ""M3_QUAD_C023""]",core,"[""common_root_condition"", ""quadratic_construction""]",[11],M3_QUAD_RAW_034,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT085,중3,M3_QUADRATIC_EQUATION,이차방정식,두 근의 합 또는 곱이 주어진 경우,이차방정식 구하기(4) 근과 계수의 관계의 활용 범주의 '두 근의 합 또는 곱이 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C023"", ""M3_QUAD_C021""]",advanced,"[""quadratic_construction"", ""vietas_relation""]",[11],M3_QUAD_RAW_035,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT086,중3,M3_QUADRATIC_EQUATION,이차방정식,두 근의 차가 주어진 경우,이차방정식 구하기(4) 근과 계수의 관계의 활용 범주의 '두 근의 차가 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C023"", ""M3_QUAD_C021""]",advanced,"[""quadratic_construction"", ""vietas_relation""]",[11],M3_QUAD_RAW_035,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT087,중3,M3_QUADRATIC_EQUATION,이차방정식,두 근의 비가 주어진 경우,이차방정식 구하기(4) 근과 계수의 관계의 활용 범주의 '두 근의 비가 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C023"", ""M3_QUAD_C021""]",advanced,"[""quadratic_construction"", ""vietas_relation""]",[11],M3_QUAD_RAW_035,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT088,중3,M3_QUADRATIC_EQUATION,이차방정식,절댓값과 부호가 주어진 경우,이차방정식 구하기(4) 근과 계수의 관계의 활용 범주의 '절댓값과 부호가 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C023"", ""M3_QUAD_C021""]",high,"[""quadratic_construction"", ""vietas_relation"", ""extraneous_root_check""]",[11],M3_QUAD_RAW_035,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT089,중3,M3_QUADRATIC_EQUATION,이차방정식,두 근이 연속하는 수인 경우,이차방정식 구하기(4) 근과 계수의 관계의 활용 범주의 '두 근이 연속하는 수인 경우' 유형을 진단한다.,"[""M3_QUAD_C023"", ""M3_QUAD_C021""]",advanced,"[""quadratic_construction"", ""vietas_relation""]",[11],M3_QUAD_RAW_035,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT090,중3,M3_QUADRATIC_EQUATION,이차방정식,이차방정식 구하기,잘못 보고 푼 이차방정식 범주의 '이차방정식 구하기' 유형을 진단한다.,"[""M3_QUAD_C024""]",high,"[""wrong_equation_reconstruction"", ""extraneous_root_check""]",[12],M3_QUAD_RAW_036,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT091,중3,M3_QUADRATIC_EQUATION,이차방정식,이차방정식의 풀이,잘못 보고 푼 이차방정식 범주의 '이차방정식의 풀이' 유형을 진단한다.,"[""M3_QUAD_C024""]",high,"[""wrong_equation_reconstruction"", ""extraneous_root_check""]",[12],M3_QUAD_RAW_036,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT092,중3,M3_QUADRATIC_EQUATION,이차방정식,이차방정식의 풀이,한 근이 무리수인 이차방정식 범주의 '이차방정식의 풀이' 유형을 진단한다.,"[""M3_QUAD_C025""]",advanced,"[""irrational_conjugate""]",[12],M3_QUAD_RAW_037,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT093,중3,M3_QUADRATIC_EQUATION,이차방정식,미지수가 포함된 경우,한 근이 무리수인 이차방정식 범주의 '미지수가 포함된 경우' 유형을 진단한다.,"[""M3_QUAD_C025""]",advanced,"[""irrational_conjugate""]",[12],M3_QUAD_RAW_037,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT094,중3,M3_QUADRATIC_EQUATION,이차방정식,미지수가 여러 개 포함된 경우,한 근이 무리수인 이차방정식 범주의 '미지수가 여러 개 포함된 경우' 유형을 진단한다.,"[""M3_QUAD_C025""]",advanced,"[""irrational_conjugate""]",[12],M3_QUAD_RAW_037,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT095,중3,M3_QUADRATIC_EQUATION,이차방정식,두 미지수에 대한 일차식,부정방정식의 풀이 범주의 '두 미지수에 대한 일차식' 유형을 진단한다.,"[""M3_QUAD_C026""]",high,"[""diophantine_condition""]",[12],M3_QUAD_RAW_038,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT096,중3,M3_QUADRATIC_EQUATION,이차방정식,제곱근이 포함된 두 미지수의 관계,부정방정식의 풀이 범주의 '제곱근이 포함된 두 미지수의 관계' 유형을 진단한다.,"[""M3_QUAD_C026""]",high,"[""diophantine_condition""]",[12],M3_QUAD_RAW_038,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT097,중3,M3_QUADRATIC_EQUATION,이차방정식,두 미지수에 대한 이차식,부정방정식의 풀이 범주의 '두 미지수에 대한 이차식' 유형을 진단한다.,"[""M3_QUAD_C026""]",high,"[""diophantine_condition""]",[12],M3_QUAD_RAW_038,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT098,중3,M3_QUADRATIC_EQUATION,이차방정식,자연수들의 합,이차방정식의 활용(1) 식이 주어진 경우 범주의 '자연수들의 합' 유형을 진단한다.,"[""M3_QUAD_C027""]",advanced,"[""number_word_problem""]",[12],M3_QUAD_RAW_039,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT099,중3,M3_QUADRATIC_EQUATION,이차방정식,다각형,이차방정식의 활용(1) 식이 주어진 경우 범주의 '다각형' 유형을 진단한다.,"[""M3_QUAD_C027""]",advanced,"[""number_word_problem""]",[12],M3_QUAD_RAW_039,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT100,중3,M3_QUADRATIC_EQUATION,이차방정식,경우의 수,이차방정식의 활용(1) 식이 주어진 경우 범주의 '경우의 수' 유형을 진단한다.,"[""M3_QUAD_C027""]",advanced,"[""number_word_problem""]",[12],M3_QUAD_RAW_039,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT101,중3,M3_QUADRATIC_EQUATION,이차방정식,두 수의 연산이 주어진 경우,이차방정식의 활용(2) 수 범주의 '두 수의 연산이 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C027""]",advanced,"[""number_word_problem""]",[13],M3_QUAD_RAW_040,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT102,중3,M3_QUADRATIC_EQUATION,이차방정식,수의 연산 들의 관계가 주어진 경우,이차방정식의 활용(2) 수 범주의 '수의 연산 들의 관계가 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C027""]",advanced,"[""number_word_problem""]",[13],M3_QUAD_RAW_040,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT103,중3,M3_QUADRATIC_EQUATION,이차방정식,잘못 계산한 경우,이차방정식의 활용(2) 수 범주의 '잘못 계산한 경우' 유형을 진단한다.,"[""M3_QUAD_C027""]",high,"[""number_word_problem"", ""extraneous_root_check""]",[13],M3_QUAD_RAW_040,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT104,중3,M3_QUADRATIC_EQUATION,이차방정식,각 자리의 수에 대한 조건이 주어진 경우,이차방정식의 활용(2) 수 범주의 '각 자리의 수에 대한 조건이 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C027""]",advanced,"[""number_word_problem""]",[13],M3_QUAD_RAW_040,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT105,중3,M3_QUADRATIC_EQUATION,이차방정식,표에 조건에 맞는 수 넣기,이차방정식의 활용(2) 수 범주의 '표에 조건에 맞는 수 넣기' 유형을 진단한다.,"[""M3_QUAD_C027""]",advanced,"[""number_word_problem""]",[13],M3_QUAD_RAW_040,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT106,중3,M3_QUADRATIC_EQUATION,이차방정식,연속하는 두 자연수의 곱이 주어진 경우,이차방정식의 활용(3) 연속하는 수 범주의 '연속하는 두 자연수의 곱이 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C028""]",advanced,"[""consecutive_number_model""]",[13],M3_QUAD_RAW_041,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT107,중3,M3_QUADRATIC_EQUATION,이차방정식,연속하는 두 짝(홀)수의 곱이 주어진 경우,이차방정식의 활용(3) 연속하는 수 범주의 '연속하는 두 짝(홀)수의 곱이 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C028""]",advanced,"[""consecutive_number_model""]",[13],M3_QUAD_RAW_041,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT108,중3,M3_QUADRATIC_EQUATION,이차방정식,연속하는 자연수의 제곱의 합이 주어진 경우,이차방정식의 활용(3) 연속하는 수 범주의 '연속하는 자연수의 제곱의 합이 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C028""]",advanced,"[""consecutive_number_model""]",[13],M3_QUAD_RAW_041,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT109,중3,M3_QUADRATIC_EQUATION,이차방정식,연속하는 짝(홀)수의 제곱의 합이 주어진 경우,이차방정식의 활용(3) 연속하는 수 범주의 '연속하는 짝(홀)수의 제곱의 합이 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C028""]",advanced,"[""consecutive_number_model""]",[13],M3_QUAD_RAW_041,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT110,중3,M3_QUADRATIC_EQUATION,이차방정식,연속하는 세 자연수의 관계가 주어진 경우,이차방정식의 활용(3) 연속하는 수 범주의 '연속하는 세 자연수의 관계가 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C028""]",advanced,"[""consecutive_number_model""]",[13],M3_QUAD_RAW_041,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT111,중3,M3_QUADRATIC_EQUATION,이차방정식,연속하는 세 짝(홀)수의 관계가 주어진 경우,이차방정식의 활용(3) 연속하는 수 범주의 '연속하는 세 짝(홀)수의 관계가 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C028""]",advanced,"[""consecutive_number_model""]",[13],M3_QUAD_RAW_041,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT112,중3,M3_QUADRATIC_EQUATION,이차방정식,연속하는 네 개 이상의 자연수의 관계가 주어진 경우,이차방정식의 활용(3) 연속하는 수 범주의 '연속하는 네 개 이상의 자연수의 관계가 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C028""]",high,"[""consecutive_number_model""]",[13],M3_QUAD_RAW_041,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT113,중3,M3_QUADRATIC_EQUATION,이차방정식,연속하는 세 배수의 관계가 주어진 경우,이차방정식의 활용(3) 연속하는 수 범주의 '연속하는 세 배수의 관계가 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C028""]",advanced,"[""consecutive_number_model""]",[13],M3_QUAD_RAW_041,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT114,중3,M3_QUADRATIC_EQUATION,이차방정식,연속하는 수의 활용,이차방정식의 활용(3) 연속하는 수 범주의 '연속하는 수의 활용' 유형을 진단한다.,"[""M3_QUAD_C028""]",advanced,"[""consecutive_number_model""]",[13],M3_QUAD_RAW_041,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT115,중3,M3_QUADRATIC_EQUATION,이차방정식,가격 변동 후 차액이 주어진 경우,"이차방정식의 활용(4) 비율, 농도 범주의 '가격 변동 후 차액이 주어진 경우' 유형을 진단한다.","[""M3_QUAD_C029""]",advanced,"[""ratio_concentration_model""]",[14],M3_QUAD_RAW_042,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT116,중3,M3_QUADRATIC_EQUATION,이차방정식,가격 변동 후 매출이 동일한 경우,"이차방정식의 활용(4) 비율, 농도 범주의 '가격 변동 후 매출이 동일한 경우' 유형을 진단한다.","[""M3_QUAD_C029""]",advanced,"[""ratio_concentration_model""]",[14],M3_QUAD_RAW_042,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT117,중3,M3_QUADRATIC_EQUATION,이차방정식,소금물의 농도,"이차방정식의 활용(4) 비율, 농도 범주의 '소금물의 농도' 유형을 진단한다.","[""M3_QUAD_C029""]",advanced,"[""ratio_concentration_model""]",[14],M3_QUAD_RAW_042,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT118,중3,M3_QUADRATIC_EQUATION,이차방정식,물건을 나누어주는 경우,"이차방정식의 활용(5) 개수, 나이 범주의 '물건을 나누어주는 경우' 유형을 진단한다.","[""M3_QUAD_C030""]",advanced,"[""age_count_model""]",[14],M3_QUAD_RAW_043,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT119,중3,M3_QUADRATIC_EQUATION,이차방정식,달력 및 날짜,"이차방정식의 활용(5) 개수, 나이 범주의 '달력 및 날짜' 유형을 진단한다.","[""M3_QUAD_C030""]",advanced,"[""age_count_model""]",[14],M3_QUAD_RAW_043,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT120,중3,M3_QUADRATIC_EQUATION,이차방정식,나이 및 개수,"이차방정식의 활용(5) 개수, 나이 범주의 '나이 및 개수' 유형을 진단한다.","[""M3_QUAD_C030""]",advanced,"[""age_count_model""]",[14],M3_QUAD_RAW_043,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT121,중3,M3_QUADRATIC_EQUATION,이차방정식,사각형으로 줄 세우기,"이차방정식의 활용(5) 개수, 나이 범주의 '사각형으로 줄 세우기' 유형을 진단한다.","[""M3_QUAD_C030""]",advanced,"[""age_count_model""]",[14],M3_QUAD_RAW_043,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT122,중3,M3_QUADRATIC_EQUATION,이차방정식,지면에서 던진 경우,"이차방정식의 활용(6) 쏘아 올린 물체/거리, 시간 범주의 '지면에서 던진 경우' 유형을 진단한다.","[""M3_QUAD_C031""]",advanced,"[""motion_height_model""]",[14],M3_QUAD_RAW_044,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT123,중3,M3_QUADRATIC_EQUATION,이차방정식,건물 위에서 던진 경우,"이차방정식의 활용(6) 쏘아 올린 물체/거리, 시간 범주의 '건물 위에서 던진 경우' 유형을 진단한다.","[""M3_QUAD_C031""]",advanced,"[""motion_height_model""]",[14],M3_QUAD_RAW_044,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT124,중3,M3_QUADRATIC_EQUATION,이차방정식,위치에 대한 식,"이차방정식의 활용(6) 쏘아 올린 물체/거리, 시간 범주의 '위치에 대한 식' 유형을 진단한다.","[""M3_QUAD_C031""]",advanced,"[""motion_height_model""]",[14],M3_QUAD_RAW_044,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT125,중3,M3_QUADRATIC_EQUATION,이차방정식,움직인 거리에 대한 식,"이차방정식의 활용(6) 쏘아 올린 물체/거리, 시간 범주의 '움직인 거리에 대한 식' 유형을 진단한다.","[""M3_QUAD_C031""]",advanced,"[""motion_height_model""]",[14],M3_QUAD_RAW_044,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT126,중3,M3_QUADRATIC_EQUATION,이차방정식,삼각형,이차방정식의 활용(7) 삼각형과 사각형 범주의 '삼각형' 유형을 진단한다.,"[""M3_QUAD_C032""]",advanced,"[""geometry_model""]",[15],M3_QUAD_RAW_045,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT127,중3,M3_QUADRATIC_EQUATION,이차방정식,사각형,이차방정식의 활용(7) 삼각형과 사각형 범주의 '사각형' 유형을 진단한다.,"[""M3_QUAD_C032""]",advanced,"[""geometry_model""]",[15],M3_QUAD_RAW_045,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT128,중3,M3_QUADRATIC_EQUATION,이차방정식,삼각형과 사각형,이차방정식의 활용(7) 삼각형과 사각형 범주의 '삼각형과 사각형' 유형을 진단한다.,"[""M3_QUAD_C032""]",advanced,"[""geometry_model""]",[15],M3_QUAD_RAW_045,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT129,중3,M3_QUADRATIC_EQUATION,이차방정식,일차함수 활용,이차방정식의 활용(7) 삼각형과 사각형 범주의 '일차함수 활용' 유형을 진단한다.,"[""M3_QUAD_C032""]",advanced,"[""geometry_model""]",[15],M3_QUAD_RAW_045,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT130,중3,M3_QUADRATIC_EQUATION,이차방정식,다각형,이차방정식의 활용(7) 삼각형과 사각형 범주의 '다각형' 유형을 진단한다.,"[""M3_QUAD_C032""]",advanced,"[""geometry_model""]",[15],M3_QUAD_RAW_045,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT131,중3,M3_QUADRATIC_EQUATION,이차방정식,두 사각형,이차방정식의 활용(8) 붙어 있는 도형 범주의 '두 사각형' 유형을 진단한다.,"[""M3_QUAD_C032"", ""M3_QUAD_C033""]",advanced,"[""geometry_model""]",[15],M3_QUAD_RAW_046,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT132,중3,M3_QUADRATIC_EQUATION,이차방정식,사각형과 삼각형,이차방정식의 활용(8) 붙어 있는 도형 범주의 '사각형과 삼각형' 유형을 진단한다.,"[""M3_QUAD_C032"", ""M3_QUAD_C033""]",advanced,"[""geometry_model""]",[15],M3_QUAD_RAW_046,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT133,중3,M3_QUADRATIC_EQUATION,이차방정식,사각형 나누기,이차방정식의 활용(8) 붙어 있는 도형 범주의 '사각형 나누기' 유형을 진단한다.,"[""M3_QUAD_C032"", ""M3_QUAD_C033""]",advanced,"[""geometry_model""]",[15],M3_QUAD_RAW_046,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT134,중3,M3_QUADRATIC_EQUATION,이차방정식,원,이차방정식의 활용(9) 원과 원기둥 범주의 '원' 유형을 진단한다.,"[""M3_QUAD_C033""]",high,"[""geometry_model""]",[15],M3_QUAD_RAW_047,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT135,중3,M3_QUADRATIC_EQUATION,이차방정식,원기둥,이차방정식의 활용(9) 원과 원기둥 범주의 '원기둥' 유형을 진단한다.,"[""M3_QUAD_C033""]",high,"[""geometry_model""]",[15],M3_QUAD_RAW_047,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT136,중3,M3_QUADRATIC_EQUATION,이차방정식,세 원으로 이루어진 도형,이차방정식의 활용(9) 원과 원기둥 범주의 '세 원으로 이루어진 도형' 유형을 진단한다.,"[""M3_QUAD_C033""]",high,"[""geometry_model""]",[15],M3_QUAD_RAW_047,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT137,중3,M3_QUADRATIC_EQUATION,이차방정식,길이를 늘인 경우,이차방정식의 활용(10) 변의 길이를 줄이거나 늘인 도형 범주의 '길이를 늘인 경우' 유형을 진단한다.,"[""M3_QUAD_C034""]",advanced,"[""geometry_model""]",[16],M3_QUAD_RAW_048,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT138,중3,M3_QUADRATIC_EQUATION,이차방정식,길이를 줄인 경우,이차방정식의 활용(10) 변의 길이를 줄이거나 늘인 도형 범주의 '길이를 줄인 경우' 유형을 진단한다.,"[""M3_QUAD_C034""]",advanced,"[""geometry_model""]",[16],M3_QUAD_RAW_048,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT139,중3,M3_QUADRATIC_EQUATION,이차방정식,한 변은 늘이고 다른 한 변은 줄인 경우,이차방정식의 활용(10) 변의 길이를 줄이거나 늘인 도형 범주의 '한 변은 늘이고 다른 한 변은 줄인 경우' 유형을 진단한다.,"[""M3_QUAD_C034""]",advanced,"[""geometry_model""]",[16],M3_QUAD_RAW_048,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT140,중3,M3_QUADRATIC_EQUATION,이차방정식,같은 너비로 접는 경우,이차방정식의 활용(11) 상자를 만드는 경우 범주의 '같은 너비로 접는 경우' 유형을 진단한다.,"[""M3_QUAD_C034""]",high,"[""geometry_model""]",[16],M3_QUAD_RAW_049,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT141,중3,M3_QUADRATIC_EQUATION,이차방정식,네 귀퉁이를 잘라내는 경우,이차방정식의 활용(11) 상자를 만드는 경우 범주의 '네 귀퉁이를 잘라내는 경우' 유형을 진단한다.,"[""M3_QUAD_C034""]",high,"[""geometry_model""]",[16],M3_QUAD_RAW_049,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT142,중3,M3_QUADRATIC_EQUATION,이차방정식,하나의 길을 만드는 경우,이차방정식의 활용(12) 도로를 만드는 경우 범주의 '하나의 길을 만드는 경우' 유형을 진단한다.,"[""M3_QUAD_C034""]",high,"[""geometry_model""]",[16],M3_QUAD_RAW_050,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT143,중3,M3_QUADRATIC_EQUATION,이차방정식,두 개의 길을 만드는 경우,이차방정식의 활용(12) 도로를 만드는 경우 범주의 '두 개의 길을 만드는 경우' 유형을 진단한다.,"[""M3_QUAD_C034""]",high,"[""geometry_model""]",[16],M3_QUAD_RAW_050,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT144,중3,M3_QUADRATIC_EQUATION,이차방정식,세 개 이상의 길을 만드는 경우,이차방정식의 활용(12) 도로를 만드는 경우 범주의 '세 개 이상의 길을 만드는 경우' 유형을 진단한다.,"[""M3_QUAD_C034""]",high,"[""geometry_model""]",[16],M3_QUAD_RAW_050,curated_problem_type_from_raw_taxonomy
