item_id,source_question_no,source_page,solution_page,source_type_label,primary_problem_type_id,canonical_type_name,answer_key,accuracy,difficulty,representation_type,requires_visual_reading,new_trend,mapping_confidence,cross_set_group
M3_STAT_150_S03_Q103,103,26,60,두 집단 전체의 평균,M3_STAT_PT050,두 집단 전체의 평균 - 계산·해석,162cm,52,advanced,symbolic_or_text,False,False,0.95,M3_STAT_PT050::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q104,104,27,61,두 집단 전체의 평균,M3_STAT_PT050,두 집단 전체의 평균 - 계산·해석,choice:1,66,standard,symbolic_or_text,False,False,0.95,M3_STAT_PT050::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q105,105,27,61,두 집단 전체의 평균,M3_STAT_PT050,두 집단 전체의 평균 - 계산·해석,choice:3,81,core,table_or_structured_data,True,False,0.95,M3_STAT_PT050::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q106,106,27,61,두 집단 전체의 평균,M3_STAT_PT050,두 집단 전체의 평균 - 계산·해석,1,70,standard,table_or_structured_data,True,False,0.95,M3_STAT_PT050::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q107,107,27,61,두 집단 전체의 평균,M3_STAT_PT050,두 집단 전체의 평균 - 계산·해석,1360/3 g,48,advanced,table_or_structured_data,True,False,0.95,M3_STAT_PT050::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q108,108,28,61,두 집단 전체의 평균,M3_STAT_PT050,두 집단 전체의 평균 - 계산·해석,choice:1,88,core,table_or_structured_data,True,False,0.95,M3_STAT_PT050::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q109,109,28,62,두 집단 전체의 분산과 표준편차,M3_STAT_PT053,두 집단 전체의 분산과 표준편차 - 계산·해석,choice:4,74,standard,symbolic_or_text,False,False,0.95,M3_STAT_PT053::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q110,110,28,62,두 집단 전체의 분산과 표준편차,M3_STAT_PT053,두 집단 전체의 분산과 표준편차 - 계산·해석,5,72,standard,symbolic_or_text,False,False,0.95,M3_STAT_PT053::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q111,111,28,62,두 집단 전체의 분산과 표준편차,M3_STAT_PT053,두 집단 전체의 분산과 표준편차 - 계산·해석,choice:5,73,standard,table_or_structured_data,True,False,0.95,M3_STAT_PT053::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q112,112,29,62,두 집단 전체의 분산과 표준편차,M3_STAT_PT053,두 집단 전체의 분산과 표준편차 - 계산·해석,choice:4,73,standard,symbolic_or_text,False,False,0.95,M3_STAT_PT053::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q113,113,29,63,두 집단 전체의 분산과 표준편차,M3_STAT_PT053,두 집단 전체의 분산과 표준편차 - 계산·해석,choice:3,73,standard,symbolic_or_text,False,False,0.95,M3_STAT_PT053::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q114,114,29,63,두 집단 전체의 분산과 표준편차,M3_STAT_PT053,두 집단 전체의 분산과 표준편차 - 계산·해석,choice:4,77,standard,symbolic_or_text,False,False,0.95,M3_STAT_PT053::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q115,115,29,63,두 집단 전체의 분산과 표준편차,M3_STAT_PT053,두 집단 전체의 분산과 표준편차 - 계산·해석,choice:3,75,standard,table_or_structured_data,True,False,0.95,M3_STAT_PT053::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q116,116,30,63,표준편차의 직관적 비교,M3_STAT_PT056,표준편차의 직관적 비교 - 계산·해석,choice:2,80,core,table_or_structured_data,True,False,0.95,M3_STAT_PT056::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q117,117,30,63,표준편차의 직관적 비교,M3_STAT_PT056,표준편차의 직관적 비교 - 계산·해석,choice:1,80,core,table_or_structured_data,True,False,0.95,M3_STAT_PT056::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q118,118,30,64,표준편차의 직관적 비교,M3_STAT_PT056,표준편차의 직관적 비교 - 계산·해석,choice:1,58,advanced,diagram,True,False,0.95,M3_STAT_PT056::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q119,119,30,64,표준편차의 직관적 비교,M3_STAT_PT056,표준편차의 직관적 비교 - 계산·해석,choice:2,59,advanced,diagram,True,False,0.95,M3_STAT_PT056::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q120,120,31,64,표준편차의 직관적 비교,M3_STAT_PT056,표준편차의 직관적 비교 - 계산·해석,choice:4,82,core,table_or_structured_data,True,False,0.95,M3_STAT_PT056::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q121,121,31,65,표준편차의 직관적 비교,M3_STAT_PT056,표준편차의 직관적 비교 - 계산·해석,choice:2,54,advanced,graph,True,False,0.95,M3_STAT_PT056::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q122,122,31,65,표준편차의 직관적 비교,M3_STAT_PT056,표준편차의 직관적 비교 - 계산·해석,A반,61,standard,graph,True,False,0.95,M3_STAT_PT056::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q123,123,31,65,표준편차의 직관적 비교,M3_STAT_PT056,표준편차의 직관적 비교 - 계산·해석,ㄷ,51,advanced,graph,True,False,0.95,M3_STAT_PT056::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q124,124,32,65,표준편차의 직관적 비교,M3_STAT_PT056,표준편차의 직관적 비교 - 계산·해석,ㄴ,51,advanced,graph,True,False,0.95,M3_STAT_PT056::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q125,125,32,65,자료의 분석,M3_STAT_PT059,자료의 분석 - 계산·해석,choice:4,83,core,symbolic_or_text,False,False,0.95,M3_STAT_PT059::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q126,126,32,65,자료의 분석,M3_STAT_PT059,자료의 분석 - 계산·해석,"choices:2,5",80,core,table_or_structured_data,True,False,0.95,M3_STAT_PT059::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q127,127,32,65,자료의 분석,M3_STAT_PT059,자료의 분석 - 계산·해석,choice:2,86,core,table_or_structured_data,True,False,0.95,M3_STAT_PT059::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q128,128,33,66,산점도,M3_STAT_PT062,산점도 - 계산·해석,choice:4,83,core,graph,True,False,0.95,M3_STAT_PT062::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q129,129,33,66,산점도,M3_STAT_PT062,산점도 - 계산·해석,15%,71,standard,graph,True,False,0.95,M3_STAT_PT062::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q130,130,33,66,산점도,M3_STAT_PT062,산점도 - 계산·해석,choice:4,78,standard,graph,True,False,0.95,M3_STAT_PT062::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q131,131,34,66,산점도,M3_STAT_PT062,산점도 - 계산·해석,40%,52,advanced,graph,True,False,0.95,M3_STAT_PT062::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q132,132,34,66,산점도,M3_STAT_PT062,산점도 - 계산·해석,20%,52,advanced,graph,True,False,0.95,M3_STAT_PT062::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q133,133,34,67,산점도,M3_STAT_PT062,산점도 - 계산·해석,29,53,advanced,graph,True,False,0.95,M3_STAT_PT062::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q134,134,34,67,산점도,M3_STAT_PT062,산점도 - 계산·해석,53,54,advanced,graph,True,False,0.95,M3_STAT_PT062::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q135,135,35,67,산점도,M3_STAT_PT062,산점도 - 계산·해석,17/2점,69,standard,graph,True,False,0.95,M3_STAT_PT062::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q136,136,35,68,산점도,M3_STAT_PT062,산점도 - 계산·해석,choice:4,83,core,graph,True,False,0.95,M3_STAT_PT062::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q137,137,35,68,산점도의 응용,M3_STAT_PT065,산점도의 응용 - 계산·해석,2회,68,standard,graph,True,False,0.95,M3_STAT_PT065::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q138,138,35,68,산점도의 응용,M3_STAT_PT065,산점도의 응용 - 계산·해석,choice:3,87,core,graph,True,False,0.95,M3_STAT_PT065::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q139,139,36,68,산점도의 응용,M3_STAT_PT065,산점도의 응용 - 계산·해석,choice:5,71,standard,graph,True,False,0.95,M3_STAT_PT065::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q140,140,36,68,산점도의 응용,M3_STAT_PT065,산점도의 응용 - 계산·해석,choice:3,69,standard,graph,True,True,0.95,M3_STAT_PT065::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q141,141,36,68,산점도의 응용,M3_STAT_PT065,산점도의 응용 - 계산·해석,66.25점,71,standard,graph,True,True,0.95,M3_STAT_PT065::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q142,142,36,69,산점도의 응용,M3_STAT_PT065,산점도의 응용 - 계산·해석,37,69,standard,graph,True,False,0.95,M3_STAT_PT065::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q143,143,37,69,산점도의 응용,M3_STAT_PT065,산점도의 응용 - 계산·해석,30%,76,standard,graph,True,False,0.95,M3_STAT_PT065::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q144,144,37,69,산점도와 상관관계의 이해,M3_STAT_PT074,산점도와 상관관계의 이해 - 계산·해석,"choices:3,4",81,core,graph,True,False,0.95,M3_STAT_PT074::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q145,145,37,69,산점도와 상관관계의 이해,M3_STAT_PT074,산점도와 상관관계의 이해 - 계산·해석,choice:5,91,core,graph,True,False,0.95,M3_STAT_PT074::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q146,146,38,69,산점도와 상관관계의 이해,M3_STAT_PT074,산점도와 상관관계의 이해 - 계산·해석,choice:3,84,core,graph,True,False,0.95,M3_STAT_PT074::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q147,147,38,69,산점도와 상관관계의 이해,M3_STAT_PT074,산점도와 상관관계의 이해 - 계산·해석,choice:2,62,standard,graph,True,False,0.95,M3_STAT_PT074::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q148,148,38,69,산점도와 상관관계의 이해,M3_STAT_PT074,산점도와 상관관계의 이해 - 계산·해석,choice:2,88,core,graph,True,False,0.95,M3_STAT_PT074::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q149,149,39,69,산점도와 상관관계의 이해,M3_STAT_PT074,산점도와 상관관계의 이해 - 계산·해석,choice:2,90,core,graph,True,False,0.95,M3_STAT_PT074::M3_STAT_CROSS_SET
M3_STAT_150_S03_Q150,150,39,70,산점도와 상관관계의 이해,M3_STAT_PT074,산점도와 상관관계의 이해 - 계산·해석,"choices:2,5",80,core,graph,True,False,0.95,M3_STAT_PT074::M3_STAT_CROSS_SET
